ID;Length;Width;Height;Weight;Density;ListOfItems;TruckCost
P067420101_0;13500;2440;2900;24000;1500;0090017000_28022023000046-0090017000_28022023000740-0090017000_28022023000881-0090017000_28022023001167-0090017000_28022023002020-0090017000_28022023002716-0090017000_28022023003028-0090017000_28022023003333-0090017000_28022023003369-0090017000_28022023003722-0090017000_28022023004822-0090017000_28022023005500-0090017000_28022023005820-0090017000_28022023006647-0090017000_28022023007421-0090017000_28022023007937-0090017000_28022023008076-0090017000_28022023008174-0090017000_28022023008258-0090017000_28022023008301-0090017000_28022023009361-0090017000_28022023009566-0090017000_28022023010182-0090017000_28022023010233-0090017000_28022023010977-0090017000_28022023011061;7500.0
P067420101_1;13500;2440;2900;24000;1500;0090017000_28022023000046-0090017000_28022023000740-0090017000_28022023000881-0090017000_28022023001167-0090017000_28022023002020-0090017000_28022023002716-0090017000_28022023003028-0090017000_28022023003333-0090017000_28022023003369-0090017000_28022023003722-0090017000_28022023004822-0090017000_28022023005500-0090017000_28022023005820-0090017000_28022023006647-0090017000_28022023007421-0090017000_28022023007937-0090017000_28022023008076-0090017000_28022023008174-0090017000_28022023008258-0090017000_28022023008301-0090017000_28022023009361-0090017000_28022023009566-0090017000_28022023010182-0090017000_28022023010233-0090017000_28022023010977-0090017000_28022023011061;9000.0
P067420103_0;13500;2440;2900;24000;1500;0090017000_28022023000046-0090017000_28022023000740-0090017000_28022023000881-0090017000_28022023001167-0090017000_28022023002020-0090017000_28022023002716-0090017000_28022023003028-0090017000_28022023003333-0090017000_28022023003369-0090017000_28022023003722-0090017000_28022023004822-0090017000_28022023006647-0090017000_28022023007421-0090017000_28022023007937-0090017000_28022023008076-0090017000_28022023008174-0090017000_28022023008258-0090017000_28022023008301-0090017000_28022023009361-0090017000_28022023009566-0090017000_28022023010182-0090017000_28022023010233-0090017000_28022023010977-0090017000_28022023011061;7500.0
P067420201_0;13500;2440;2900;24000;1500;0090017000_28022023000045-0090017000_28022023000162-0090017000_28022023000217-0090017000_28022023000300-0090017000_28022023000324-0090017000_28022023000360-0090017000_28022023000362-0090017000_28022023000815-0090017000_28022023000967-0090017000_28022023000980-0090017000_28022023001272-0090017000_28022023002259-0090017000_28022023002274-0090017000_28022023002276-0090017000_28022023002409-0090017000_28022023002505-0090017000_28022023003725-0090017000_28022023004105-0090017000_28022023004332-0090017000_28022023004422-0090017000_28022023004438-0090017000_28022023005009-0090017000_28022023005178-0090017000_28022023005221-0090017000_28022023005581-0090017000_28022023005776-0090017000_28022023006300-0090017000_28022023007574-0090017000_28022023008034-0090017000_28022023008098-0090017000_28022023008129-0090017000_28022023008251-0090017000_28022023008851-0090017000_28022023009315-0090017000_28022023009672-0090017000_28022023010491-0090017000_28022023010620-0090017000_28022023011033-0090017000_28022023011275-0090017000_28022023011282-0090017000_28022023011297-0090017000_28022023011706;7500.0
P067420201_1;13500;2440;2900;24000;1500;0090017000_28022023000045-0090017000_28022023000162-0090017000_28022023000217-0090017000_28022023000300-0090017000_28022023000324-0090017000_28022023000360-0090017000_28022023000362-0090017000_28022023000815-0090017000_28022023000967-0090017000_28022023000980-0090017000_28022023001272-0090017000_28022023002259-0090017000_28022023002274-0090017000_28022023002276-0090017000_28022023002409-0090017000_28022023002505-0090017000_28022023003725-0090017000_28022023004105-0090017000_28022023004332-0090017000_28022023004422-0090017000_28022023004438-0090017000_28022023005009-0090017000_28022023005178-0090017000_28022023005221-0090017000_28022023005581-0090017000_28022023005776-0090017000_28022023006300-0090017000_28022023007574-0090017000_28022023008034-0090017000_28022023008098-0090017000_28022023008129-0090017000_28022023008251-0090017000_28022023008851-0090017000_28022023009315-0090017000_28022023009672-0090017000_28022023010491-0090017000_28022023010620-0090017000_28022023011033-0090017000_28022023011275-0090017000_28022023011282-0090017000_28022023011297-0090017000_28022023011706;9000.0
P067420201_2;13500;2440;2900;24000;1500;0090017000_28022023000045-0090017000_28022023000162-0090017000_28022023000217-0090017000_28022023000300-0090017000_28022023000324-0090017000_28022023000360-0090017000_28022023000362-0090017000_28022023000815-0090017000_28022023000967-0090017000_28022023000980-0090017000_28022023001272-0090017000_28022023002259-0090017000_28022023002274-0090017000_28022023002276-0090017000_28022023002409-0090017000_28022023002505-0090017000_28022023003725-0090017000_28022023004105-0090017000_28022023004332-0090017000_28022023004422-0090017000_28022023004438-0090017000_28022023005009-0090017000_28022023005178-0090017000_28022023005221-0090017000_28022023005581-0090017000_28022023005776-0090017000_28022023006300-0090017000_28022023007574-0090017000_28022023008034-0090017000_28022023008098-0090017000_28022023008129-0090017000_28022023008251-0090017000_28022023008851-0090017000_28022023009315-0090017000_28022023009672-0090017000_28022023010491-0090017000_28022023010620-0090017000_28022023011033-0090017000_28022023011275-0090017000_28022023011282-0090017000_28022023011297-0090017000_28022023011706;9000.0
P067420901_0;7500;2400;3000;24000;1500;0090017000_28022023000137-0090017000_28022023001568-0090017000_28022023003280-0090017000_28022023003636-0090017000_28022023003891-0090017000_28022023005273-0090017000_28022023006053-0090017000_28022023009623-0090017000_28022023011678;7500.0
P067420901_1;7500;2400;3000;24000;1500;0090017000_28022023000137-0090017000_28022023001568-0090017000_28022023003280-0090017000_28022023003636-0090017000_28022023003891-0090017000_28022023005273-0090017000_28022023006053-0090017000_28022023009623-0090017000_28022023011678;9000.0
P067420901_2;7500;2400;3000;24000;1500;0090017000_28022023000137-0090017000_28022023001568-0090017000_28022023003280-0090017000_28022023003636-0090017000_28022023003891-0090017000_28022023005273-0090017000_28022023006053-0090017000_28022023009623-0090017000_28022023011678;9000.0
P067421701_0;13500;2440;3000;24000;1500;0090017000_28022023000035-0090017000_28022023000159-0090017000_28022023000212-0090017000_28022023000283-0090017000_28022023000316-0090017000_28022023000404-0090017000_28022023000748-0090017000_28022023001722-0090017000_28022023001855-0090017000_28022023001911-0090017000_28022023001984-0090017000_28022023002058-0090017000_28022023002515-0090017000_28022023002566-0090017000_28022023002885-0090017000_28022023003666-0090017000_28022023003710-0090017000_28022023003712-0090017000_28022023003936-0090017000_28022023003955-0090017000_28022023004115-0090017000_28022023004174-0090017000_28022023004274-0090017000_28022023004385-0090017000_28022023004476-0090017000_28022023004562-0090017000_28022023004814-0090017000_28022023004831-0090017000_28022023004966-0090017000_28022023005046-0090017000_28022023005177-0090017000_28022023005355-0090017000_28022023005575-0090017000_28022023005769-0090017000_28022023006113-0090017000_28022023006169-0090017000_28022023006233-0090017000_28022023006326-0090017000_28022023006332-0090017000_28022023006343-0090017000_28022023006894-0090017000_28022023007076-0090017000_28022023007431-0090017000_28022023007823-0090017000_28022023007920-0090017000_28022023007949-0090017000_28022023008220-0090017000_28022023008321-0090017000_28022023008607-0090017000_28022023008736-0090017000_28022023008819-0090017000_28022023009362-0090017000_28022023009540-0090017000_28022023009637-0090017000_28022023009773-0090017000_28022023009920-0090017000_28022023009935-0090017000_28022023010040-0090017000_28022023010143-0090017000_28022023010358-0090017000_28022023010604-0090017000_28022023010838-0090017000_28022023010855-0090017000_28022023010856-0090017000_28022023011108-0090017000_28022023011154-0090017000_28022023011263-0090017000_28022023011269-0090017000_28022023011338;7500.0
P067421701_1;13500;2440;3000;24000;1500;0090017000_28022023000035-0090017000_28022023000159-0090017000_28022023000212-0090017000_28022023000283-0090017000_28022023000316-0090017000_28022023000404-0090017000_28022023000748-0090017000_28022023001722-0090017000_28022023001855-0090017000_28022023001911-0090017000_28022023001984-0090017000_28022023002058-0090017000_28022023002515-0090017000_28022023002566-0090017000_28022023002885-0090017000_28022023003666-0090017000_28022023003710-0090017000_28022023003712-0090017000_28022023003936-0090017000_28022023003955-0090017000_28022023004115-0090017000_28022023004174-0090017000_28022023004274-0090017000_28022023004385-0090017000_28022023004476-0090017000_28022023004562-0090017000_28022023004814-0090017000_28022023004831-0090017000_28022023004966-0090017000_28022023005046-0090017000_28022023005177-0090017000_28022023005355-0090017000_28022023005575-0090017000_28022023005769-0090017000_28022023006113-0090017000_28022023006169-0090017000_28022023006233-0090017000_28022023006326-0090017000_28022023006332-0090017000_28022023006343-0090017000_28022023006894-0090017000_28022023007076-0090017000_28022023007431-0090017000_28022023007823-0090017000_28022023007920-0090017000_28022023007949-0090017000_28022023008220-0090017000_28022023008321-0090017000_28022023008607-0090017000_28022023008736-0090017000_28022023008819-0090017000_28022023009362-0090017000_28022023009540-0090017000_28022023009637-0090017000_28022023009773-0090017000_28022023009920-0090017000_28022023009935-0090017000_28022023010040-0090017000_28022023010143-0090017000_28022023010358-0090017000_28022023010604-0090017000_28022023010838-0090017000_28022023010855-0090017000_28022023010856-0090017000_28022023011108-0090017000_28022023011154-0090017000_28022023011263-0090017000_28022023011269-0090017000_28022023011338;9000.0
