ID;Nbr;Length;Width;Height;NestedHeight;Weight;SC;MaxStackability;Orientation;ListOfTrucks;ListOfInventoryCosts
0090017100_03072022000001;3;1200;1000;930;45;350.8;GERB--1213_1200_1000;100;none;P193051203_0-P193051203_1-P193051203_2;0-0-0
0090017100_03072022000002;2;1206;1010;485;0;60.2;GERB--0528_1206_1010;100;none;P235234703_0-P235234703_1-P235234703_2-P234234707_0-P234234707_1-P234234707_2-P231234701_0-P231234701_1-P231234701_2-P230234705_0-P230234705_1;0-0-0-90-90-90-360-360-360-450-450
0090017100_03072022000003;1;1206;1010;485;0;78.45;GERB--0528_1206_1010;100;none;P208155503_0-P208155503_1;0-0
0090017100_03072022000004;2;1605;1205;990;45;316.684;GERB--0167_1605_1205;100;none;P249051101_0-P249051101_1-P249051101_2-P249051107_0-P249051107_1-P249051107_2-P248051109_0-P248051109_1-P248051109_2-P248051109_3-P246051151_0-P246051151_1-P246051151_2-P245051103_0-P245051103_1-P245051111_0-P245051111_1-P245051111_2;0-0-0-0-0-0-50-50-50-50-150-150-150-200-200-200-200-200
0090017100_03072022000005;1;2400;1200;975;45;424.0;GERB--0059_2400_1200;100;none;P245234505_0-P245234505_1-P245234505_2-P245234505_3-P244234505_0-P244234505_1-P244234505_2;0-0-0-0-130-130-130
0090017100_03072022000006;1;1600;1200;930;45;191.714;GERB--1613_1600_1200;100;none;P228339041_0-P228339041_1-P210339041_0-P210339041_1;0-0-540-540
0090017100_03072022000007;1;1206;1010;385;0;77.56;GERB--0528_1206_1010;100;none;P238051111_0-P238051111_1-P238051111_2-P237051107_0-P237051107_1-P237051107_2-P237051107_3-P236051109_0-P236051109_1-P236051109_2;0-0-0-120-120-120-120-240-240-240
0090017100_03072022000008;1;1206;1010;1083;0;113.9;GERB--0528_1206_1010;100;none;P252154909_0-P252154909_1;0-0
0090017100_03072022000009;1;1206;1010;1341;0;149.64;GERB--0528_1206_1010;100;none;P244050503_0-P244050503_1-P243050503_0-P243050503_1-P242050503_0-P242050503_1;0-0-200-200-400-400
0090017100_03072022000010;1;1200;1000;930;45;286.0;GERB--1213_1200_1000;100;none;P189157611_0-P189157611_1-P189157611_2;0-0-0
0090017100_03072022000011;6;1200;1000;1150;0;521.3;GERB--3551_1200_1000;1;none;P251051703_0-P251051703_1-P249051701_0-P249051701_1-P249051701_2;0-0-1040-1040-1040
0090017100_03072022000012;1;1200;1000;975;45;551.72;GERB--1213_1200_1000;100;none;P248051109_0-P248051109_1-P248051109_2-P248051109_3-P246051151_0-P246051151_1-P246051151_2-P245051103_0-P245051103_1-P245051111_0-P245051111_1-P245051111_2-P244051107_0-P244051107_1-P244051107_2-P244051107_3;0-0-0-0-240-240-240-360-360-360-360-360-480-480-480-480
0090017100_03072022000013;6;1600;1200;930;45;542.2;GERB--1613_1600_1200;100;none;P228235901_0-P228235901_1;0-0
0090017100_03072022000014;1;780;570;478;47;88.08;GERB--3195_780_570;4;widthwise;P236157205_0-P236157205_1-P236157205_2-P234157201_0-P234157201_1-P234157201_2;0-0-0-140-140-140
0090017100_03072022000015;1;1206;1010;681;0;483.5;GERB--0528_1206_1010;100;none;P237234705_0-P237234705_1-P237234705_2-P235234703_0-P235234703_1-P235234703_2;0-0-0-480-480-480
0090017100_03072022000016;30;1200;1000;975;45;271.8;GERB--1213_1200_1000;100;none;P252157405_0-P252157405_1-P252157405_2-P251157409_0-P251157409_1;0-0-0-50-50
0090017100_03072022000017;2;1206;1010;1391;0;180.44;GERB--0528_1206_1010;100;none;P229050305_0-P229050305_1-P229050305_2;0-0-0
0090017100_03072022000018;5;1200;1000;750;45;310.5;GERB--1213_1200_1000;100;none;P208235201_0-P208235201_1-P206235201_0-P206235201_1-P201235201_0-P201235201_1;0-0-140-140-490-490
0090017100_03072022000019;2;1900;1200;900;45;165.62;GERB--0109_1900_1200;100;none;P244159505_0-P244159505_1-P244159505_2-P243159503_0-P243159503_1-P243159503_2-P242159501_0-P242159501_1-P242159501_2-P241159509_0-P241159509_1-P241159509_2;0-0-0-120-120-120-240-240-240-360-360-360
0090017100_03072022000020;1;1206;1010;485;0;78.16;GERB--0528_1206_1010;100;none;P236155503_0-P236155503_1-P236155503_2;0-0-0
0090017100_03072022000021;2;1200;1000;975;45;214.0;GERB--1213_1200_1000;100;none;P228338045_0-P228338045_1;0-0
0090017100_03072022000022;2;1206;1010;1085;0;101.24;GERB--0528_1206_1010;100;none;P245339041_0-P245339041_1-P245339041_2-P243339041_0-P243339041_1-P243339041_2;0-0-0-40-40-40
0090017100_03072022000023;1;1206;1010;485;0;44.762;GERB--0528_1206_1010;100;none;P235155411_0-P235155411_1-P235155411_2-P230155413_0-P230155413_1-P230155413_2;0-0-0-200-200-200
0090017100_03072022000024;5;1206;1010;1341;0;149.64;GERB--0528_1206_1010;100;none;P203050509_0-P203050509_1-P203050509_2-P202050503_0-P202050503_1-P201050503_0-P201050503_1;0-0-0-200-200-400-400
0090017100_03072022000025;5;1206;1010;1185;0;240.9;GERB--0528_1206_1010;100;none;P199234503_0-P199234503_1;0-0
0090017100_03072022000026;4;1600;1200;930;45;437.38;GERB--1613_1600_1200;100;none;P193153403_0-P193153403_1-P193153403_2-P193153403_3-P192153401_0-P192153401_1;0-0-0-0-110-110
0090017100_03072022000027;1;1206;1010;1085;0;159.875;GERB--0528_1206_1010;100;none;P251234705_0-P251234705_1-P251234705_2-P249234703_0-P249234703_1-P249234703_2-P248234707_0-P248234707_1-P248234707_2;0-0-0-720-720-720-1080-1080-1080
0090017100_03072022000028;15;1200;1000;975;45;271.8;GERB--1213_1200_1000;100;none;P202157409_0-P202157409_1-P200157401_0-P200157401_1;0-0-100-100
0090017100_03072022000029;4;1200;1000;975;45;291.96;GERB--1213_1200_1000;100;none;P230157207_0-P230157207_1-P230157207_2;0-0-0
0090017100_03072022000030;2;1200;1000;750;45;433.0;GERB--1213_1200_1000;100;none;P196051301_0-P196051301_1-P196051301_2-P196051311_0-P196051311_1-P196051311_2-P194051311_0-P194051311_1-P194051311_2-P193051311_0-P193051311_1-P193051311_2-P193051313_0-P193051313_1-P193051313_2;0-0-0-0-0-0-100-100-100-150-150-150-150-150-150
0090017100_03072022000031;1;1206;1010;485;0;71.325;GERB--0528_1206_1010;100;none;P203234701_0-P203234701_1-P203234701_2-P202234705_0-P202234705_1-P202234705_2-P200234703_0-P200234703_1-P200234703_2;0-0-0-150-150-150-450-450-450
0090017100_03072022000032;5;1200;1000;975;45;133.0;GERB--1213_1200_1000;100;none;P248224701_0-P248224701_1-P243224701_0-P243224701_1;0-0-600-600
0090017100_03072022000033;1;1200;1000;930;45;537.4;GERB--1213_1200_1000;100;none;P237051703_0-P237051703_1-P235051701_0-P235051701_1-P235051701_2;0-0-200-200-200
0090017100_03072022000034;1;1605;1205;1200;45;258.792;GERB--0167_1605_1205;100;none;P255051311_0-P255051311_1-P255051311_2-P252051301_0-P252051301_1-P252051301_2-P252051311_0-P252051311_1-P251051311_0-P251051311_1-P251051311_2-P251051311_3;0-0-0-330-330-330-330-330-440-440-440-440
0090017100_03072022000035;12;1600;1200;930;45;416.815;GERB--1613_1600_1200;100;none;P252051301_0-P252051301_1-P252051301_2-P252051311_0-P252051311_1-P251051311_0-P251051311_1-P251051311_2-P251051311_3-P250051311_0-P250051311_1-P250051311_2;0-0-0-0-0-70-70-70-70-140-140-140
0090017100_03072022000036;1;1206;1010;385;0;125.32;GERB--0528_1206_1010;100;none;P189051705_0-P189051705_1-P189051705_2;0-0-0
0090017100_03072022000037;1;1800;1200;2950;45;287.0;GERB--0088_1800_1200;100;none;P251157701_0-P251157701_1-P251157701_2-P250157703_0-P250157703_1-P250157703_2-P249157701_0-P249157701_1-P249157701_2;0-0-0-110-110-110-220-220-220
0090017100_03072022000038;1;1206;1010;1085;0;140.75;GERB--0528_1206_1010;100;none;P245155109_0-P245155109_1-P245155109_2;0-0-0
0090017100_03072022000039;2;1200;1000;930;45;422.5;GERB--1213_1200_1000;100;none;P230051703_0-P230051703_1-P228051701_0-P228051701_1-P228051701_2;0-0-160-160-160
0090017100_03072022000040;7;1220;1000;1350;20;514.0;GERB--1053_1220_1000;100;none;P237154601_0-P237154601_1-P236154601_0-P236154601_1;0-0-210-210
0090017100_03072022000041;13;1200;1000;750;45;161.29;GERB--1213_1200_1000;100;none;P206156441_0-P206156441_1-P201156443_0-P201156443_1-P201156443_2;0-0-150-150-150
