ID;Nbr;Length;Width;Height;NestedHeight;Weight;SC;MaxStackability;Orientation;ListOfTrucks;ListOfInventoryCosts
0090018000_28022023000001;1;1600;1200;975;45;190.0;GERB--1613_1600_1200;100;none;P115730501_0-P115730501_1-P115730503_0-P115730503_1-P115730505_0-P115730505_1-P114730501_0-P114730501_1-P114730503_0-P114730507_0-P114730507_1-P110730503_0-P110730503_1-P110730505_0-P110730505_1;0-0-0-0-0-0-25-25-25-25-25-125-125-125-125
0090018000_28022023000002;1;1200;1000;359;0;50.6;GERB--3551_1200_1000;100;none;P122722401_0-P122722401_1-P122730301_0-P122730301_1-P122730303_0-P122730303_1-P118730301_0-P118730301_1-P118730305_0-P118730305_1;0-0-0-0-0-0-1200-1200-1200-1200
0090018000_28022023000003;1;1200;1000;1057;0;101.55;GERB--3551_1200_1000;100;none;P104730301_0-P104730301_1-P104730301_2-P103730301_0-P103730301_1-P103730301_2-P103730305_0-P103730305_1;0-0-0-10-10-10-10-10
0090018000_28022023000004;1;1200;1000;930;45;413.58;GERB--1213_1200_1000;100;none;P101721701_0-P101721701_1-P100731001_0-P100731001_1-P100731005_0-P100731005_1-P100731005_2;0-0-25-25-25-25-25
0090018000_28022023000005;1;1200;1000;750;45;106.03;GERB--1213_1200_1000;100;none;P088730301_0-P088730301_1-P088730301_2-P088730305_0-P088730305_1-P087722401_0-P087722401_1-P087722401_2-P087730301_0-P087730301_1-P087730303_0-P087730303_1;0-0-0-0-0-5-5-5-5-5-5-5
0090018000_28022023000006;2;1600;1200;975;45;178.6;GERB--1613_1600_1200;100;none;P073730501_0-P073730501_1-P073730505_0-P073730505_1-P072730501_0-P072730501_1-P072730503_0-P072730507_0-P072730507_1-P069730501_0-P069730501_1;0-0-0-0-10-10-10-10-10-40-40
0090018000_28022023000007;1;1600;1200;930;45;370.78;GERB--1613_1600_1200;100;none;P114731001_0-P114731001_1-P114731005_0-P114731005_1-P114731005_2-P110721701_0-P110721701_1-P110721701_2-P110731001_0-P110731001_1;0-0-0-0-0-120-120-120-120-120
0090018000_28022023000008;4;1600;1200;930;45;174.305;GERB--1613_1600_1200;100;none;P108721901_0-P108721901_1-P108730401_0-P108730401_1-P107730401_0-P107730401_1-P107730403_0-P107730403_1-P107730405_0-P107730405_1-P107730407_0-P107730407_1-P104721903_0-P104721903_1-P104730401_0-P104730401_1-P104730403_0-P104730403_1-P104730405_0-P104730405_1-P104730407_0;0-0-0-0-10-10-10-10-10-10-10-10-40-40-40-40-40-40-40-40-40
0090018000_28022023000009;1;1200;1000;1155;0;109.48;GERB--3551_1200_1000;100;none;P093730113_0-P093730113_1-P090730105_0-P090730105_1;0-0-60-60
0090018000_28022023000010;1;1200;1000;758;0;127.4;GERB--3551_1200_1000;100;none;P118730401_0-P118730401_1-P117721401_0-P117721401_1-P117730401_0-P117730401_1-P117730403_0-P117730403_1-P117730405_0-P117730405_1-P117730407_0-P116730401_0-P116730401_1-P116730403_0-P116730403_1-P116730405_0-P116730405_1-P116730407_0-P116730407_1;0-0-40-40-40-40-40-40-40-40-40-80-80-80-80-80-80-80-80
0090018000_28022023000011;1;1600;1200;975;45;460.0;GERB--1613_1600_1200;100;none;P095730503_0-P095730503_1-P094730501_0-P094730501_1-P094730503_0-P094730503_1-P094730505_0-P094730505_1-P093730501_0-P093730501_1-P093730503_0-P093730507_0-P093730507_1;0-0-25-25-25-25-25-25-50-50-50-50-50
0090018000_28022023000012;2;1200;1000;930;45;291.48;GERB--1213_1200_1000;100;none;P083721701_0-P083721701_1-P083721701_2-P083731005_0-P083731005_1-P082721701_0-P082721701_1-P082731001_0-P082731001_1;0-0-0-0-0-20-20-20-20
0090018000_28022023000013;1;1600;1200;930;45;781.25;GERB--1613_1600_1200;100;none;P069721701_0-P069721701_1-P069731001_0-P069731001_1-P069731005_0-P069731005_1-P068721701_0-P068721701_1-P068731001_0-P068731001_1;0-0-0-0-0-0-80-80-80-80
