ID;Nbr;Length;Width;Height;NestedHeight;Weight;SC;MaxStackability;Orientation;ListOfTrucks;ListOfInventoryCosts
0090016900_03072022000001;17;2350;1320;1000;45;871.12;GERB--1533_2350_1320;100;none;P194066503_0-P194066503_1-P194066503_2-P194066505_0-P194066505_1-P193066501_0-P193066501_1-P193066505_0-P193066505_1-P192066505_0-P192066505_1-P192066505_2;0-0-0-0-0-720-720-720-720-1440-1440-1440
0090016900_03072022000002;2;780;570;478;47;75.6;GERB--3195_780_570;4;widthwise;P208219503_0-P208219503_1-P207219503_0-P207219503_1-P206219501_0-P206219501_1-P206219501_2-P203219507_0-P203219507_1;0-0-60-60-120-120-120-300-300
0090016900_03072022000003;48;1600;1200;750;45;185.008;GERB--1613_1600_1200;100;none;P258062001_0-P258062001_1-P258062001_2-P257062001_0-P257062001_1-P257062001_2-P256062001_0-P256062001_1-P256062001_2;0-0-0-570-570-570-1140-1140-1140
0090016900_03072022000004;1;1206;1010;1185;0;636.9;GERB--0528_1206_1010;100;none;P255224901_0-P255224901_1-P255224901_2;0-0-0
0090016900_03072022000005;18;1600;1200;870;45;608.6;GERB--0211_1600_1200;100;none;P258240603_0-P258240603_1;0-0
0090016900_03072022000006;1;1206;1010;1185;0;411.3;GERB--0528_1206_1010;100;none;P241161503_0-P241161503_1;0-0
0090016900_03072022000007;11;2350;1320;1000;45;865.1;GERB--1533_2350_1320;100;none;P196066505_0-P196066505_1-P194066503_0-P194066503_1-P194066503_2-P194066505_0-P194066505_1-P193066501_0-P193066501_1-P193066505_0-P193066505_1;0-0-1440-1440-1440-1440-1440-2160-2160-2160-2160
0090016900_03072022000008;2;1200;1000;750;45;683.48;GERB--1213_1200_1000;100;none;P243356041_0-P243356041_1-P241356043_0-P241356043_1;0-0-360-360
0090016900_03072022000009;1;1206;1010;1151;0;116.616;GERB--0528_1206_1010;100;none;P257066705_0-P257066705_1-P256066705_0-P256066705_1-P255066705_0-P255066705_1-P252066705_0-P252066705_1;0-0-150-150-300-300-750-750
0090016900_03072022000010;1;1200;1000;345;0;23.43;GERB--3551_1200_1000;100;none;P266241201_0-P266241201_1-P265241203_0-P265241203_1-P265241203_2;0-0-1710-1710-1710
0090016900_03072022000011;5;780;570;478;47;103.5;GERB--3195_780_570;4;widthwise;P248064901_0-P248064901_1-P248064901_2-P245064903_0-P245064903_1-P244064905_0-P244064905_1-P243064903_0-P243064903_1;0-0-0-180-180-240-240-300-300
0090016900_03072022000012;1;1170;1000;760;30;306.68;GERB--0003_1170_1000;3;none;P252066503_0-P252066503_1-P252066505_0-P252066505_1-P251066503_0-P251066503_1-P251066505_0-P251066505_1-P250066503_0-P250066503_1-P250066503_2-P250066505_0-P250066505_1-P249066505_0-P249066505_1;0-0-0-0-180-180-180-180-360-360-360-360-360-540-540
