ID;Nbr;Length;Width;Height;NestedHeight;Weight;SC;MaxStackability;Orientation;ListOfTrucks;ListOfInventoryCosts
0090038300_03072022000001;1;1206;1010;485;0;89.64;GERB--0528_1206_1010;100;none;P208380801_0-P208380801_1-P208380801_2-P208380803_0-P208380803_1-P208380803_2-P207380801_0-P207380801_1-P207380801_2-P207380803_0-P207380803_1-P207380803_2-P206380801_0-P206380801_1-P206380801_2-P206380803_0-P206380803_1-P206380803_2-P204380801_0-P204380801_1-P204380801_2-P204380803_0-P204380803_1-P204380803_2;0-0-0-0-0-0-510-510-510-510-510-510-1020-1020-1020-1020-1020-1020-2040-2040-2040-2040-2040-2040
0090038300_03072022000002;1;1206;1010;485;0;84.4;GERB--0528_1206_1010;100;none;P200383501_0-P200383501_1;0-0
0090038300_03072022000003;1;1206;1010;1255;0;88.68;GERB--0528_1206_1010;100;none;P207387001_0-P207387001_1-P207387001_2;0-0-0
0090038300_03072022000004;16;1200;1000;975;45;136.4;GERB--1213_1200_1000;100;none;P209381501_0-P209381501_1-P207381501_0-P207381501_1-P206381501_0-P206381501_1;0-0-60-60-90-90
0090038300_03072022000005;5;1600;1200;930;45;243.656;GERB--1613_1600_1200;100;none;P248381301_0-P248381301_1-P248381301_2-P245381301_0-P245381301_1-P245381301_2-P245381303_0-P245381303_1-P244381301_0-P244381301_1-P244381301_2;0-0-0-450-450-450-450-450-600-600-600
0090038300_03072022000006;1;1200;1000;975;45;208.2;GERB--1213_1200_1000;100;none;P236381301_0-P236381301_1;0-0
0090038300_03072022000007;1;1206;1010;787;0;81.584;GERB--0528_1206_1010;100;none;P209380801_0-P209380801_1-P209380801_2-P209380803_0-P209380803_1-P209380803_2-P208380801_0-P208380801_1-P208380801_2-P208380803_0-P208380803_1-P208380803_2-P207380801_0-P207380801_1-P207380801_2-P207380803_0-P207380803_1-P207380803_2-P206380801_0-P206380801_1-P206380801_2-P206380803_0-P206380803_1-P206380803_2;0-0-0-0-0-0-660-660-660-660-660-660-1320-1320-1320-1320-1320-1320-1980-1980-1980-1980-1980-1980
0090038300_03072022000008;1;1206;1010;785;0;139.0;GERB--0528_1206_1010;100;none;P238387103_0-P238387103_1-P238387103_2;0-0-0
0090038300_03072022000009;1;1600;1200;930;45;318.18;GERB--1613_1600_1200;100;none;P203381301_0-P203381301_1-P203381301_2-P203381303_0-P203381303_1-P202381301_0-P202381301_1-P202381301_2-P201381301_0-P201381301_1-P201381303_0-P201381303_1-P200381301_0-P200381301_1-P200381301_2;0-0-0-0-0-120-120-120-240-240-240-240-360-360-360
0090038300_03072022000010;1;1206;1010;485;0;49.82;GERB--0528_1206_1010;100;none;P218385703_0-P218385703_1-P216385703_0-P216385703_1-P216385703_2-P215385703_0-P215385703_1;0-0-540-540-540-810-810
0090038300_03072022000011;1;1200;1000;975;45;173.538;GERB--1213_1200_1000;100;none;P251381301_0-P251381301_1-P251381301_2-P250381301_0-P250381301_1-P250381301_2-P249381301_0-P249381301_1-P249381301_2-P248381301_0-P248381301_1-P248381301_2;0-0-0-120-120-120-240-240-240-360-360-360
0090038300_03072022000012;2;1206;1010;1085;0;231.95;GERB--0528_1206_1010;100;none;P200380801_0-P200380801_1-P200380801_2-P200380803_0-P200380803_1-P200380803_2-P199380801_0-P199380801_1-P199380801_2-P199380803_0-P199380803_1-P199380803_2;0-0-0-0-0-0-1620-1620-1620-1620-1620-1620
0090038300_03072022000013;1;1206;1010;787;0;48.44;GERB--0528_1206_1010;100;none;P250385801_0-P250385801_1-P250385801_2-P248385801_0-P248385801_1-P248385801_2;0-0-0-300-300-300
0090038300_03072022000014;5;1200;1000;975;45;637.24;GERB--1213_1200_1000;100;none;P244386201_0-P244386201_1-P244386201_2-P244386201_3-P242386201_0-P242386201_1-P242386201_2;0-0-0-0-1860-1860-1860
0090038300_03072022000015;1;1206;1010;485;0;80.775;GERB--0528_1206_1010;100;none;P251380801_0-P251380801_1-P251380801_2-P251380801_3-P250380801_0-P250380801_1-P250380801_2-P250380801_3-P250380801_4-P249380801_0-P249380801_1-P249380801_2-P249380801_3;0-0-0-0-810-810-810-810-810-1620-1620-1620-1620
0090038300_03072022000016;1;1206;1010;1089;0;153.203;GERB--0528_1206_1010;100;none;P209380803_0-P209380803_1-P209380803_2-P208380801_0-P208380801_1-P208380801_2-P208380803_0-P208380803_1-P208380803_2-P207380801_0-P207380801_1-P207380801_2-P207380803_0-P207380803_1-P207380803_2-P206380801_0-P206380801_1-P206380801_2-P206380803_0-P206380803_1-P206380803_2;0-0-0-480-480-480-480-480-480-960-960-960-960-960-960-1440-1440-1440-1440-1440-1440
0090038300_03072022000017;5;1200;1000;750;45;427.72;GERB--1213_1200_1000;100;none;P202368101_0-P202368101_1-P200368101_0-P200368101_1-P200368101_2;0-0-300-300-300
0090038300_03072022000018;1;1206;1010;1085;0;205.55;GERB--0528_1206_1010;100;none;P203382701_0-P203382701_1;0-0
0090038300_03072022000019;1;1206;1010;1085;0;130.58;GERB--0528_1206_1010;100;none;P201386501_0-P201386501_1-P199386501_0-P199386501_1-P199386501_2;0-0-300-300-300
0090038300_03072022000020;17;1600;1200;930;45;210.943;GERB--1613_1600_1200;100;none;P245386301_0-P245386301_1-P245386301_2-P244386301_0-P244386301_1-P244386301_2-P243386301_0-P243386301_1-P243386301_2-P242386301_0-P242386301_1-P242386301_2;0-0-0-120-120-120-240-240-240-360-360-360
0090038300_03072022000021;38;1358;1153;1340;45;432.24;GERB--7169_1358_1153;100;none;P202362101_0-P202362101_1-P202362101_2-P202362103_0-P202362103_1-P201362103_0-P201362103_1;0-0-0-0-0-210-210
0090038300_03072022000022;3;1200;980;1090;0;132.8;GERB--4333_1200_980;100;none;P200380901_0-P200380901_1-P200380901_2-P199380901_0-P199380901_1-P199380901_2;0-0-0-390-390-390
0090038300_03072022000023;3;1200;1000;975;45;140.0;GERB--1213_1200_1000;100;none;P249385901_0-P249385901_1-P249385901_2-P246385901_0-P246385901_1;0-0-0-900-900
0090038300_03072022000024;5;1200;1000;750;45;380.344;GERB--1213_1200_1000;100;none;P217368101_0-P217368101_1-P216368101_0-P216368101_1-P214368101_0-P214368101_1-P214368101_2;0-0-210-210-630-630-630
0090038300_03072022000025;9;1206;1010;1085;0;174.23;GERB--0528_1206_1010;100;none;P241361501_0-P241361501_1-P237361501_0-P237361501_1;0-0-2040-2040
0090038300_03072022000026;1;1206;1010;1181;0;271.4;GERB--0528_1206_1010;100;none;P241384701_0-P241384701_1-P238384701_0-P238384701_1-P238384701_2-P237384701_0-P237384701_1;0-0-1530-1530-1530-2040-2040
0090038300_03072022000027;1;1200;980;1090;0;109.6;GERB--4333_1200_980;100;none;P214380901_0-P214380901_1-P214380901_2-P214380901_3-P213380901_0-P213380901_1;0-0-0-0-210-210
0090038300_03072022000028;12;1200;1000;975;45;421.0;GERB--1213_1200_1000;2;none;P245362301_0-P245362301_1-P244362301_0-P244362301_1;0-0-210-210
0090038300_03072022000029;1;1200;1000;930;45;416.14;GERB--1213_1200_1000;100;none;P199381301_0-P199381301_1-P199381303_0-P199381303_1-P196381301_0-P196381301_1-P196381303_0;0-0-0-0-540-540-540
0090038300_03072022000030;1;1206;1010;385;0;77.58;GERB--0528_1206_1010;100;none;P207385901_0-P207385901_1-P207385901_2;0-0-0
0090038300_03072022000031;9;1200;1000;750;45;127.812;GERB--1213_1200_1000;100;none;P249384601_0-P249384601_1-P249384601_2-P248384601_0-P248384601_1-P248384601_2-P246384601_0-P246384601_1-P246384601_2-P245384601_0-P245384601_1-P245384601_2;0-0-0-90-90-90-270-270-270-360-360-360
0090038300_03072022000032;9;1206;1010;1089;0;143.132;GERB--0528_1206_1010;100;none;P245380801_0-P245380801_1-P245380801_2-P245380803_0-P245380803_1-P244380801_0-P244380801_1-P244380801_2-P244380803_0-P244380803_1-P244380803_2-P243380801_0-P243380801_1-P243380801_2-P243380803_0-P243380803_1-P243380803_2-P242380801_0-P242380801_1-P242380801_2-P242380803_0-P242380803_1-P242380803_2;0-0-0-0-0-480-480-480-480-480-480-960-960-960-960-960-960-1440-1440-1440-1440-1440-1440
0090038300_03072022000033;2;1206;1010;1089;0;148.028;GERB--0528_1206_1010;100;none;P203380803_0-P203380803_1-P203380803_2-P202380801_0-P202380801_1-P202380801_2-P202380803_0-P202380803_1-P202380803_2-P201380801_0-P201380801_1-P201380801_2-P201380803_0-P201380803_1-P201380803_2-P200380801_0-P200380801_1-P200380801_2-P200380803_0-P200380803_1-P200380803_2;0-0-0-480-480-480-480-480-480-960-960-960-960-960-960-1440-1440-1440-1440-1440-1440
0090038300_03072022000034;1;780;570;478;47;69.264;GERB--3195_780_570;4;widthwise;P216360501_0-P216360501_1-P216360501_2-P213360501_0-P213360501_1-P213360501_2;0-0-0-270-270-270
0090038300_03072022000035;4;1206;1010;1089;0;160.151;GERB--0528_1206_1010;100;none;P203380801_0-P203380801_1-P203380801_2-P203380803_0-P203380803_1-P203380803_2-P202380801_0-P202380801_1-P202380801_2-P202380803_0-P202380803_1-P202380803_2-P201380801_0-P201380801_1-P201380801_2-P201380803_0-P201380803_1-P201380803_2-P200380801_0-P200380801_1-P200380801_2-P200380803_0-P200380803_1-P200380803_2;0-0-0-0-0-0-480-480-480-480-480-480-960-960-960-960-960-960-1440-1440-1440-1440-1440-1440
0090038300_03072022000036;4;1200;1000;975;45;520.2;GERB--1213_1200_1000;2;none;P241361001_0-P241361001_1;0-0
