ID;Length;Width;Height;Weight;Density;ListOfItems;TruckCost
P062706801_0;14940;2500;2950;24000;1500;0090018000_28022023000326-0090018000_28022023004426-0090018000_28022023006735-0090018000_28022023007220-0090018000_28022023014536;1500.0
P062706801_1;14940;2500;2950;24000;1500;0090018000_28022023000326-0090018000_28022023004426-0090018000_28022023006735-0090018000_28022023007220-0090018000_28022023014536;1800.0
P062717001_0;14940;2500;2950;24000;1500;0090018000_28022023003943;1500.0
P062717001_1;14940;2500;2950;24000;1500;0090018000_28022023003943;1800.0
P062721701_0;14940;2500;2950;24000;1500;0090018000_28022023000102-0090018000_28022023000183-0090018000_28022023000273-0090018000_28022023000279-0090018000_28022023000284-0090018000_28022023000288-0090018000_28022023000415-0090018000_28022023000435-0090018000_28022023000523-0090018000_28022023000571-0090018000_28022023000602-0090018000_28022023000764-0090018000_28022023000957-0090018000_28022023001126-0090018000_28022023001133-0090018000_28022023001141-0090018000_28022023001227-0090018000_28022023001405-0090018000_28022023001437-0090018000_28022023001717-0090018000_28022023001740-0090018000_28022023001762-0090018000_28022023001792-0090018000_28022023001822-0090018000_28022023002068-0090018000_28022023002324-0090018000_28022023002354-0090018000_28022023002422-0090018000_28022023002502-0090018000_28022023002986-0090018000_28022023003055-0090018000_28022023003277-0090018000_28022023003489-0090018000_28022023003559-0090018000_28022023003656-0090018000_28022023003777-0090018000_28022023003783-0090018000_28022023003919-0090018000_28022023004122-0090018000_28022023004205-0090018000_28022023004292-0090018000_28022023004303-0090018000_28022023004335-0090018000_28022023004447-0090018000_28022023004472-0090018000_28022023004717-0090018000_28022023004801-0090018000_28022023004812-0090018000_28022023004854-0090018000_28022023005074-0090018000_28022023005102-0090018000_28022023005138-0090018000_28022023005238-0090018000_28022023005341-0090018000_28022023005412-0090018000_28022023005697-0090018000_28022023005799-0090018000_28022023006112-0090018000_28022023006365-0090018000_28022023006373-0090018000_28022023006386-0090018000_28022023006517-0090018000_28022023006582-0090018000_28022023006714-0090018000_28022023006716-0090018000_28022023006764-0090018000_28022023007199-0090018000_28022023007314-0090018000_28022023007475-0090018000_28022023007496-0090018000_28022023007696-0090018000_28022023007746-0090018000_28022023007862-0090018000_28022023007957-0090018000_28022023008023-0090018000_28022023008049-0090018000_28022023008096-0090018000_28022023008116-0090018000_28022023008211-0090018000_28022023008227-0090018000_28022023008261-0090018000_28022023008333-0090018000_28022023008341-0090018000_28022023008409-0090018000_28022023008524-0090018000_28022023008662-0090018000_28022023008860-0090018000_28022023008978-0090018000_28022023008989-0090018000_28022023009090-0090018000_28022023009194-0090018000_28022023009474-0090018000_28022023009491-0090018000_28022023009550-0090018000_28022023009759-0090018000_28022023009819-0090018000_28022023009830-0090018000_28022023009877-0090018000_28022023009882-0090018000_28022023010133-0090018000_28022023010156-0090018000_28022023010162-0090018000_28022023010381-0090018000_28022023010431-0090018000_28022023010507-0090018000_28022023010574-0090018000_28022023010733-0090018000_28022023010812-0090018000_28022023010897-0090018000_28022023010916-0090018000_28022023010920-0090018000_28022023011040-0090018000_28022023011140-0090018000_28022023011164-0090018000_28022023011445-0090018000_28022023011459-0090018000_28022023011475-0090018000_28022023011641-0090018000_28022023011698-0090018000_28022023011795-0090018000_28022023011822-0090018000_28022023012009-0090018000_28022023012219-0090018000_28022023012247-0090018000_28022023012428-0090018000_28022023012430-0090018000_28022023012441-0090018000_28022023012655-0090018000_28022023012789-0090018000_28022023012790-0090018000_28022023012793-0090018000_28022023012806-0090018000_28022023012912-0090018000_28022023013230-0090018000_28022023013305-0090018000_28022023013385-0090018000_28022023013498-0090018000_28022023013588-0090018000_28022023013984-0090018000_28022023014008-0090018000_28022023014426-0090018000_28022023014450-0090018000_28022023014619-0090018000_28022023014724-0090018000_28022023014853-0090018000_28022023014937-0090018000_28022023015007-0090018000_28022023015118-0090018000_28022023015240-0090018000_28022023015251;1500.0
P062721701_1;14940;2500;2950;24000;1500;0090018000_28022023000102-0090018000_28022023000183-0090018000_28022023000273-0090018000_28022023000279-0090018000_28022023000284-0090018000_28022023000288-0090018000_28022023000415-0090018000_28022023000435-0090018000_28022023000523-0090018000_28022023000571-0090018000_28022023000602-0090018000_28022023000764-0090018000_28022023000957-0090018000_28022023001126-0090018000_28022023001133-0090018000_28022023001141-0090018000_28022023001227-0090018000_28022023001405-0090018000_28022023001437-0090018000_28022023001717-0090018000_28022023001740-0090018000_28022023001762-0090018000_28022023001792-0090018000_28022023001822-0090018000_28022023002068-0090018000_28022023002324-0090018000_28022023002354-0090018000_28022023002422-0090018000_28022023002502-0090018000_28022023002986-0090018000_28022023003055-0090018000_28022023003277-0090018000_28022023003489-0090018000_28022023003559-0090018000_28022023003656-0090018000_28022023003777-0090018000_28022023003783-0090018000_28022023003919-0090018000_28022023004122-0090018000_28022023004205-0090018000_28022023004292-0090018000_28022023004303-0090018000_28022023004335-0090018000_28022023004447-0090018000_28022023004472-0090018000_28022023004717-0090018000_28022023004801-0090018000_28022023004812-0090018000_28022023004854-0090018000_28022023005074-0090018000_28022023005102-0090018000_28022023005138-0090018000_28022023005238-0090018000_28022023005341-0090018000_28022023005412-0090018000_28022023005697-0090018000_28022023005799-0090018000_28022023006112-0090018000_28022023006365-0090018000_28022023006373-0090018000_28022023006386-0090018000_28022023006517-0090018000_28022023006582-0090018000_28022023006714-0090018000_28022023006716-0090018000_28022023006764-0090018000_28022023007199-0090018000_28022023007314-0090018000_28022023007475-0090018000_28022023007496-0090018000_28022023007696-0090018000_28022023007746-0090018000_28022023007862-0090018000_28022023007957-0090018000_28022023008023-0090018000_28022023008049-0090018000_28022023008096-0090018000_28022023008116-0090018000_28022023008211-0090018000_28022023008227-0090018000_28022023008261-0090018000_28022023008333-0090018000_28022023008341-0090018000_28022023008409-0090018000_28022023008524-0090018000_28022023008662-0090018000_28022023008860-0090018000_28022023008978-0090018000_28022023008989-0090018000_28022023009090-0090018000_28022023009194-0090018000_28022023009474-0090018000_28022023009491-0090018000_28022023009550-0090018000_28022023009759-0090018000_28022023009819-0090018000_28022023009830-0090018000_28022023009877-0090018000_28022023009882-0090018000_28022023010133-0090018000_28022023010156-0090018000_28022023010162-0090018000_28022023010381-0090018000_28022023010431-0090018000_28022023010507-0090018000_28022023010574-0090018000_28022023010733-0090018000_28022023010812-0090018000_28022023010897-0090018000_28022023010916-0090018000_28022023010920-0090018000_28022023011040-0090018000_28022023011140-0090018000_28022023011164-0090018000_28022023011445-0090018000_28022023011459-0090018000_28022023011475-0090018000_28022023011641-0090018000_28022023011698-0090018000_28022023011795-0090018000_28022023011822-0090018000_28022023012009-0090018000_28022023012219-0090018000_28022023012247-0090018000_28022023012428-0090018000_28022023012430-0090018000_28022023012441-0090018000_28022023012655-0090018000_28022023012789-0090018000_28022023012790-0090018000_28022023012793-0090018000_28022023012806-0090018000_28022023012912-0090018000_28022023013230-0090018000_28022023013305-0090018000_28022023013385-0090018000_28022023013498-0090018000_28022023013588-0090018000_28022023013984-0090018000_28022023014008-0090018000_28022023014426-0090018000_28022023014450-0090018000_28022023014619-0090018000_28022023014724-0090018000_28022023014853-0090018000_28022023014937-0090018000_28022023015007-0090018000_28022023015118-0090018000_28022023015240-0090018000_28022023015251;1800.0
P062721701_2;14940;2500;2950;24000;1500;0090018000_28022023000102-0090018000_28022023000183-0090018000_28022023000273-0090018000_28022023000279-0090018000_28022023000284-0090018000_28022023000288-0090018000_28022023000415-0090018000_28022023000435-0090018000_28022023000523-0090018000_28022023000571-0090018000_28022023000602-0090018000_28022023000764-0090018000_28022023000957-0090018000_28022023001126-0090018000_28022023001133-0090018000_28022023001141-0090018000_28022023001227-0090018000_28022023001405-0090018000_28022023001437-0090018000_28022023001717-0090018000_28022023001740-0090018000_28022023001762-0090018000_28022023001792-0090018000_28022023001822-0090018000_28022023002068-0090018000_28022023002324-0090018000_28022023002354-0090018000_28022023002422-0090018000_28022023002502-0090018000_28022023002986-0090018000_28022023003055-0090018000_28022023003277-0090018000_28022023003489-0090018000_28022023003559-0090018000_28022023003656-0090018000_28022023003777-0090018000_28022023003783-0090018000_28022023003919-0090018000_28022023004122-0090018000_28022023004205-0090018000_28022023004292-0090018000_28022023004303-0090018000_28022023004335-0090018000_28022023004447-0090018000_28022023004472-0090018000_28022023004717-0090018000_28022023004801-0090018000_28022023004812-0090018000_28022023004854-0090018000_28022023005074-0090018000_28022023005102-0090018000_28022023005138-0090018000_28022023005238-0090018000_28022023005341-0090018000_28022023005412-0090018000_28022023005697-0090018000_28022023005799-0090018000_28022023006112-0090018000_28022023006365-0090018000_28022023006373-0090018000_28022023006386-0090018000_28022023006517-0090018000_28022023006582-0090018000_28022023006714-0090018000_28022023006716-0090018000_28022023006764-0090018000_28022023007199-0090018000_28022023007314-0090018000_28022023007475-0090018000_28022023007496-0090018000_28022023007696-0090018000_28022023007746-0090018000_28022023007862-0090018000_28022023007957-0090018000_28022023008023-0090018000_28022023008049-0090018000_28022023008096-0090018000_28022023008116-0090018000_28022023008211-0090018000_28022023008227-0090018000_28022023008261-0090018000_28022023008333-0090018000_28022023008341-0090018000_28022023008409-0090018000_28022023008524-0090018000_28022023008662-0090018000_28022023008860-0090018000_28022023008978-0090018000_28022023008989-0090018000_28022023009090-0090018000_28022023009194-0090018000_28022023009474-0090018000_28022023009491-0090018000_28022023009550-0090018000_28022023009759-0090018000_28022023009819-0090018000_28022023009830-0090018000_28022023009877-0090018000_28022023009882-0090018000_28022023010133-0090018000_28022023010156-0090018000_28022023010162-0090018000_28022023010381-0090018000_28022023010431-0090018000_28022023010507-0090018000_28022023010574-0090018000_28022023010733-0090018000_28022023010812-0090018000_28022023010897-0090018000_28022023010916-0090018000_28022023010920-0090018000_28022023011040-0090018000_28022023011140-0090018000_28022023011164-0090018000_28022023011445-0090018000_28022023011459-0090018000_28022023011475-0090018000_28022023011641-0090018000_28022023011698-0090018000_28022023011795-0090018000_28022023011822-0090018000_28022023012009-0090018000_28022023012219-0090018000_28022023012247-0090018000_28022023012428-0090018000_28022023012430-0090018000_28022023012441-0090018000_28022023012655-0090018000_28022023012789-0090018000_28022023012790-0090018000_28022023012793-0090018000_28022023012806-0090018000_28022023012912-0090018000_28022023013230-0090018000_28022023013305-0090018000_28022023013385-0090018000_28022023013498-0090018000_28022023013588-0090018000_28022023013984-0090018000_28022023014008-0090018000_28022023014426-0090018000_28022023014450-0090018000_28022023014619-0090018000_28022023014724-0090018000_28022023014853-0090018000_28022023014937-0090018000_28022023015007-0090018000_28022023015118-0090018000_28022023015240-0090018000_28022023015251;1800.0
P062721801_0;14940;2500;2950;24000;1500;0090018000_28022023001255-0090018000_28022023007451-0090018000_28022023009297-0090018000_28022023010267-0090018000_28022023011730-0090018000_28022023011848;1500.0
P062721801_1;14940;2500;2950;24000;1500;0090018000_28022023001255-0090018000_28022023007451-0090018000_28022023009297-0090018000_28022023010267-0090018000_28022023011730-0090018000_28022023011848;1800.0
P062721903_0;14940;2500;2950;24000;1500;0090018000_28022023000094-0090018000_28022023000455-0090018000_28022023000547-0090018000_28022023000917-0090018000_28022023001072-0090018000_28022023001101-0090018000_28022023001237-0090018000_28022023001544-0090018000_28022023001626-0090018000_28022023001802-0090018000_28022023001903-0090018000_28022023001963-0090018000_28022023001980-0090018000_28022023002109-0090018000_28022023002134-0090018000_28022023002545-0090018000_28022023002713-0090018000_28022023002783-0090018000_28022023003069-0090018000_28022023003225-0090018000_28022023003226-0090018000_28022023003290-0090018000_28022023004017-0090018000_28022023004062-0090018000_28022023004467-0090018000_28022023004608-0090018000_28022023004860-0090018000_28022023005037-0090018000_28022023005482-0090018000_28022023005556-0090018000_28022023005606-0090018000_28022023005687-0090018000_28022023005707-0090018000_28022023005726-0090018000_28022023005877-0090018000_28022023006470-0090018000_28022023006888-0090018000_28022023007004-0090018000_28022023007007-0090018000_28022023007140-0090018000_28022023007202-0090018000_28022023007598-0090018000_28022023007657-0090018000_28022023007796-0090018000_28022023008052-0090018000_28022023008108-0090018000_28022023008493-0090018000_28022023008510-0090018000_28022023008525-0090018000_28022023008811-0090018000_28022023008861-0090018000_28022023009343-0090018000_28022023009438-0090018000_28022023009489-0090018000_28022023009568-0090018000_28022023009599-0090018000_28022023009937-0090018000_28022023009952-0090018000_28022023010024-0090018000_28022023010114-0090018000_28022023010247-0090018000_28022023010615-0090018000_28022023010691-0090018000_28022023010925-0090018000_28022023011245-0090018000_28022023011375-0090018000_28022023011414-0090018000_28022023011428-0090018000_28022023011920-0090018000_28022023011981-0090018000_28022023012001-0090018000_28022023012051-0090018000_28022023012258-0090018000_28022023012322-0090018000_28022023012606-0090018000_28022023012616-0090018000_28022023012871-0090018000_28022023012953-0090018000_28022023013035-0090018000_28022023013072-0090018000_28022023013166-0090018000_28022023013196-0090018000_28022023013254-0090018000_28022023013879-0090018000_28022023013899-0090018000_28022023014139-0090018000_28022023014217-0090018000_28022023014261-0090018000_28022023014323-0090018000_28022023014589-0090018000_28022023014654;1500.0
