ID;Length;Width;Height;Weight;Density;ListOfItems;TruckCost
P306064203_0;13500;2440;3000;25000;1500;0090016900_26102022000074-0090016900_26102022000705-0090016900_26102022001824-0090016900_26102022002122-0090016900_26102022003008-0090016900_26102022003238-0090016900_26102022003683-0090016900_26102022008423-0090016900_26102022008950-0090016900_26102022012200;1500.0
P306064203_1;13500;2440;3000;25000;1500;0090016900_26102022000074-0090016900_26102022000705-0090016900_26102022001824-0090016900_26102022002122-0090016900_26102022003008-0090016900_26102022003238-0090016900_26102022003683-0090016900_26102022008423-0090016900_26102022008950-0090016900_26102022012200;1800.0
P306064203_2;13500;2440;3000;25000;1500;0090016900_26102022000074-0090016900_26102022000705-0090016900_26102022001824-0090016900_26102022002122-0090016900_26102022003008-0090016900_26102022003238-0090016900_26102022003683-0090016900_26102022008423-0090016900_26102022008950-0090016900_26102022012200;1800.0
P306065101_0;13500;2440;3000;25000;1500;0090016900_26102022000055-0090016900_26102022000489-0090016900_26102022000779-0090016900_26102022001002-0090016900_26102022001459-0090016900_26102022001997-0090016900_26102022002067-0090016900_26102022002308-0090016900_26102022002888-0090016900_26102022004000-0090016900_26102022004292-0090016900_26102022004393-0090016900_26102022004853-0090016900_26102022004854-0090016900_26102022005173-0090016900_26102022005939-0090016900_26102022005968-0090016900_26102022006134-0090016900_26102022007289-0090016900_26102022007317-0090016900_26102022008294-0090016900_26102022009020-0090016900_26102022009369-0090016900_26102022009744-0090016900_26102022010048-0090016900_26102022010168-0090016900_26102022010531-0090016900_26102022010565-0090016900_26102022010964-0090016900_26102022011121-0090016900_26102022011177-0090016900_26102022012163-0090016900_26102022012191-0090016900_26102022012215-0090016900_26102022012220-0090016900_26102022012444-0090016900_26102022012584-0090016900_26102022012881-0090016900_26102022013094-0090016900_26102022013562;1500.0
P306065101_1;13500;2440;3000;25000;1500;0090016900_26102022000055-0090016900_26102022000489-0090016900_26102022000779-0090016900_26102022001002-0090016900_26102022001459-0090016900_26102022001997-0090016900_26102022002067-0090016900_26102022002308-0090016900_26102022002888-0090016900_26102022004000-0090016900_26102022004292-0090016900_26102022004393-0090016900_26102022004853-0090016900_26102022004854-0090016900_26102022005173-0090016900_26102022005939-0090016900_26102022005968-0090016900_26102022006134-0090016900_26102022007289-0090016900_26102022007317-0090016900_26102022008294-0090016900_26102022009020-0090016900_26102022009369-0090016900_26102022009744-0090016900_26102022010048-0090016900_26102022010168-0090016900_26102022010531-0090016900_26102022010565-0090016900_26102022010964-0090016900_26102022011121-0090016900_26102022011177-0090016900_26102022012163-0090016900_26102022012191-0090016900_26102022012215-0090016900_26102022012220-0090016900_26102022012444-0090016900_26102022012584-0090016900_26102022012881-0090016900_26102022013094-0090016900_26102022013562;1800.0
P307061001_0;13500;2440;3000;25000;1500;0090016900_26102022002652-0090016900_26102022006341-0090016900_26102022007613;1500.0
P307061001_1;13500;2440;3000;25000;1500;0090016900_26102022002652-0090016900_26102022006341-0090016900_26102022007613;1800.0
P307062641_0;13500;2440;3000;25000;1500;0090016900_26102022000339-0090016900_26102022000837-0090016900_26102022001072-0090016900_26102022002436-0090016900_26102022003042-0090016900_26102022003089-0090016900_26102022003260-0090016900_26102022003670-0090016900_26102022004622-0090016900_26102022004850-0090016900_26102022005101-0090016900_26102022005158-0090016900_26102022005611-0090016900_26102022006656-0090016900_26102022007150-0090016900_26102022007335-0090016900_26102022007635-0090016900_26102022008040-0090016900_26102022008532-0090016900_26102022009995-0090016900_26102022010450-0090016900_26102022010579-0090016900_26102022010810-0090016900_26102022010907-0090016900_26102022011105-0090016900_26102022011242-0090016900_26102022011282-0090016900_26102022012122-0090016900_26102022012133-0090016900_26102022012471-0090016900_26102022012694;1500.0
P307062641_1;13500;2440;3000;25000;1500;0090016900_26102022000339-0090016900_26102022000837-0090016900_26102022001072-0090016900_26102022002436-0090016900_26102022003042-0090016900_26102022003089-0090016900_26102022003260-0090016900_26102022003670-0090016900_26102022004622-0090016900_26102022004850-0090016900_26102022005101-0090016900_26102022005158-0090016900_26102022005611-0090016900_26102022006656-0090016900_26102022007150-0090016900_26102022007335-0090016900_26102022007635-0090016900_26102022008040-0090016900_26102022008532-0090016900_26102022009995-0090016900_26102022010450-0090016900_26102022010579-0090016900_26102022010810-0090016900_26102022010907-0090016900_26102022011105-0090016900_26102022011242-0090016900_26102022011282-0090016900_26102022012122-0090016900_26102022012133-0090016900_26102022012471-0090016900_26102022012694;1800.0
P307062641_2;13500;2440;3000;25000;1500;0090016900_26102022000339-0090016900_26102022000837-0090016900_26102022001072-0090016900_26102022002436-0090016900_26102022003042-0090016900_26102022003089-0090016900_26102022003260-0090016900_26102022003670-0090016900_26102022004622-0090016900_26102022004850-0090016900_26102022005101-0090016900_26102022005158-0090016900_26102022005611-0090016900_26102022006656-0090016900_26102022007150-0090016900_26102022007335-0090016900_26102022007635-0090016900_26102022008040-0090016900_26102022008532-0090016900_26102022009995-0090016900_26102022010450-0090016900_26102022010579-0090016900_26102022010810-0090016900_26102022010907-0090016900_26102022011105-0090016900_26102022011242-0090016900_26102022011282-0090016900_26102022012122-0090016900_26102022012133-0090016900_26102022012471-0090016900_26102022012694;1800.0
