ID;Nbr;Length;Width;Height;NestedHeight;Weight;SC;MaxStackability;Orientation;ListOfTrucks;ListOfInventoryCosts
0090016900_26102022000001;1;1200;1000;750;45;391.0;GERB--1213_1200_1000;100;none;P321064905_0-P321064905_1-P320064903_0-P320064903_1-P319064903_0-P319064903_1-P319064903_2-P318064901_0-P318064901_1-P314064905_0-P314064905_1-P314064905_2-P313064903_0-P313064903_1-P313064903_2;0-0-30-30-60-60-60-90-90-210-210-210-240-240-240
0090016900_26102022000002;1;1206;1010;1085;0;140.81;GERB--0528_1206_1010;100;none;P346340441_0-P346340441_1-P343340441_0-P343340441_1-P341340441_0-P341340441_1-P341340441_2;0-0-255-255-425-425-425
0090016900_26102022000003;1;1206;1010;1151;0;136.968;GERB--0528_1206_1010;100;none;P329066703_0-P329066703_1-P329066703_2-P328066701_0-P328066701_1-P327066701_0-P327066701_1-P326066701_0-P326066701_1;0-0-0-35-35-70-70-105-105
0090016900_26102022000004;8;1200;1000;975;45;147.128;GERB--1213_1200_1000;100;none;P318215303_0-P318215303_1-P318215305_0-P318215305_1-P314215303_0-P314215303_1-P314215303_2-P314215305_0-P314215305_1-P313215303_0-P313215303_1-P313215305_0-P313215305_1-P313215307_0-P313215307_1-P312215303_0-P312215303_1-P312215305_0-P312215305_1-P312215307_0-P312215307_1;0-0-0-0-80-80-80-80-80-100-100-100-100-100-100-120-120-120-120-120-120
0090016900_26102022000005;6;1200;1000;930;45;210.4;GERB--1213_1200_1000;100;none;P312066801_0-P312066801_1-P312066801_2-P308066803_0-P308066803_1-P307066805_0-P307066805_1;0-0-0-40-40-50-50
0090016900_26102022000006;35;780;570;478;47;56.1;GERB--3195_780_570;4;widthwise;P313359403_0-P313359403_1-P313359403_2-P313359403_3-P312359401_0-P312359401_1;0-0-0-0-5-5
0090016900_26102022000007;6;1200;1000;750;45;292.36;GERB--1213_1200_1000;2;none;P350218601_0-P350218601_1-P348218601_0-P348218601_1-P348218601_2;0-0-40-40-40
0090016900_26102022000008;10;1600;1200;930;45;660.88;GERB--1613_1600_1200;100;none;P312218605_0-P312218605_1-P311218601_0-P311218601_1-P311218601_2;0-0-60-60-60
0090016900_26102022000009;9;1200;1000;975;45;204.6;GERB--1213_1200_1000;100;none;P346244307_0-P346244307_1-P342244303_0-P342244303_1-P342244303_2-P340244305_0-P340244305_1-P339244307_0-P339244307_1;0-0-200-200-200-300-300-350-350
0090016900_26102022000010;16;1600;1200;750;45;351.09;GERB--1613_1600_1200;100;none;P347162043_0-P347162043_1-P347162043_2-P346162041_0-P346162041_1-P346162041_2-P343162043_0-P343162043_1-P343162043_2-P342162043_0-P342162043_1-P342162043_2;0-0-0-30-30-30-120-120-120-150-150-150
0090016900_26102022000011;1;780;570;478;47;388.2;GERB--3195_780_570;4;widthwise;P336356041_0-P336356041_1-P334356041_0-P334356041_1-P334356041_2-P332356043_0-P332356043_1-P332356043_2;0-0-50-50-50-100-100-100
0090016900_26102022000012;4;1200;1000;930;45;352.0;GERB--1213_1200_1000;100;none;P326219503_0-P326219503_1-P325219501_0-P325219501_1-P325219501_2-P322219507_0-P322219507_1-P321219503_0-P321219503_1;0-0-30-30-30-120-120-150-150
0090016900_26102022000013;6;1200;1000;975;45;175.104;GERB--1213_1200_1000;100;none;P329340441_0-P329340441_1-P327340441_0-P327340441_1-P327340441_2-P326340441_0-P326340441_1;0-0-30-30-30-45-45
0090016900_26102022000014;47;1200;1000;975;45;324.25;GERB--1213_1200_1000;100;none;P325064801_0-P325064801_1-P321064803_0-P321064803_1;0-0-200-200
0090016900_26102022000015;2;1600;1200;930;45;236.824;GERB--1613_1600_1200;100;none;P333219503_0-P333219503_1-P332219501_0-P332219501_1-P332219501_2-P329219507_0-P329219507_1-P328219503_0-P328219503_1;0-0-35-35-35-140-140-175-175
0090016900_26102022000016;2;1900;1200;1380;45;272.5;GERB--1390_1900_1200;100;none;P314066401_0-P314066401_1-P314066401_2-P313066401_0-P313066401_1-P313066401_2-P313066405_0-P313066405_1-P312066401_0-P312066401_1-P312066401_2-P311066405_0-P311066405_1-P311066405_2;0-0-0-10-10-10-10-10-20-20-20-30-30-30
0090016900_26102022000017;18;1600;1200;930;45;380.5;GERB--1613_1600_1200;100;none;P339162703_0-P339162703_1-P339162703_2-P335162703_0-P335162703_1;0-0-0-120-120
0090016900_26102022000018;2;1600;1200;750;45;662.78;GERB--1613_1600_1200;100;none;P314162043_0-P314162043_1-P314162043_2-P312162043_0-P312162043_1-P312162043_2;0-0-0-80-80-80
0090016900_26102022000019;9;1200;1000;975;45;313.5;GERB--1213_1200_1000;100;none;P346340441_0-P346340441_1-P343340441_0-P343340441_1-P341340441_0-P341340441_1-P341340441_2;0-0-180-180-300-300-300
0090016900_26102022000020;2;1550;750;1120;45;924.4;GERB--1414_1550_750;100;none;P346255301_0-P346255301_1-P343255301_0-P343255301_1-P342255301_0-P342255301_1-P341255301_0-P341255301_1;0-0-195-195-260-260-325-325
0090016900_26102022000021;3;1206;1010;1181;0;303.0;GERB--0528_1206_1010;100;none;P326243001_0-P326243001_1-P322243001_0-P322243001_1-P319243001_0-P319243001_1;0-0-120-120-210-210
0090016900_26102022000022;1;1206;1010;585;0;362.4;GERB--0528_1206_1010;100;none;P343219507_0-P343219507_1-P342219503_0-P342219503_1-P341219503_0-P341219503_1-P340219503_0-P340219503_1;0-0-300-300-600-600-900-900
0090016900_26102022000023;8;1200;1000;750;45;405.16;GERB--1213_1200_1000;2;none;P321160641_0-P321160641_1-P321160641_2-P318160641_0-P318160641_1-P318160641_2;0-0-0-315-315-315
0090016900_26102022000024;1;1206;1010;385;0;142.4;GERB--0528_1206_1010;100;none;P320356041_0-P320356041_1-P320356041_2-P318356043_0-P318356043_1-P318356043_2-P313356041_0-P313356041_1-P313356041_2;0-0-0-180-180-180-630-630-630
0090016900_26102022000025;5;780;570;478;47;146.16;GERB--3195_780_570;4;widthwise;P332162041_0-P332162041_1-P332162041_2-P329162043_0-P329162043_1-P329162043_2-P328162043_0-P328162043_1-P328162043_2-P327162041_0-P327162041_1-P327162041_2;0-0-0-45-45-45-60-60-60-75-75-75
0090016900_26102022000026;3;1200;1000;930;45;329.5;GERB--1213_1200_1000;100;none;P322219507_0-P322219507_1-P321219503_0-P321219503_1-P320219503_0-P320219503_1-P319219503_0-P319219503_1;0-0-30-30-60-60-90-90
0090016900_26102022000027;21;1200;1000;975;45;213.075;GERB--1213_1200_1000;100;none;P325161501_0-P325161501_1-P325161501_2-P321161503_0-P321161503_1-P318161501_0-P318161501_1-P318161501_2;0-0-0-100-100-175-175-175
0090016900_26102022000028;1;1206;1010;1093;0;145.58;GERB--0528_1206_1010;100;none;P346220701_0-P346220701_1-P342220701_0-P342220701_1-P339220701_0-P339220701_1;0-0-360-360-630-630
0090016900_26102022000029;1;1200;1000;975;45;192.92;GERB--1213_1200_1000;100;none;P319219205_0-P319219205_1-P318219241_0-P318219241_1-P318219241_2-P314219243_0-P314219243_1-P313219205_0-P313219205_1;0-0-30-30-30-150-150-180-180
0090016900_26102022000030;8;1600;1200;930;45;280.82;GERB--1613_1600_1200;100;none;P313064903_0-P313064903_1-P313064903_2-P312064903_0-P312064903_1-P311064901_0-P311064901_1-P308064903_0-P308064903_1-P308064903_2-P307064905_0-P307064905_1;0-0-0-25-25-50-50-125-125-125-150-150
