ID;Nbr;Length;Width;Height;NestedHeight;Weight;SC;MaxStackability;Orientation;ListOfTrucks;ListOfInventoryCosts
0090016200_03072022000001;3;1206;1010;1185;0;228.9;GERB--0528_1206_1010;100;none;P250137003_0-P250137003_1-P248137001_0-P248137001_1-P245137001_0-P245137001_1;0-0-600-600-1500-1500
0090016200_03072022000002;3;1900;1200;750;45;793.144;GERB--0109_1900_1200;100;none;P255355703_0-P255355703_1-P251355703_0-P251355703_1-P251355703_2-P251355703_3;0-0-1800-1800-1800-1800
0090016200_03072022000003;1;1206;1010;485;0;45.838;GERB--0528_1206_1010;100;none;P252038701_0-P252038701_1-P252038701_2-P251038701_0-P251038701_1-P251038701_2-P250038701_0-P250038701_1-P250038701_2;0-0-0-180-180-180-360-360-360
0090016200_03072022000004;1;1206;1010;285;0;50.7;GERB--0528_1206_1010;100;none;P194038701_0-P194038701_1-P193038701_0-P193038701_1-P193038701_2;0-0-2070-2070-2070
0090016200_03072022000005;4;1200;1000;975;45;329.68;GERB--1213_1200_1000;100;none;P200038501_0-P200038501_1-P199038501_0-P199038501_1-P199038501_2;0-0-540-540-540
0090016200_03072022000006;12;1600;1200;750;45;206.51;GERB--1613_1600_1200;100;none;P203031101_0-P203031101_1-P203031101_2-P201031101_0-P201031101_1;0-0-0-420-420
0090016200_03072022000007;4;2400;1200;975;45;338.32;GERB--0059_2400_1200;100;none;P192034301_0-P192034301_1-P192034303_0-P192034303_1-P190034351_0-P190034351_1-P190034353_0-P190034353_1-P189034301_0-P189034301_1-P189034301_2;0-0-0-0-180-180-180-180-270-270-270
0090016200_03072022000008;1;1206;1010;1185;0;292.4;GERB--0528_1206_1010;100;none;P252228001_0-P252228001_1-P252228001_2-P249228001_0-P249228001_1-P249228001_2;0-0-0-1440-1440-1440
0090016200_03072022000009;2;1200;1000;975;45;142.56;GERB--1213_1200_1000;100;none;P203037603_0-P203037603_1-P203037603_2-P201037601_0-P201037601_1-P201037601_2;0-0-0-240-240-240
0090016200_03072022000010;5;1200;1000;750;45;218.36;GERB--1213_1200_1000;100;none;P249139501_0-P249139501_1-P249139501_2-P248139501_0-P248139501_1-P248139501_2-P248139501_3-P245139503_0-P245139503_1-P245139503_2-P244139503_0-P244139503_1-P244139503_2;0-0-0-150-150-150-150-600-600-600-750-750-750
0090016200_03072022000011;5;1600;1200;750;45;220.32;GERB--1613_1600_1200;100;none;P202037401_0-P202037401_1-P202037401_2-P201037401_0-P201037401_1-P200037401_0-P200037401_1-P200037401_2;0-0-0-180-180-360-360-360
0090016200_03072022000012;1;1206;1010;285;0;32.93;GERB--0528_1206_1010;100;none;P189037301_0-P189037301_1;0-0
0090016200_03072022000013;5;1675;1200;1493;45;787.2;GERB--0577_1675_1200;100;none;P208210301_0-P208210301_1-P207210301_0-P207210301_1-P207210305_0;0-0-2220-2220-2220
0090016200_03072022000014;4;1200;1000;750;45;214.62;GERB--1213_1200_1000;100;none;P251220603_0-P251220603_1-P251220603_2-P251220603_3-P251220603_4-P251220603_5-P250220603_0-P250220603_1-P250220603_2-P250220603_3-P250220603_4-P249220603_0-P249220603_1-P249220603_2-P249220603_3-P249220603_4-P249220603_5-P249220603_6;0-0-0-0-0-0-180-180-180-180-180-360-360-360-360-360-360-360
0090016200_03072022000015;2;1200;1000;975;45;142.2;GERB--1213_1200_1000;100;none;P252037603_0-P252037603_1-P250037601_0-P250037601_1-P250037601_2;0-0-120-120-120
0090016200_03072022000016;1;1206;1010;1185;0;373.65;GERB--0528_1206_1010;100;none;P203037301_0-P203037301_1-P203037301_2-P201037303_0-P201037303_1-P201037303_2-P200037301_0-P200037301_1;0-0-0-600-600-600-900-900
0090016200_03072022000017;1;1206;1010;485;0;52.44;GERB--0528_1206_1010;100;none;P238131101_0-P238131101_1-P236131103_0-P236131103_1-P236131103_2-P234131101_0-P234131101_1-P234131101_2;0-0-480-480-480-960-960-960
0090016200_03072022000018;3;780;570;478;47;113.52;GERB--3195_780_570;4;widthwise;P238037301_0-P238037301_1-P236037303_0-P236037303_1-P236037303_2-P235037301_0-P235037301_1;0-0-180-180-180-270-270
0090016200_03072022000019;11;1600;1200;1250;45;186.356;GERB--1612_1600_1200;100;none;P245037701_0-P245037701_1-P245037709_0-P245037709_1-P244037701_0-P244037701_1-P244037705_0-P244037705_1-P244037705_2;0-0-0-0-90-90-90-90-90
0090016200_03072022000020;9;1600;1200;930;45;285.1;GERB--1613_1600_1200;100;none;P245228301_0-P245228301_1-P243228301_0-P243228301_1-P243228301_2;0-0-300-300-300
0090016200_03072022000021;2;1200;1000;975;45;337.32;GERB--1213_1200_1000;100;none;P189137105_0-P189137105_1-P189137105_2-P189137105_3-P189137105_4;0-0-0-0-0
0090016200_03072022000022;3;1200;1000;975;45;314.76;GERB--1213_1200_1000;100;none;P189037401_0-P189037401_1-P189037401_2;0-0-0
0090016200_03072022000023;1;1206;1010;785;0;105.85;GERB--0528_1206_1010;100;none;P193356101_0-P193356101_1;0-0
0090016200_03072022000024;1;1206;1010;1321;0;138.74;GERB--0528_1206_1010;100;none;P199131101_0-P199131101_1-P199131101_2;0-0-0
0090016200_03072022000025;1;1200;1000;840;35;327.85;GERB--1213_1200_1000;100;none;P236211101_0-P236211101_1-P236211101_2-P235211101_0-P235211101_1-P231211101_0-P231211101_1;0-0-0-330-330-1650-1650
0090016200_03072022000026;4;780;570;478;47;106.0;GERB--3195_780_570;4;widthwise;P252137703_0-P252137703_1-P252137703_2;0-0-0
0090016200_03072022000027;1;1200;1000;930;45;124.24;GERB--1213_1200_1000;100;none;P199037003_0-P199037003_1-P196037001_0-P196037001_1-P194037003_0-P194037003_1-P194037003_2;0-0-540-540-900-900-900
0090016200_03072022000028;7;1600;1200;930;45;214.24;GERB--1613_1600_1200;100;none;P255209705_0-P255209705_1-P255209705_2-P251209707_0-P251209707_1-P251209707_2-P249209701_0-P249209701_1-P248209705_0-P248209705_1;0-0-0-600-600-600-900-900-1050-1050
0090016200_03072022000029;11;1675;1200;1493;45;787.2;GERB--0577_1675_1200;100;none;P241210303_0-P241210303_1;0-0
0090016200_03072022000030;4;1206;1010;1085;0;129.05;GERB--0528_1206_1010;100;none;P252211101_0-P252211101_1-P252211101_2-P250211101_0-P250211101_1-P250211101_2-P249211101_0-P249211101_1;0-0-0-1140-1140-1140-1710-1710
0090016200_03072022000031;4;1675;1200;1493;45;787.2;GERB--0577_1675_1200;100;none;P199210303_0-P199210303_1;0-0
0090016200_03072022000032;1;1200;1000;975;45;141.0;GERB--1213_1200_1000;100;none;P207211101_0-P207211101_1-P203211101_0-P203211101_1-P203211101_2-P201211101_0-P201211101_1-P201211101_2-P200211101_0-P200211101_1;0-0-1200-1200-1200-1800-1800-1800-2100-2100
0090016200_03072022000033;1;1200;1000;930;45;124.24;GERB--1213_1200_1000;100;none;P193037001_0-P193037001_1-P193037001_2-P192037003_0-P192037003_1-P192037003_2-P190037051_0-P190037051_1-P190037051_2;0-0-0-180-180-180-540-540-540
0090016200_03072022000034;1;1200;1000;975;45;142.236;GERB--1213_1200_1000;100;none;P208039101_0-P208039101_1-P206039101_0-P206039101_1;0-0-120-120
0090016200_03072022000035;3;1200;1000;975;45;138.06;GERB--1213_1200_1000;100;none;P251033101_0-P251033101_1-P251033101_2-P250033101_0-P250033101_1-P250033101_2-P249033101_0-P249033101_1-P249033101_2;0-0-0-60-60-60-120-120-120
0090016200_03072022000036;15;2400;1500;1520;45;390.764;GERB--1611_2400_1500;100;none;P245228401_0-P245228401_1-P245228403_0-P245228403_1-P244228401_0-P244228401_1-P244228403_0-P244228403_1;0-0-0-0-510-510-510-510
0090016200_03072022000037;1;1600;1200;930;45;338.704;GERB--1613_1600_1200;100;none;P243221501_0-P243221501_1-P243221501_2-P238221511_0-P238221511_1-P238221511_2-P236221501_0-P236221501_1-P236221501_2-P236221511_0-P236221511_1;0-0-0-1050-1050-1050-1470-1470-1470-1470-1470
0090016200_03072022000038;4;780;570;478;47;200.5;GERB--3195_780_570;4;widthwise;P235030101_0-P235030101_1-P230030101_0-P230030101_1;0-0-1500-1500
0090016200_03072022000039;4;1200;1000;975;45;268.326;GERB--1213_1200_1000;100;none;P235137101_0-P235137101_1-P235137101_2-P235137101_3-P231137105_0-P231137105_1-P231137105_2;0-0-0-0-840-840-840
0090016200_03072022000040;6;1200;1000;975;45;143.94;GERB--1213_1200_1000;100;none;P203038701_0-P203038701_1-P203038701_2-P202038701_0-P202038701_1-P202038701_2-P201038701_0-P201038701_1-P201038701_2;0-0-0-60-60-60-120-120-120
0090016200_03072022000041;1;1200;1000;975;45;131.028;GERB--1213_1200_1000;100;none;P234037603_0-P234037603_1-P231037603_0-P231037603_1;0-0-180-180
0090016200_03072022000042;1;1206;1010;1085;0;154.925;GERB--0528_1206_1010;100;none;P193356101_0-P193356101_1;0-0
0090016200_03072022000043;1;1206;1010;485;0;31.36;GERB--0528_1206_1010;100;none;P238220601_0-P238220601_1-P238220601_2-P238220601_3-P238220601_4;0-0-0-0-0
0090016200_03072022000044;1;1206;1010;1083;0;129.71;GERB--0528_1206_1010;100;none;P208038701_0-P208038701_1-P207038701_0-P207038701_1-P206038701_0-P206038701_1-P206038701_2;0-0-270-270-540-540-540
0090016200_03072022000045;1;1206;1010;1085;0;96.8;GERB--0528_1206_1010;100;none;P241131101_0-P241131101_1-P241131101_2-P238131101_0-P238131101_1-P236131103_0-P236131103_1-P236131103_2-P234131101_0-P234131101_1-P234131101_2;0-0-0-450-450-750-750-750-1050-1050-1050
0090016200_03072022000046;1;800;600;560;42;110.66;GERB--0588_800_600;100;none;P243220605_0-P243220605_1-P243220605_2-P242220603_0-P242220603_1-P242220603_2-P242220603_3-P242220603_4-P241220603_0-P241220603_1-P241220603_2-P241220603_3-P241220603_4;0-0-0-60-60-60-60-60-120-120-120-120-120
0090016200_03072022000047;3;1600;1200;930;45;554.87;GERB--1613_1600_1200;100;none;P203137501_0-P203137501_1-P203137501_2-P203137501_3-P203137501_4-P202137501_0-P202137501_1-P202137501_2-P202137505_0-P202137505_1;0-0-0-0-0-330-330-330-330-330
0090016200_03072022000048;3;1200;1000;975;45;377.0;GERB--1213_1200_1000;100;none;P196340901_0-P196340901_1-P194340901_0-P194340901_1;0-0-480-480
0090016200_03072022000049;3;1200;1000;975;45;286.2;GERB--1213_1200_1000;100;none;P202220603_0-P202220603_1-P202220603_2-P202220603_3-P202220603_4-P202220603_5-P201220603_0-P201220603_1-P201220603_2-P201220605_0-P201220605_1-P200220603_0-P200220603_1-P200220603_2-P200220603_3-P200220603_4;0-0-0-0-0-0-90-90-90-90-90-180-180-180-180-180
0090016200_03072022000050;1;1200;1000;975;45;593.0;GERB--1213_1200_1000;100;none;P249138801_0-P249138801_1-P249138801_2-P245138801_0-P245138801_1-P245138801_2-P244138801_0-P244138801_1;0-0-0-960-960-960-1200-1200
0090016200_03072022000051;1;780;570;478;47;158.0;GERB--3195_780_570;4;widthwise;P199137903_0-P199137903_1;0-0
0090016200_03072022000052;36;1600;1200;750;45;391.656;GERB--1613_1600_1200;100;none;P252137501_0-P252137501_1-P252137501_2-P252137501_3-P251137501_0-P251137501_1-P251137501_2-P251137501_3-P251137501_4;0-0-0-0-240-240-240-240-240
0090016200_03072022000053;1;800;600;560;42;275.6;GERB--0588_800_600;100;none;P207220603_0-P207220603_1-P207220603_2-P207220603_3-P207220603_4-P206220603_0-P206220603_1-P206220603_2-P206220603_3-P206220603_4-P203220601_0-P203220601_1-P203220601_2-P203220601_3-P203220601_4-P203220603_0-P203220603_1-P203220603_2-P203220603_3-P203220603_4;0-0-0-0-0-510-510-510-510-510-2040-2040-2040-2040-2040-2040-2040-2040-2040-2040
0090016200_03072022000054;9;1600;1200;1250;45;186.356;GERB--1612_1600_1200;100;none;P188037705_0-P188037705_1-P188037705_2;0-0-0
0090016200_03072022000055;19;1200;1000;975;45;194.6;GERB--1213_1200_1000;100;none;P242221505_0-P242221505_1-P242221505_2-P235221505_0-P235221505_1;0-0-0-1470-1470
0090016200_03072022000056;1;1206;1010;681;0;756.1;GERB--0528_1206_1010;100;none;P244137501_0-P244137501_1-P243137501_0-P243137501_1-P243137501_2-P243137503_0-P243137503_1;0-0-360-360-360-360-360
0090016200_03072022000057;2;1200;1000;975;45;222.48;GERB--1213_1200_1000;100;none;P252355701_0-P252355701_1-P252355701_2-P250355701_0-P250355701_1-P250355701_2-P248355701_0-P248355701_1-P248355701_2;0-0-0-720-720-720-1440-1440-1440
0090016200_03072022000058;1;1206;1010;1085;0;156.8;GERB--0528_1206_1010;100;none;P238220601_0-P238220601_1-P238220601_2-P238220601_3-P238220601_4;0-0-0-0-0
0090016200_03072022000059;1;1206;1010;385;0;86.7;GERB--0528_1206_1010;100;none;P235221201_0-P235221201_1-P235221201_2;0-0-0
0090016200_03072022000060;3;1206;1010;787;0;98.48;GERB--0528_1206_1010;100;none;P241039501_0-P241039501_1-P236039503_0-P236039503_1;0-0-1200-1200
0090016200_03072022000061;2;1200;1200;1490;45;323.156;GERB--0041_1200_1200;100;none;P208038501_0-P208038501_1-P208038501_2-P207038501_0-P207038501_1-P207038501_2-P206038501_0-P206038501_1-P206038501_2;0-0-0-210-210-210-420-420-420
0090016200_03072022000062;1;1206;1010;1085;0;96.8;GERB--0528_1206_1010;100;none;P190131151_0-P190131151_1;0-0
0090016200_03072022000063;1;1206;1010;1085;0;85.1;GERB--0528_1206_1010;100;none;P231356101_0-P231356101_1-P230356101_0-P230356101_1;0-0-660-660
0090016200_03072022000064;15;1200;1000;975;45;317.0;GERB--1213_1200_1000;100;none;P243209901_0-P243209901_1-P243209901_2-P236209901_0-P236209901_1-P236209901_2;0-0-0-1890-1890-1890
0090016200_03072022000065;1;1206;1010;1085;0;133.55;GERB--0528_1206_1010;100;none;P203211101_0-P203211101_1-P203211101_2-P201211101_0-P201211101_1-P201211101_2-P200211101_0-P200211101_1;0-0-0-1140-1140-1140-1710-1710
0090016200_03072022000066;1;1206;1010;785;0;133.92;GERB--0528_1206_1010;100;none;P238034305_0-P238034305_1-P237034305_0-P237034305_1;0-0-1380-1380
0090016200_03072022000067;4;1200;1000;975;45;163.66;GERB--1213_1200_1000;100;none;P234138401_0-P234138401_1-P231138401_0-P231138401_1;0-0-360-360
0090016200_03072022000068;1;1200;1000;975;45;1046.952;GERB--1213_1200_1000;100;none;P241209705_0-P241209705_1;0-0
0090016200_03072022000069;4;1600;1200;930;45;283.06;GERB--1613_1600_1200;100;none;P194037401_0-P194037401_1-P193037401_0-P193037401_1-P193037401_2-P192037401_0-P192037401_1-P192037401_2;0-0-150-150-150-300-300-300
0090016200_03072022000070;1;1206;1010;485;0;89.4;GERB--0528_1206_1010;100;none;P192034301_0-P192034301_1-P190034351_0-P190034351_1-P190034353_0-P190034353_1-P189034301_0-P189034301_1-P189034301_2;0-0-1140-1140-1140-1140-1710-1710-1710
0090016200_03072022000071;1;1206;1010;585;0;59.52;GERB--0528_1206_1010;100;none;P190131151_0-P190131151_1;0-0
0090016200_03072022000072;1;1206;1010;1085;0;156.2;GERB--0528_1206_1010;100;none;P251031301_0-P251031301_1-P251031301_2-P250031301_0-P250031301_1-P250031301_2;0-0-0-270-270-270
0090016200_03072022000073;1;1200;1000;750;45;203.8;GERB--1213_1200_1000;100;none;P237220603_0-P237220603_1-P237220603_2-P237220603_3-P237220603_4-P236220603_0-P236220603_1-P236220603_2-P236220605_0-P236220605_1-P236220605_2-P235220603_0-P235220603_1-P235220603_2-P235220603_3-P235220603_4;0-0-0-0-0-90-90-90-90-90-90-180-180-180-180-180
0090016200_03072022000074;1;800;600;560;42;134.72;GERB--0588_800_600;100;none;P236220603_0-P236220603_1-P236220603_2-P236220605_0-P236220605_1-P236220605_2-P235220603_0-P235220603_1-P235220603_2-P235220603_3-P235220603_4-P234220603_0-P234220603_1-P234220603_2-P234220603_3;0-0-0-0-0-0-60-60-60-60-60-120-120-120-120
0090016200_03072022000075;7;1600;1200;930;45;419.452;GERB--1613_1600_1200;100;none;P189037401_0-P189037401_1-P189037401_2;0-0-0
0090016200_03072022000076;6;1200;1000;975;45;226.41;GERB--1213_1200_1000;100;none;P248220603_0-P248220603_1-P248220603_2-P248220603_3-P248220603_4-P248220603_5-P245220601_0-P245220601_1-P245220601_2-P245220601_3-P245220601_4-P245220603_0-P245220603_1-P245220603_2-P245220603_3-P245220603_4-P244220603_0-P244220603_1-P244220603_2-P244220603_3-P244220603_4;0-0-0-0-0-0-270-270-270-270-270-270-270-270-270-270-360-360-360-360-360
0090016200_03072022000077;1;1206;1010;385;0;40.166;GERB--0528_1206_1010;100;none;P243209901_0-P243209901_1-P243209901_2;0-0-0
0090016200_03072022000078;10;1600;1200;750;45;190.4;GERB--1613_1600_1200;100;none;P245130501_0-P245130501_1-P244130501_0-P244130501_1-P242130501_0-P242130501_1;0-0-150-150-450-450
0090016200_03072022000079;3;780;570;478;47;100.08;GERB--3195_780_570;4;widthwise;P241037301_0-P241037301_1-P238037301_0-P238037301_1;0-0-270-270
0090016200_03072022000080;2;1200;1000;750;45;266.8;GERB--1213_1200_1000;100;none;P230138503_0-P230138503_1;0-0
0090016200_03072022000081;1;1206;1010;1083;0;100.31;GERB--0528_1206_1010;100;none;P236038701_0-P236038701_1-P236038701_2-P235038701_0-P235038701_1-P235038701_2-P234038701_0-P234038701_1-P234038703_0-P234038703_1;0-0-0-90-90-90-180-180-180-180
