ID;Nbr;Length;Width;Height;NestedHeight;Weight;SC;MaxStackability;Orientation;ListOfTrucks;ListOfInventoryCosts
0091017300_03072022000001;1;1206;1010;1085;0;180.35;GERB--0528_1206_1010;100;none;P200651703_0-P200651703_1;0-0
0091017300_03072022000002;1;1206;1010;1385;0;87.56;GERB--0528_1206_1010;100;none;P206581501_0-P206581501_1-P204581551_0-P204581551_1-P203581501_0-P203581501_1-P202581501_0-P202581501_1-P201581501_0-P201581501_1;0-0-120-120-180-180-240-240-300-300
0091017300_03072022000003;1;1206;1010;785;0;318.95;GERB--0528_1206_1010;100;none;P248654903_0-P248654903_1-P248654903_2;0-0-0
0091017300_03072022000004;1;800;600;560;42;94.0;GERB--0588_800_600;100;widthwise;P241646601_0-P241646601_1-P238646601_0-P238646601_1-P238646601_2-P237646601_0-P237646601_1-P236646601_0-P236646601_1;0-0-60-60-60-80-80-100-100
0091017300_03072022000005;1;2400;1200;975;45;1354.57;GERB--0059_2400_1200;100;widthwise;P194581401_0-P194581401_1-P193581401_0-P193581401_1-P192581401_0-P192581401_1-P189581401_0-P189581401_1;0-0-200-200-400-400-1000-1000
0091017300_03072022000006;1;1200;1000;750;45;364.315;GERB--1213_1200_1000;100;none;P245646403_0-P245646403_1-P245646403_2-P244646403_0-P244646403_1-P244646403_2-P243646403_0-P243646403_1-P243646403_2-P242646403_0-P242646403_1-P242646403_2;0-0-0-70-70-70-140-140-140-210-210-210
0091017300_03072022000007;15;1200;1000;975;45;307.8;GERB--1213_1200_1000;100;none;P256581501_0-P256581501_1-P256581501_2-P255581501_0-P255581501_1-P255581501_2-P253581551_0-P253581551_1-P252581501_0-P252581501_1-P252581501_2;0-0-0-160-160-160-480-480-640-640-640
0091017300_03072022000008;6;1600;1200;750;45;359.1;GERB--1613_1600_1200;100;none;P257648603_0-P257648603_1-P257648603_2-P257648603_3-P257648603_4-P257648603_5-P256648603_0-P256648603_1-P256648603_2-P256648603_3-P256648603_4-P255648605_0-P255648605_1-P255648605_2-P255648605_3-P255648605_4-P252648603_0-P252648603_1-P252648603_2-P252648603_3-P252648603_4-P252648603_5-P252648603_6-P250648603_0-P250648603_1-P250648603_2-P250648603_3;0-0-0-0-0-0-70-70-70-70-70-140-140-140-140-140-350-350-350-350-350-350-350-490-490-490-490
0091017300_03072022000009;6;1200;1000;975;45;242.874;GERB--1213_1200_1000;100;none;P245570201_0-P245570201_1-P245570201_2-P244570201_0-P244570201_1-P243570201_0-P243570201_1-P242570201_0-P242570201_1;0-0-0-100-100-200-200-300-300
0091017300_03072022000010;1;1200;1000;930;45;261.46;GERB--1213_1200_1000;100;none;P238648603_0-P238648603_1-P238648603_2-P237648605_0-P237648605_1-P237648605_2-P236648603_0-P236648603_1-P236648605_0-P236648605_1-P235648603_0-P235648603_1-P210648603_0-P210648603_1-P210648605_0-P210648605_1-P209648605_0-P209648605_1-P209648605_2;0-0-0-50-50-50-100-100-100-100-150-150-1400-1400-1400-1400-1450-1450-1450
0091017300_03072022000011;1;1206;1010;1385;0;252.04;GERB--0528_1206_1010;100;none;P243646501_0-P243646501_1-P243646501_2-P241646501_0-P241646501_1-P238646501_0-P238646501_1;0-0-0-80-80-200-200
0091017300_03072022000012;2;1200;1000;975;45;128.2;GERB--1213_1200_1000;100;none;P236543007_0-P236543007_1-P235543007_0-P210543007_0-P210543007_1-P209543007_0-P209543007_1;0-0-10-260-260-270-270
0091017300_03072022000013;1;1200;1000;975;45;579.24;GERB--1213_1200_1000;100;none;P242521201_0-P242521201_1-P242521201_2-P241521205_0-P241521205_1-P241521205_2-P241521205_3-P239521251_0-P239521251_1-P238521201_0-P238521201_1-P237521201_0-P237521201_1-P237521201_2-P237521205_0-P237521205_1-P237521205_2;0-0-0-350-350-350-350-1050-1050-1400-1400-1750-1750-1750-1750-1750-1750
0091017300_03072022000014;3;1200;1000;975;45;567.0;GERB--1213_1200_1000;100;none;P255648605_0-P255648605_1-P255648605_2-P255648605_3-P255648605_4-P252648603_0-P252648603_1-P252648603_2-P252648603_3-P252648603_4-P252648603_5-P252648603_6-P250648603_0-P250648603_1-P250648603_2-P250648603_3-P249648603_0-P249648603_1-P249648603_2-P249648603_3-P248648605_0-P248648605_1-P248648605_2-P248648605_3;0-0-0-0-0-270-270-270-270-270-270-270-450-450-450-450-540-540-540-540-630-630-630-630
0091017300_03072022000015;9;1200;1000;975;45;350.92;GERB--1213_1200_1000;100;none;P238354305_0-P238354305_1;0-0
0091017300_03072022000016;1;1206;1010;582;0;192.6;GERB--0528_1206_1010;100;none;P257300603_0-P257300603_1;0-0
0091017300_03072022000017;2;1206;1010;1085;0;101.3;GERB--0528_1206_1010;100;none;P193543009_0-P193543009_1-P192543009_0-P192543009_1-P189543009_0-P189543009_1-P188543009_0-P188543009_1;0-0-50-50-200-200-250-250
0091017300_03072022000018;1;1206;1010;1085;0;105.2;GERB--0528_1206_1010;100;none;P242651703_0-P242651703_1-P241651701_0-P241651701_1-P238651701_0-P238651701_1-P237651703_0-P237651703_1-P237651703_2-P236651701_0-P236651701_1;0-0-60-60-240-240-300-300-300-360-360
0091017300_03072022000019;1;1200;1000;975;45;589.0;GERB--1213_1200_1000;100;none;P248581401_0-P248581401_1-P245581401_0-P245581401_1-P245581401_2-P243581401_0-P243581401_1-P243581401_2;0-0-300-300-300-500-500-500
