ID;Length;Width;Height;Weight;Density;ListOfItems;TruckCost
P170700401_0;14940;2500;2950;24000;1500;0090018000_08062023000992-0090018000_08062023001893-0090018000_08062023002301-0090018000_08062023002923-0090018000_08062023003469-0090018000_08062023008603;7500.0
P170700401_1;14940;2500;2950;24000;1500;0090018000_08062023000992-0090018000_08062023001893-0090018000_08062023002301-0090018000_08062023002923-0090018000_08062023003469-0090018000_08062023008603;9000.0
P170701401_0;8620;2580;2900;24000;1500;0090018000_08062023002641-0090018000_08062023002936-0090018000_08062023006638-0090018000_08062023007181-0090018000_08062023008244-0090018000_08062023011270-0090018000_08062023011305-0090018000_08062023011885-0090018000_08062023012944-0090018000_08062023013088;7500.0
P170701401_1;8620;2580;2900;24000;1500;0090018000_08062023002641-0090018000_08062023002936-0090018000_08062023006638-0090018000_08062023007181-0090018000_08062023008244-0090018000_08062023011270-0090018000_08062023011305-0090018000_08062023011885-0090018000_08062023012944-0090018000_08062023013088;9000.0
P170706603_0;24840;2460;2660;48000;1500;0090018000_08062023000788-0090018000_08062023002084-0090018000_08062023002142-0090018000_08062023004728-0090018000_08062023005036-0090018000_08062023006222-0090018000_08062023006242-0090018000_08062023006668-0090018000_08062023008627-0090018000_08062023009830-0090018000_08062023010621-0090018000_08062023010804-0090018000_08062023010920-0090018000_08062023012930-0090018000_08062023013781-0090018000_08062023014495;7500.0
P170706603_1;24840;2460;2660;48000;1500;0090018000_08062023000788-0090018000_08062023002084-0090018000_08062023002142-0090018000_08062023004728-0090018000_08062023005036-0090018000_08062023006222-0090018000_08062023006242-0090018000_08062023006668-0090018000_08062023008627-0090018000_08062023009830-0090018000_08062023010621-0090018000_08062023010804-0090018000_08062023010920-0090018000_08062023012930-0090018000_08062023013781-0090018000_08062023014495;9000.0
P170706603_2;24840;2460;2660;48000;1500;0090018000_08062023000788-0090018000_08062023002084-0090018000_08062023002142-0090018000_08062023004728-0090018000_08062023005036-0090018000_08062023006222-0090018000_08062023006242-0090018000_08062023006668-0090018000_08062023008627-0090018000_08062023009830-0090018000_08062023010621-0090018000_08062023010804-0090018000_08062023010920-0090018000_08062023012930-0090018000_08062023013781-0090018000_08062023014495;9000.0
P170707001_0;14940;2500;2950;24000;1500;0090018000_08062023000092-0090018000_08062023000158-0090018000_08062023001916-0090018000_08062023002683-0090018000_08062023002910-0090018000_08062023003084-0090018000_08062023003860-0090018000_08062023006344-0090018000_08062023007722-0090018000_08062023007895-0090018000_08062023008412-0090018000_08062023008441-0090018000_08062023008654-0090018000_08062023008805-0090018000_08062023009061-0090018000_08062023010357-0090018000_08062023010918-0090018000_08062023011465-0090018000_08062023011699-0090018000_08062023012288-0090018000_08062023014209;7500.0
P170707001_1;14940;2500;2950;24000;1500;0090018000_08062023000092-0090018000_08062023000158-0090018000_08062023001916-0090018000_08062023002683-0090018000_08062023002910-0090018000_08062023003084-0090018000_08062023003860-0090018000_08062023006344-0090018000_08062023007722-0090018000_08062023007895-0090018000_08062023008412-0090018000_08062023008441-0090018000_08062023008654-0090018000_08062023008805-0090018000_08062023009061-0090018000_08062023010357-0090018000_08062023010918-0090018000_08062023011465-0090018000_08062023011699-0090018000_08062023012288-0090018000_08062023014209;9000.0
P170708201_0;14940;2500;2950;24000;1500;0090018000_08062023000431-0090018000_08062023004768-0090018000_08062023004846-0090018000_08062023005219-0090018000_08062023007343-0090018000_08062023007402-0090018000_08062023007864-0090018000_08062023008033-0090018000_08062023009216-0090018000_08062023012094-0090018000_08062023012214-0090018000_08062023012966-0090018000_08062023013469-0090018000_08062023013716;7500.0
