ID;Nbr;Length;Width;Height;NestedHeight;Weight;SC;MaxStackability;Orientation;ListOfTrucks;ListOfInventoryCosts
0090016700_28022023000001;1;1206;1010;1185;0;312.9;GERB--0528_1206_1010;100;none;P111266405_0-P111266405_1-P108266405_0-P108266405_1-P108266405_2;0-0-27-27-27
0090016700_28022023000002;4;780;570;478;47;70.5;GERB--3195_780_570;4;widthwise;P097266405_0-P097266405_1-P094266405_0-P094266405_1-P094266405_2;0-0-6-6-6
0090016700_28022023000003;6;780;570;478;47;59.0;GERB--3195_780_570;4;widthwise;P090266405_0-P090266405_1-P087266405_0-P087266405_1;0-0-6-6
0090016700_28022023000004;3;780;570;478;47;59.0;GERB--3195_780_570;4;widthwise;P111266405_0-P111266405_1-P108266405_0-P108266405_1-P108266405_2;0-0-6-6-6
0090016700_28022023000005;4;780;570;478;47;70.5;GERB--3195_780_570;4;widthwise;P076266405_0-P076266405_1-P073266405_0-P073266405_1-P073266405_2;0-0-6-6-6
0090016700_28022023000006;4;1200;1000;750;45;230.32;GERB--1213_1200_1000;100;none;P104266405_0-P104266405_1-P101266405_0-P101266405_1-P101266405_2;0-0-12-12-12
0090016700_28022023000007;4;780;570;478;47;70.5;GERB--3195_780_570;4;widthwise;P094266405_0-P094266405_1-P094266405_2-P090266405_0-P090266405_1;0-0-0-8-8
0090016700_28022023000008;8;1900;1200;750;45;429.47;GERB--0109_1900_1200;100;none;P087266405_0-P087266405_1-P083266405_0-P083266405_1;0-0-32-32
0090016700_28022023000009;1;1600;1200;930;45;1288.0;GERB--1613_1600_1200;100;none;P094266405_0-P094266405_1-P094266405_2-P090266405_0-P090266405_1;0-0-0-220-220
0090016700_28022023000010;4;780;570;478;47;111.504;GERB--3195_780_570;4;widthwise;P083266405_0-P083266405_1-P080266405_0-P080266405_1;0-0-9-9
0090016700_28022023000011;1;1200;1000;975;45;601.8;GERB--1213_1200_1000;100;none;P101266405_0-P101266405_1-P101266405_2-P097266405_0-P097266405_1;0-0-0-248-248
0090016700_28022023000012;8;780;570;478;47;60.29;GERB--3195_780_570;4;widthwise;P069266405_0-P069266405_1;0-0
0090016700_28022023000013;8;780;570;478;47;99.68;GERB--3195_780_570;4;widthwise;P104266405_0-P104266405_1-P101266405_0-P101266405_1-P101266405_2;0-0-6-6-6
0090016700_28022023000014;1;1206;1010;1185;0;312.9;GERB--0528_1206_1010;100;none;P083266405_0-P083266405_1-P080266405_0-P080266405_1;0-0-27-27
0090016700_28022023000015;4;780;570;478;47;70.5;GERB--3195_780_570;4;widthwise;P108266405_0-P108266405_1-P108266405_2-P104266405_0-P104266405_1;0-0-0-8-8
0090016700_28022023000016;8;780;570;478;47;60.29;GERB--3195_780_570;4;widthwise;P080266405_0-P080266405_1-P076266405_0-P076266405_1;0-0-4-4
0090016700_28022023000017;8;1900;1200;750;45;429.47;GERB--0109_1900_1200;100;none;P076266405_0-P076266405_1-P073266405_0-P073266405_1-P073266405_2;0-0-24-24-24
0090016700_28022023000018;3;1200;1000;975;45;603.4;GERB--1213_1200_1000;100;none;P094266405_0-P094266405_1-P094266405_2-P090266405_0-P090266405_1;0-0-0-244-244
0090016700_28022023000019;4;1200;1000;975;45;603.4;GERB--1213_1200_1000;100;none;P080266405_0-P080266405_1-P076266405_0-P076266405_1;0-0-244-244
0090016700_28022023000020;4;780;570;478;47;64.5;GERB--3195_780_570;4;widthwise;P073266405_0-P073266405_1-P073266405_2-P069266405_0-P069266405_1;0-0-0-8-8
0090016700_28022023000021;4;780;570;478;47;64.5;GERB--3195_780_570;4;widthwise;P104266405_0-P104266405_1-P101266405_0-P101266405_1-P101266405_2;0-0-6-6-6
0090016700_28022023000022;1;1600;1200;930;45;1288.0;GERB--1613_1600_1200;100;none;P076266405_0-P076266405_1-P073266405_0-P073266405_1-P073266405_2;0-0-165-165-165
0090016700_28022023000023;3;780;570;478;47;59.0;GERB--3195_780_570;4;widthwise;P111266405_0-P111266405_1-P108266405_0-P108266405_1-P108266405_2;0-0-6-6-6
0090016700_28022023000024;8;780;570;478;47;99.68;GERB--3195_780_570;4;widthwise;P080266405_0-P080266405_1-P076266405_0-P076266405_1;0-0-8-8
0090016700_28022023000025;1;780;570;478;47;115.68;GERB--3195_780_570;4;widthwise;P080266405_0-P080266405_1-P076266405_0-P076266405_1;0-0-12-12
0090016700_28022023000026;4;780;570;478;47;70.5;GERB--3195_780_570;4;widthwise;P108266405_0-P108266405_1-P108266405_2-P104266405_0-P104266405_1;0-0-0-8-8
0090016700_28022023000027;4;780;570;478;47;99.68;GERB--3195_780_570;4;widthwise;P083266405_0-P083266405_1-P080266405_0-P080266405_1;0-0-6-6
0090016700_28022023000028;1;780;570;478;47;115.68;GERB--3195_780_570;4;widthwise;P090266405_0-P090266405_1-P087266405_0-P087266405_1;0-0-9-9
0090016700_28022023000029;4;1900;1200;750;45;429.47;GERB--0109_1900_1200;100;none;P111266405_0-P111266405_1-P108266405_0-P108266405_1-P108266405_2;0-0-24-24-24
0090016700_28022023000030;2;1206;1010;1085;0;228.8;GERB--0528_1206_1010;100;none;P108266405_0-P108266405_1-P108266405_2-P104266405_0-P104266405_1;0-0-0-24-24
0090016700_28022023000031;6;780;570;478;47;59.0;GERB--3195_780_570;4;widthwise;P090266405_0-P090266405_1-P087266405_0-P087266405_1;0-0-6-6
0090016700_28022023000032;1;1200;1000;975;45;601.8;GERB--1213_1200_1000;100;none;P073266405_0-P073266405_1-P073266405_2-P069266405_0-P069266405_1;0-0-0-248-248
