ID;Length;Width;Height;Weight;Density;ListOfItems;TruckCost
P170654301_0;13500;2440;2900;24000;1500;0091017300_08062023000005-0091017300_08062023000017-0091017300_08062023000034-0091017300_08062023000057-0091017300_08062023000060-0091017300_08062023000068-0091017300_08062023000092-0091017300_08062023000109-0091017300_08062023000110-0091017300_08062023000117-0091017300_08062023000119-0091017300_08062023000127-0091017300_08062023000150-0091017300_08062023000162-0091017300_08062023000164-0091017300_08062023000168-0091017300_08062023000179-0091017300_08062023000196-0091017300_08062023000212;7500.0
P170654301_1;13500;2440;2900;24000;1500;0091017300_08062023000005-0091017300_08062023000017-0091017300_08062023000034-0091017300_08062023000057-0091017300_08062023000060-0091017300_08062023000068-0091017300_08062023000092-0091017300_08062023000109-0091017300_08062023000110-0091017300_08062023000117-0091017300_08062023000119-0091017300_08062023000127-0091017300_08062023000150-0091017300_08062023000162-0091017300_08062023000164-0091017300_08062023000168-0091017300_08062023000179-0091017300_08062023000196-0091017300_08062023000212;9000.0
P171654305_0;13500;2440;2900;24000;1500;0091017300_08062023000003-0091017300_08062023000005-0091017300_08062023000013-0091017300_08062023000021-0091017300_08062023000031-0091017300_08062023000034-0091017300_08062023000057-0091017300_08062023000058-0091017300_08062023000060-0091017300_08062023000067-0091017300_08062023000068-0091017300_08062023000078-0091017300_08062023000083-0091017300_08062023000091-0091017300_08062023000093-0091017300_08062023000101-0091017300_08062023000103-0091017300_08062023000109-0091017300_08062023000110-0091017300_08062023000117-0091017300_08062023000119-0091017300_08062023000127-0091017300_08062023000136-0091017300_08062023000147-0091017300_08062023000150-0091017300_08062023000162-0091017300_08062023000163-0091017300_08062023000164-0091017300_08062023000168-0091017300_08062023000176-0091017300_08062023000178-0091017300_08062023000190-0091017300_08062023000197-0091017300_08062023000212;7500.0
P171654305_1;13500;2440;2900;24000;1500;0091017300_08062023000003-0091017300_08062023000005-0091017300_08062023000013-0091017300_08062023000021-0091017300_08062023000031-0091017300_08062023000034-0091017300_08062023000057-0091017300_08062023000058-0091017300_08062023000060-0091017300_08062023000067-0091017300_08062023000068-0091017300_08062023000078-0091017300_08062023000083-0091017300_08062023000091-0091017300_08062023000093-0091017300_08062023000101-0091017300_08062023000103-0091017300_08062023000109-0091017300_08062023000110-0091017300_08062023000117-0091017300_08062023000119-0091017300_08062023000127-0091017300_08062023000136-0091017300_08062023000147-0091017300_08062023000150-0091017300_08062023000162-0091017300_08062023000163-0091017300_08062023000164-0091017300_08062023000168-0091017300_08062023000176-0091017300_08062023000178-0091017300_08062023000190-0091017300_08062023000197-0091017300_08062023000212;9000.0
P172654301_0;13500;2440;2900;24000;1500;0091017300_08062023000019-0091017300_08062023000025-0091017300_08062023000057-0091017300_08062023000060-0091017300_08062023000068-0091017300_08062023000070-0091017300_08062023000083-0091017300_08062023000090-0091017300_08062023000101-0091017300_08062023000109-0091017300_08062023000117-0091017300_08062023000119-0091017300_08062023000127-0091017300_08062023000145-0091017300_08062023000150-0091017300_08062023000162-0091017300_08062023000164-0091017300_08062023000192;7500.0
P172654301_1;13500;2440;2900;24000;1500;0091017300_08062023000019-0091017300_08062023000025-0091017300_08062023000057-0091017300_08062023000060-0091017300_08062023000068-0091017300_08062023000070-0091017300_08062023000083-0091017300_08062023000090-0091017300_08062023000101-0091017300_08062023000109-0091017300_08062023000117-0091017300_08062023000119-0091017300_08062023000127-0091017300_08062023000145-0091017300_08062023000150-0091017300_08062023000162-0091017300_08062023000164-0091017300_08062023000192;9000.0
P173654305_0;13500;2440;2900;24000;1500;0091017300_08062023000014-0091017300_08062023000019-0091017300_08062023000025-0091017300_08062023000031-0091017300_08062023000038-0091017300_08062023000043-0091017300_08062023000056-0091017300_08062023000057-0091017300_08062023000067-0091017300_08062023000070-0091017300_08062023000082-0091017300_08062023000083-0091017300_08062023000090-0091017300_08062023000091-0091017300_08062023000093-0091017300_08062023000101-0091017300_08062023000102-0091017300_08062023000119-0091017300_08062023000127-0091017300_08062023000145-0091017300_08062023000147-0091017300_08062023000149-0091017300_08062023000150-0091017300_08062023000156-0091017300_08062023000163-0091017300_08062023000164-0091017300_08062023000176-0091017300_08062023000192-0091017300_08062023000197;7500.0
P173654305_1;13500;2440;2900;24000;1500;0091017300_08062023000014-0091017300_08062023000019-0091017300_08062023000025-0091017300_08062023000031-0091017300_08062023000038-0091017300_08062023000043-0091017300_08062023000056-0091017300_08062023000057-0091017300_08062023000067-0091017300_08062023000070-0091017300_08062023000082-0091017300_08062023000083-0091017300_08062023000090-0091017300_08062023000091-0091017300_08062023000093-0091017300_08062023000101-0091017300_08062023000102-0091017300_08062023000119-0091017300_08062023000127-0091017300_08062023000145-0091017300_08062023000147-0091017300_08062023000149-0091017300_08062023000150-0091017300_08062023000156-0091017300_08062023000163-0091017300_08062023000164-0091017300_08062023000176-0091017300_08062023000192-0091017300_08062023000197;9000.0
P177654301_0;13500;2440;2900;24000;1500;0091017300_08062023000019-0091017300_08062023000025-0091017300_08062023000070-0091017300_08062023000083-0091017300_08062023000090-0091017300_08062023000101-0091017300_08062023000145-0091017300_08062023000192;7500.0
P177654301_1;13500;2440;2900;24000;1500;0091017300_08062023000019-0091017300_08062023000025-0091017300_08062023000070-0091017300_08062023000083-0091017300_08062023000090-0091017300_08062023000101-0091017300_08062023000145-0091017300_08062023000192;9000.0
