ID;Nbr;Length;Width;Height;NestedHeight;Weight;SC;MaxStackability;Orientation;ListOfTrucks;ListOfInventoryCosts
0090012500_26102022000001;17;1200;1000;485;0;134.52;GERB--3551_1200_1000;2;none;P350430205_0-P350430205_1-P347430205_0-P347430205_1-P347430205_2;0-0-330-330-330
0090012500_26102022000002;11;1200;1000;975;45;770.76;GERB--1213_1200_1000;100;none;P336884901_0-P336884901_1-P336884901_2-P333413601_0-P333413601_1-P333413601_2-P333884903_0-P333884903_1-P332413601_0-P332413601_1-P332884903_0-P332884903_1;0-0-0-510-510-510-510-510-680-680-680-680
0090012500_26102022000003;4;1206;1010;1185;0;326.9;GERB--0528_1206_1010;100;none;P328432901_0-P328432901_1-P321432901_0-P321432901_1;0-0-945-945
0090012500_26102022000004;16;1200;1000;485;0;134.52;GERB--3551_1200_1000;2;none;P315430205_0-P315430205_1-P312430205_0-P312430205_1;0-0-330-330
0090012500_26102022000005;10;1200;1000;975;45;770.76;GERB--1213_1200_1000;100;none;P341884901_0-P341884901_1-P341884901_2-P340413601_0-P340413601_1-P340884903_0-P340884903_1-P339413601_0-P339413601_1-P339884903_0-P339884903_1-P336884901_0-P336884901_1-P336884901_2;0-0-0-170-170-170-170-340-340-340-340-850-850-850
0090012500_26102022000006;2;1200;1000;975;45;932.76;GERB--1213_1200_1000;100;none;P327417901_0-P327417901_1-P326417901_0-P326417901_1-P325417901_0-P325417901_1;0-0-155-155-310-310
0090012500_26102022000007;2;1206;1010;681;0;660.9;GERB--0528_1206_1010;2;none;P319434103_0-P319434103_1-P315434103_0-P315434103_1;0-0-1560-1560
0090012500_26102022000008;1;1206;1010;285;0;148.7;GERB--0528_1206_1010;100;none;P344403009_0-P344403009_1;0-0
0090012500_26102022000009;4;1200;1000;750;45;980.9;GERB--1213_1200_1000;100;none;P348439501_0-P348439501_1-P346439501_0-P346439501_1;0-0-140-140
0090012500_26102022000010;12;1200;1000;975;45;505.8;GERB--1213_1200_1000;100;none;P346434205_0-P346434205_1-P342434205_0-P342434205_1;0-0-180-180
0090012500_26102022000011;1;1206;1010;285;0;132.7;GERB--0528_1206_1010;2;none;P336434103_0-P336434103_1-P333434103_0-P333434103_1;0-0-1785-1785
0090012500_26102022000012;7;1200;1000;975;45;685.88;GERB--1213_1200_1000;100;none;P320437201_0-P320437201_1;0-0
0090012500_26102022000013;70;1200;1000;975;45;426.0;GERB--1213_1200_1000;100;none;P329434903_0-P329434903_1-P329434903_2-P328434903_0-P328434903_1-P326434903_0-P326434903_1-P326434903_2;0-0-0-400-400-1200-1200-1200
0090012500_26102022000014;19;1200;1000;750;45;754.6;GERB--1213_1200_1000;100;none;P325413601_0-P325413601_1-P325884903_0-P325884903_1;0-0-0-0
0090012500_26102022000015;9;1206;1010;681;0;542.9;GERB--0528_1206_1010;2;none;P339432801_0-P339432801_1;0-0
0090012500_26102022000016;16;1200;1000;750;45;754.6;GERB--1213_1200_1000;100;none;P346413601_0-P346413601_1-P346884903_0-P346884903_1-P343884901_0-P343884901_1-P342413601_0-P342413601_1-P342884903_0-P342884903_1-P341884901_0-P341884901_1-P341884901_2;0-0-0-0-510-510-680-680-680-680-850-850-850
0090012500_26102022000017;33;1206;1010;1085;0;122.39;GERB--0528_1206_1010;100;none;P311402701_0-P311402701_1;0-0
0090012500_26102022000018;3;1275;1014;840;140;1658.6;GERB--0051_1275_1014;3;none;P315437303_0-P315437303_1;0-0
0090012500_26102022000019;24;1200;1000;1080;45;965.01;GERB--1213_1200_1000;100;none;P328417101_0-P328417101_1-P327417103_0-P326417101_0-P326417101_1-P325417103_0-P325417103_1;0-0-105-210-210-315-315
0090012500_26102022000020;1;1206;1010;1185;0;696.9;GERB--0528_1206_1010;100;none;P347413101_0-P347413101_1-P347413101_2-P340413101_0-P340413101_1;0-0-0-350-350
0090012500_26102022000021;17;1200;1000;750;45;754.6;GERB--1213_1200_1000;100;none;P308884901_0-P308884901_1;0-0
0090012500_26102022000022;1;1200;1000;975;45;619.56;GERB--1213_1200_1000;100;none;P349417901_0-P349417901_1-P349417901_2-P348417901_0-P348417901_1-P347417901_0-P347417901_1-P346417901_0-P346417901_1;0-0-0-130-130-260-260-390-390
