ID;Length;Width;Height;Weight;Density;ListOfItems;TruckCost
P067654301_0;13500;2440;2900;24000;1500;0091017300_28022023000021-0091017300_28022023000051-0091017300_28022023000058-0091017300_28022023000097-0091017300_28022023000105-0091017300_28022023000110-0091017300_28022023000113-0091017300_28022023000121-0091017300_28022023000187-0091017300_28022023000195-0091017300_28022023000199-0091017300_28022023000240-0091017300_28022023000264;1500.0
P068654305_0;13500;2440;2900;24000;1500;0091017300_28022023000002-0091017300_28022023000021-0091017300_28022023000051-0091017300_28022023000058-0091017300_28022023000071-0091017300_28022023000097-0091017300_28022023000099-0091017300_28022023000105-0091017300_28022023000110-0091017300_28022023000113-0091017300_28022023000121-0091017300_28022023000128-0091017300_28022023000137-0091017300_28022023000153-0091017300_28022023000159-0091017300_28022023000179-0091017300_28022023000187-0091017300_28022023000188-0091017300_28022023000190-0091017300_28022023000195-0091017300_28022023000199-0091017300_28022023000220-0091017300_28022023000228-0091017300_28022023000230-0091017300_28022023000240-0091017300_28022023000263-0091017300_28022023000264;1500.0
P068654305_1;13500;2440;2900;24000;1500;0091017300_28022023000002-0091017300_28022023000021-0091017300_28022023000051-0091017300_28022023000058-0091017300_28022023000071-0091017300_28022023000097-0091017300_28022023000099-0091017300_28022023000105-0091017300_28022023000110-0091017300_28022023000113-0091017300_28022023000121-0091017300_28022023000128-0091017300_28022023000137-0091017300_28022023000153-0091017300_28022023000159-0091017300_28022023000179-0091017300_28022023000187-0091017300_28022023000188-0091017300_28022023000190-0091017300_28022023000195-0091017300_28022023000199-0091017300_28022023000220-0091017300_28022023000228-0091017300_28022023000230-0091017300_28022023000240-0091017300_28022023000263-0091017300_28022023000264;1800.0
P069266405_0;13500;2440;3000;25000;1500;0090016700_28022023000012-0090016700_28022023000020-0090016700_28022023000032-0090016700_28022023000033-0090016700_28022023000035-0090016700_28022023000047-0090016700_28022023000058-0090016700_28022023000061-0090016700_28022023000063-0090016700_28022023000071-0090016700_28022023000095-0090016700_28022023000106-0090016700_28022023000113-0090016700_28022023000114-0090016700_28022023000120-0090016700_28022023000139-0090016700_28022023000141-0090016700_28022023000143-0090016700_28022023000148-0090016700_28022023000155-0090016700_28022023000158-0090016700_28022023000159-0090016700_28022023000176-0090016700_28022023000190-0090016700_28022023000199-0090016700_28022023000200-0090016700_28022023000204-0090016700_28022023000214-0090016700_28022023000230-0090016700_28022023000256-0090016700_28022023000258-0090016700_28022023000278-0090016700_28022023000279;1500.0
P069266405_1;13500;2440;3000;25000;1500;0090016700_28022023000012-0090016700_28022023000020-0090016700_28022023000032-0090016700_28022023000033-0090016700_28022023000035-0090016700_28022023000047-0090016700_28022023000058-0090016700_28022023000061-0090016700_28022023000063-0090016700_28022023000071-0090016700_28022023000095-0090016700_28022023000106-0090016700_28022023000113-0090016700_28022023000114-0090016700_28022023000120-0090016700_28022023000139-0090016700_28022023000141-0090016700_28022023000143-0090016700_28022023000148-0090016700_28022023000155-0090016700_28022023000158-0090016700_28022023000159-0090016700_28022023000176-0090016700_28022023000190-0090016700_28022023000199-0090016700_28022023000200-0090016700_28022023000204-0090016700_28022023000214-0090016700_28022023000230-0090016700_28022023000256-0090016700_28022023000258-0090016700_28022023000278-0090016700_28022023000279;1800.0
P069630901_0;13500;2440;2900;24000;1500;0091017200_28022023000028-0091017200_28022023000047-0091017200_28022023000084-0091017200_28022023000109;1500.0
P069654301_0;13500;2440;2900;24000;1500;0091017300_28022023000002-0091017300_28022023000021-0091017300_28022023000050-0091017300_28022023000051-0091017300_28022023000061-0091017300_28022023000097-0091017300_28022023000105-0091017300_28022023000110-0091017300_28022023000113-0091017300_28022023000121-0091017300_28022023000153-0091017300_28022023000154-0091017300_28022023000159-0091017300_28022023000165-0091017300_28022023000187-0091017300_28022023000188-0091017300_28022023000195-0091017300_28022023000199-0091017300_28022023000220-0091017300_28022023000227-0091017300_28022023000230-0091017300_28022023000240-0091017300_28022023000279;1500.0
P069654301_1;13500;2440;2900;24000;1500;0091017300_28022023000002-0091017300_28022023000021-0091017300_28022023000050-0091017300_28022023000051-0091017300_28022023000061-0091017300_28022023000097-0091017300_28022023000105-0091017300_28022023000110-0091017300_28022023000113-0091017300_28022023000121-0091017300_28022023000153-0091017300_28022023000154-0091017300_28022023000159-0091017300_28022023000165-0091017300_28022023000187-0091017300_28022023000188-0091017300_28022023000195-0091017300_28022023000199-0091017300_28022023000220-0091017300_28022023000227-0091017300_28022023000230-0091017300_28022023000240-0091017300_28022023000279;1800.0
P072654301_0;13500;2440;2900;24000;1500;0091017300_28022023000002-0091017300_28022023000021-0091017300_28022023000050-0091017300_28022023000053-0091017300_28022023000061-0091017300_28022023000104-0091017300_28022023000105-0091017300_28022023000113-0091017300_28022023000124-0091017300_28022023000129-0091017300_28022023000153-0091017300_28022023000154-0091017300_28022023000159-0091017300_28022023000165-0091017300_28022023000187-0091017300_28022023000188-0091017300_28022023000197-0091017300_28022023000199-0091017300_28022023000220-0091017300_28022023000227-0091017300_28022023000230-0091017300_28022023000240-0091017300_28022023000272-0091017300_28022023000279;1500.0
P072654301_1;13500;2440;2900;24000;1500;0091017300_28022023000002-0091017300_28022023000021-0091017300_28022023000050-0091017300_28022023000053-0091017300_28022023000061-0091017300_28022023000104-0091017300_28022023000105-0091017300_28022023000113-0091017300_28022023000124-0091017300_28022023000129-0091017300_28022023000153-0091017300_28022023000154-0091017300_28022023000159-0091017300_28022023000165-0091017300_28022023000187-0091017300_28022023000188-0091017300_28022023000197-0091017300_28022023000199-0091017300_28022023000220-0091017300_28022023000227-0091017300_28022023000230-0091017300_28022023000240-0091017300_28022023000272-0091017300_28022023000279;1800.0
