ID;Nbr;Length;Width;Height;NestedHeight;Weight;SC;MaxStackability;Orientation;ListOfTrucks;ListOfInventoryCosts
0091017300_08062023000001;1;1206;1010;385;0;61.224;GERB--0528_1206_1010;100;none;P208654305_0-P208654305_1;0-0
0091017300_08062023000002;3;1200;1000;1450;45;650.04;GERB--1213_1200_1000;100;none;P193654301_0-P193654301_1-P192654305_0-P192654305_1-P191654301_0-P191654301_1;0-0-30-30-60-60
0091017300_08062023000003;1;1206;1010;1181;0;207.38;GERB--0528_1206_1010;100;none;P171654305_0-P171654305_1;0-0
0091017300_08062023000004;1;1206;1010;1085;0;252.8;GERB--0528_1206_1010;100;none;P187654305_0-P187654305_1-P185654305_0-P185654305_1;0-0-16-16
0091017300_08062023000005;3;1200;1000;1450;45;616.1;GERB--1213_1200_1000;100;none;P171654305_0-P171654305_1-P170654301_0-P170654301_1;0-0-30-30
0091017300_08062023000006;2;1206;1010;385;0;61.224;GERB--0528_1206_1010;100;none;P185654305_0-P185654305_1;0-0
0091017300_08062023000007;2;1206;1010;1085;0;252.8;GERB--0528_1206_1010;100;none;P201654305_0-P201654305_1-P199654305_0-P199654305_1;0-0-16-16
0091017300_08062023000008;3;1206;1010;861;0;156.74;GERB--0528_1206_1010;100;none;P201654305_0-P201654305_1-P199654305_0-P199654305_1;0-0-20-20
0091017300_08062023000009;2;1206;1010;1085;0;252.8;GERB--0528_1206_1010;100;none;P236654305_0-P236654305_1-P236654305_2-P208654305_0-P208654305_1;0-0-0-224-224
0091017300_08062023000010;1;1200;1000;1450;45;638.5;GERB--1213_1200_1000;100;none;P192654305_0-P192654305_1-P191654301_0-P191654301_1-P187654305_0-P187654305_1;0-0-29-29-145-145
0091017300_08062023000011;1;1200;1000;1450;45;638.5;GERB--1213_1200_1000;100;none;P191654301_0-P191654301_1-P187654305_0-P187654305_1-P186654301_0-P186654301_1;0-0-116-116-145-145
0091017300_08062023000012;3;1206;1010;385;0;61.224;GERB--0528_1206_1010;100;none;P201654305_0-P201654305_1-P199654305_0-P199654305_1;0-0-36-36
0091017300_08062023000013;1;1206;1010;1181;0;207.38;GERB--0528_1206_1010;100;none;P171654305_0-P171654305_1;0-0
0091017300_08062023000014;2;1206;1010;861;0;156.74;GERB--0528_1206_1010;100;none;P178654305_0-P178654305_1-P178654305_2-P173654305_0-P173654305_1;0-0-0-50-50
0091017300_08062023000015;3;1200;1000;1450;45;718.62;GERB--1213_1200_1000;100;none;P201654305_0-P201654305_1-P200654301_0-P200654301_1-P199654305_0-P199654305_1-P198654301_0-P198654301_1;0-0-31-31-62-62-93-93
0091017300_08062023000016;2;1200;1000;1450;45;652.2;GERB--1213_1200_1000;100;none;P198654301_0-P198654301_1-P194654305_0-P194654305_1-P193654301_0-P193654301_1;0-0-108-108-135-135
0091017300_08062023000017;2;1200;1000;1450;45;616.1;GERB--1213_1200_1000;100;none;P170654301_0-P170654301_1;0-0
0091017300_08062023000018;11;1200;1000;1450;45;650.04;GERB--1213_1200_1000;100;none;P201654305_0-P201654305_1-P200654301_0-P200654301_1-P199654305_0-P199654305_1-P198654301_0-P198654301_1;0-0-30-30-60-60-90-90
0091017300_08062023000019;5;1200;1000;1450;45;636.4;GERB--1213_1200_1000;100;none;P178654305_0-P178654305_1-P178654305_2-P177654301_0-P177654301_1-P173654305_0-P173654305_1-P172654301_0-P172654301_1;0-0-0-28-28-140-140-168-168
0091017300_08062023000020;5;1206;1010;861;0;130.28;GERB--0528_1206_1010;100;none;P201654305_0-P201654305_1-P199654305_0-P199654305_1;0-0-44-44
0091017300_08062023000021;2;1206;1010;861;0;130.28;GERB--0528_1206_1010;100;none;P171654305_0-P171654305_1;0-0
0091017300_08062023000022;1;1200;1000;1450;45;718.62;GERB--1213_1200_1000;100;none;P205654301_0-P205654301_1-P201654305_0-P201654305_1-P200654301_0-P200654301_1;0-0-124-124-155-155
0091017300_08062023000023;3;1206;1010;385;0;60.776;GERB--0528_1206_1010;100;none;P208654305_0-P208654305_1;0-0
0091017300_08062023000024;3;1200;1000;1450;45;718.62;GERB--1213_1200_1000;100;none;P236654305_0-P236654305_1-P236654305_2-P208654305_0-P208654305_1;0-0-0-868-868
