ID;Nbr;Length;Width;Height;NestedHeight;Weight;SC;MaxStackability;Orientation;ListOfTrucks;ListOfInventoryCosts
0091017500_03072022000001;11;1200;1000;975;45;867.0;GERB--1213_1200_1000;100;none;P257633901_0-P257633901_1;0-0
0091017500_03072022000002;1;1206;1010;1185;0;270.0;GERB--0528_1206_1010;100;none;P208633901_0-P208633901_1-P207633901_0-P207633901_1-P207633901_2-P206633901_0-P206633901_1-P206633901_2;0-0-280-280-280-560-560-560
0091017500_03072022000003;2;1275;1014;840;140;1117.81;GERB--0051_1275_1014;3;widthwise;P206625901_0-P206625901_1-P206625901_2-P202625901_0-P202625901_1-P202625901_2-P201625901_0-P201625901_1-P200625901_0-P200625901_1-P199625901_0-P199625901_1;0-0-0-760-760-760-950-950-1140-1140-1330-1330
0091017500_03072022000004;15;1600;1200;930;45;527.296;GERB--1613_1600_1200;100;widthwise;P206510901_0-P206510901_1-P206510901_2-P202510901_0-P202510901_1-P199510901_0-P199510901_1-P199510901_2;0-0-0-640-640-1120-1120-1120
0091017500_03072022000005;1;1206;1010;681;0;592.7;GERB--0528_1206_1010;100;none;P201634201_0-P201634201_1-P201634201_2;0-0-0
0091017500_03072022000006;3;1600;1200;930;45;412.0;GERB--1613_1600_1200;100;widthwise;P238574201_0-P238574201_1-P238574203_0-P238574203_1-P237574201_0-P237574201_1-P237574203_0-P237574203_1;0-0-0-0-130-130-130-130
0091017500_03072022000007;1;1206;1010;879;0;845.75;GERB--0528_1206_1010;100;none;P192633901_0-P192633901_1-P192633901_2;0-0-0
0091017500_03072022000008;3;780;570;478;47;426.0;GERB--3195_780_570;4;widthwise;P242625901_0-P242625901_1-P241625901_0-P241625901_1-P241625901_2-P237625901_0-P237625901_1-P237625901_2-P237625901_3;0-0-120-120-120-600-600-600-600
0091017500_03072022000009;6;1275;1014;840;140;1091.0;GERB--0051_1275_1014;3;widthwise;P209575001_0-P209575001_1-P209575001_2-P208575001_0-P208575001_1-P207575001_0-P207575001_1-P206575001_0-P206575001_1-P202575001_0-P202575001_1-P202575001_2-P201575001_0-P201575001_1-P200575001_0-P200575001_1-P199575001_0-P199575001_1;0-0-0-150-150-300-300-450-450-1050-1050-1050-1200-1200-1350-1350-1500-1500
0091017500_03072022000010;3;1275;1014;840;140;1671.0;GERB--0051_1275_1014;3;widthwise;P194633501_0-P194633501_1-P194633501_2;0-0-0
0091017500_03072022000011;2;1600;1200;930;45;412.0;GERB--1613_1600_1200;100;widthwise;P242574201_0-P242574201_1-P242574201_2-P241574201_0-P241574201_1-P241574201_2-P238574201_0-P238574201_1-P238574203_0-P238574203_1-P237574201_0-P237574201_1-P237574203_0-P237574203_1;0-0-0-130-130-130-520-520-520-520-650-650-650-650
0091017500_03072022000012;4;1600;1200;930;45;412.0;GERB--1613_1600_1200;100;widthwise;P208574201_0-P208574201_1-P208574203_0-P208574203_1-P207574201_0-P207574201_1-P207574203_0-P207574203_1-P206574201_0-P206574201_1-P206574203_0-P206574203_1-P203574201_0-P203574201_1-P203574203_0-P203574203_1;0-0-0-0-130-130-130-130-260-260-260-260-650-650-650-650
0091017500_03072022000013;1;1600;1200;930;45;411.352;GERB--1613_1600_1200;100;widthwise;P194574201_0-P194574201_1-P194574203_0-P194574203_1-P193574201_0-P193574201_1-P193574203_0-P192574201_0-P192574201_1-P192574203_0-P192574203_1-P189574201_0-P189574201_1-P189574203_0;0-0-0-0-140-140-140-280-280-280-280-700-700-700
0091017500_03072022000014;15;1200;1000;975;45;867.0;GERB--1213_1200_1000;100;none;P202633901_0-P202633901_1;0-0
0091017500_03072022000015;2;780;570;478;47;382.5;GERB--3195_780_570;4;widthwise;P201627501_0-P201627501_1-P199627501_0-P199627501_1-P194627501_0-P194627501_1;0-0-140-140-490-490
0091017500_03072022000016;1;780;570;478;47;432.75;GERB--3195_780_570;4;widthwise;P208530501_0-P208530501_1-P206530501_0-P206530501_1-P206530501_2;0-0-160-160-160
0091017500_03072022000017;1;1206;1010;879;0;836.3;GERB--0528_1206_1010;100;none;P208634201_0-P208634201_1;0-0
0091017500_03072022000018;7;1275;1014;840;140;1046.418;GERB--0051_1275_1014;3;widthwise;P251625901_0-P251625901_1-P251625901_2-P250625901_0-P250625901_1-P250625901_2-P249625901_0-P249625901_1-P249625901_2-P248625901_0-P248625901_1-P248625901_2-P244625901_0-P244625901_1-P244625901_2-P243625901_0-P243625901_1-P243625901_2-P242625901_0-P242625901_1;0-0-0-180-180-180-360-360-360-540-540-540-1260-1260-1260-1440-1440-1440-1620-1620
0091017500_03072022000019;5;780;570;478;47;156.96;GERB--3195_780_570;4;widthwise;P245574201_0-P245574201_1-P245574201_2-P244574201_0-P244574201_1-P244574201_2-P243574201_0-P243574201_1-P243574201_2-P242574201_0-P242574201_1-P242574201_2;0-0-0-120-120-120-240-240-240-360-360-360
0091017500_03072022000020;8;780;570;478;47;401.4;GERB--3195_780_570;4;widthwise;P256530503_0-P256530503_1;0-0
0091017500_03072022000021;4;780;570;478;47;388.5;GERB--3195_780_570;4;widthwise;P201627501_0-P201627501_1-P199627501_0-P199627501_1-P194627501_0-P194627501_1;0-0-160-160-560-560
0091017500_03072022000022;3;1275;1014;840;140;1308.36;GERB--0051_1275_1014;3;widthwise;P248530501_0-P248530501_1-P248530501_2;0-0-0
0091017500_03072022000023;5;780;570;478;47;377.25;GERB--3195_780_570;4;widthwise;P249520301_0-P249520301_1-P249520301_2-P249520301_3;0-0-0-0
0091017500_03072022000024;10;1275;1014;840;140;1594.05;GERB--0051_1275_1014;3;widthwise;P257633501_0-P257633501_1-P257633501_2-P256633501_0-P256633501_1-P255633501_0-P255633501_1-P250633501_0-P250633501_1-P250633501_2;0-0-0-240-240-480-480-1680-1680-1680
0091017500_03072022000025;4;780;570;478;47;427.5;GERB--3195_780_570;4;widthwise;P195625901_0-P195625901_1-P194625901_0-P194625901_1-P193625901_0-P193625901_1;0-0-90-90-180-180
0091017500_03072022000026;10;1600;1200;930;45;419.2;GERB--1613_1600_1200;100;widthwise;P245574201_0-P245574201_1-P245574201_2-P244574201_0-P244574201_1-P244574201_2-P243574201_0-P243574201_1-P243574201_2-P242574201_0-P242574201_1-P242574201_2;0-0-0-130-130-130-260-260-260-390-390-390
0091017500_03072022000027;21;1275;1014;840;140;1106.5;GERB--0051_1275_1014;3;widthwise;P200633801_0-P200633801_1;0-0
0091017500_03072022000028;2;780;570;478;47;424.0;GERB--3195_780_570;4;widthwise;P243627501_0-P243627501_1-P241627501_0-P241627501_1;0-0-140-140
