ID;Nbr;Length;Width;Height;NestedHeight;Weight;SC;MaxStackability;Orientation;ListOfTrucks;ListOfInventoryCosts
0090019100_14062023000001;2;1206;1010;385;0;84.58;GERB--0528_1206_1010;100;none;P193210001_0-P193210001_1-P193210001_2;0-0-0
0090019100_14062023000002;3;1670;1200;1020;45;98.0;GERB--0260_1670_1200;100;none;P200335603_0-P200335603_1-P199335601_0-P199335601_1-P199335601_2-P198335601_0-P198335601_1-P198335601_2-P198335603_0-P198335603_1-P198335603_2-P194335501_0-P194335501_1-P194335501_2-P194335601_0-P194335601_1;0-0-140-140-140-280-280-280-280-280-280-840-840-840-840-840
0090019100_14062023000003;2;1206;1010;485;0;69.9;GERB--0528_1206_1010;100;none;P192040307_0-P192040307_1-P192040307_2-P192040307_3-P191040307_0-P191040307_1-P191040307_2;0-0-0-0-190-190-190
0090019100_14062023000004;14;1600;1200;930;45;158.25;GERB--1613_1600_1200;100;none;P201042705_0-P201042705_1-P200042705_0-P200042705_1-P200042705_2;0-0-10-10-10
0090019100_14062023000005;1;1600;1200;930;45;246.4;GERB--1613_1600_1200;100;none;P201223007_0-P201223007_1-P199222901_0-P199222901_1-P194223007_0-P194223007_1-P194223007_2-P192222901_0-P192222901_1-P187223007_0-P187223007_1-P185222901_0-P185222901_1;0-0-80-80-280-280-280-360-360-560-560-640-640
0090019100_14062023000006;1;1200;1000;975;45;247.625;GERB--1213_1200_1000;100;none;P194203101_0-P194203101_1-P194203101_2-P187203101_0-P187203101_1-P187203101_2;0-0-0-1365-1365-1365
0090019100_14062023000007;1;1206;1010;1185;0;650.4;GERB--0528_1206_1010;100;none;P193143501_0-P193143501_1-P193143501_2-P186143501_0-P186143501_1;0-0-0-1365-1365
0090019100_14062023000008;5;1209;1007;990;25;66.884;GERB--2034_1209_1007;100;none;P179043701_0-P179043701_1-P179043701_2-P179043703_0-P179043703_1-P179043705_0-P179043705_1-P178043703_0-P178043703_1-P178043703_2-P178043703_3;0-0-0-0-0-0-0-5-5-5-5
0090019100_14062023000009;1;1209;1007;990;25;80.666;GERB--2034_1209_1007;100;none;P179043701_0-P179043701_1-P179043701_2-P179043703_0-P179043703_1-P178043703_0-P178043703_1-P178043703_2-P178043703_3;0-0-0-0-0-10-10-10-10
0090019100_14062023000010;11;1600;1200;930;45;225.736;GERB--1613_1600_1200;100;none;P188140401_0-P188140401_1-P188140401_2-P186140401_0-P186140401_1;0-0-0-110-110
0090019100_14062023000011;1;1200;1000;975;45;157.608;GERB--1213_1200_1000;100;none;P184041401_0-P184041401_1;0-0
0090019100_14062023000012;1;1209;1007;990;25;96.236;GERB--2034_1209_1007;100;none;P200043707_0-P200043707_1-P199043707_0-P199043707_1;0-0-20-20
0090019100_14062023000013;1;1200;1000;975;45;191.272;GERB--1213_1200_1000;100;none;P201041115_0-P201041115_1-P200041101_0-P200041101_1-P200041103_0-P200041103_1-P200041105_0-P200041105_1-P200041107_0-P200041107_1-P200041109_0-P200041109_1-P200041111_0-P200041111_1-P200041113_0-P200041113_1;0-0-20-20-20-20-20-20-20-20-20-20-20-20-20-20
0090019100_14062023000014;12;1200;1000;975;45;170.688;GERB--1213_1200_1000;100;none;P191335601_0-P191335601_1-P191335601_2-P191335603_0-P191335603_1-P188335601_0-P188335601_1-P188335603_0-P187335501_0-P187335501_1-P187335601_0-P186335601_0-P186335603_0;0-0-0-0-0-60-60-60-80-80-80-100-100
0090019100_14062023000015;1;1200;1000;750;45;344.2;GERB--1213_1200_1000;100;none;P179041101_0-P179041101_1-P179041101_2-P179041103_0-P179041103_1-P179041103_2-P179041105_0-P179041105_1-P179041105_2-P179041107_0-P179041107_1-P179041109_0-P179041109_1-P179041111_0-P179041111_1-P178041101_0-P178041101_1-P178041101_2-P178041103_0-P178041103_1-P178041103_2-P178041105_0-P178041105_1-P178041105_2-P178041107_0-P178041107_1-P178041109_0-P178041109_1;0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-90-90-90-90-90-90-90-90-90-90-90-90-90
0090019100_14062023000016;1;1206;1010;1085;0;158.21;GERB--0528_1206_1010;100;none;P200331005_0-P200331005_1-P200331005_2-P199331001_0-P199331001_1-P199331001_2-P193331005_0-P193331005_1-P193331005_2-P192331001_0-P192331001_1-P192331001_2;0-0-0-195-195-195-1365-1365-1365-1560-1560-1560
0090019100_14062023000017;1;1209;1007;990;25;72.74;GERB--2034_1209_1007;100;none;P192043701_0-P192043701_1-P191043701_0-P191043701_1-P191043701_2-P191043703_0-P191043703_1-P191043705_0-P191043705_1;0-0-5-5-5-5-5-5-5
0090019100_14062023000018;1;780;570;478;47;478.4;GERB--3195_780_570;4;widthwise;P242210001_0-P242210001_1;0-0
0090019100_14062023000019;2;1206;1010;485;0;47.25;GERB--0528_1206_1010;100;none;P198141201_0-P198141201_1;0-0
0090019100_14062023000020;21;1800;1200;1490;45;305.03;GERB--0088_1800_1200;100;none;P193041101_0-P193041101_1-P193041101_2-P193041103_0-P193041103_1-P193041105_0-P193041105_1-P193041107_0-P193041107_1-P193041109_0-P193041109_1-P193041111_0-P193041111_1-P193041113_0-P193041113_1-P192041101_0-P192041101_1-P192041101_2-P192041103_0-P192041103_1-P192041105_0-P192041105_1-P192041107_0-P192041107_1-P192041109_0-P192041109_1-P192041111_0-P192041111_1-P192041113_0-P192041113_1-P192041115_0-P192041115_1;0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-40-40-40-40-40-40-40-40-40-40-40-40-40-40-40-40-40
0090019100_14062023000021;1;1206;1010;385;0;62.8;GERB--0528_1206_1010;100;none;P191042001_0-P191042001_1;0-0
0090019100_14062023000022;1;1800;1200;1490;45;303.73;GERB--0088_1800_1200;100;none;P205041101_0-P205041101_1-P205041103_0-P205041103_1-P205041105_0-P205041105_1-P205041115_0-P205041115_1-P201041101_0-P201041101_1-P201041103_0-P201041103_1-P201041105_0-P201041105_1-P201041107_0-P201041107_1-P201041109_0-P201041109_1-P201041111_0-P201041111_1-P201041113_0-P201041115_0-P201041115_1;0-0-0-0-0-0-0-0-160-160-160-160-160-160-160-160-160-160-160-160-160-160-160
0090019100_14062023000023;2;1206;1010;285;0;47.18;GERB--0528_1206_1010;100;none;P192331001_0-P192331001_1-P192331001_2-P185331001_0-P185331001_1;0-0-0-245-245
0090019100_14062023000024;1;1675;1200;1490;45;139.62;GERB--0577_1675_1200;100;none;P207040001_0-P207040001_1-P207040005_0-P206040001_0-P206040001_1-P206040005_0;0-0-0-20-20-20
0090019100_14062023000025;1;1206;1010;1085;0;136.25;GERB--0528_1206_1010;100;none;P187215803_0-P187215803_1-P187215803_2;0-0-0
