ID;Length;Width;Height;Weight;Density;ListOfItems;TruckCost
P196391901_0;13500;2440;3000;25000;1500;0090038200_03072022000127-0090038200_03072022000451-0090038200_03072022000832-0090038200_03072022001107-0090038200_03072022001211-0090038200_03072022001526-0090038200_03072022001539-0090038200_03072022002139-0090038200_03072022002627-0090038200_03072022002798-0090038200_03072022002854-0090038200_03072022003046-0090038200_03072022003094-0090038200_03072022003330;1500.0
P196391901_1;13500;2440;3000;25000;1500;0090038200_03072022000127-0090038200_03072022000451-0090038200_03072022000832-0090038200_03072022001107-0090038200_03072022001211-0090038200_03072022001526-0090038200_03072022001539-0090038200_03072022002139-0090038200_03072022002627-0090038200_03072022002798-0090038200_03072022002854-0090038200_03072022003046-0090038200_03072022003094-0090038200_03072022003330;1800.0
P196392001_0;13500;2440;3000;25000;1500;0090038200_03072022000868-0090038200_03072022000872-0090038200_03072022001156-0090038200_03072022001622-0090038200_03072022002080-0090038200_03072022002162-0090038200_03072022002171-0090038200_03072022002944-0090038200_03072022003681;1500.0
P196394601_0;13500;2440;3000;25000;1500;0090038200_03072022000145-0090038200_03072022000285-0090038200_03072022000388-0090038200_03072022000409-0090038200_03072022000456-0090038200_03072022001189-0090038200_03072022001255-0090038200_03072022001464-0090038200_03072022001844-0090038200_03072022001989-0090038200_03072022002021-0090038200_03072022002053-0090038200_03072022002055-0090038200_03072022002184-0090038200_03072022002339-0090038200_03072022002482-0090038200_03072022003282-0090038200_03072022003381-0090038200_03072022003620-0090038200_03072022003713;1500.0
P196394601_1;13500;2440;3000;25000;1500;0090038200_03072022000145-0090038200_03072022000285-0090038200_03072022000388-0090038200_03072022000409-0090038200_03072022000456-0090038200_03072022001189-0090038200_03072022001255-0090038200_03072022001464-0090038200_03072022001844-0090038200_03072022001989-0090038200_03072022002021-0090038200_03072022002053-0090038200_03072022002055-0090038200_03072022002184-0090038200_03072022002339-0090038200_03072022002482-0090038200_03072022003282-0090038200_03072022003381-0090038200_03072022003620-0090038200_03072022003713;1800.0
P196394703_0;13500;2440;3000;25000;1500;0090038200_03072022001232-0090038200_03072022001333-0090038200_03072022002849-0090038200_03072022002868-0090038200_03072022003001-0090038200_03072022003036;1500.0
P196394901_0;13500;2440;3000;25000;1500;0090038200_03072022000219-0090038200_03072022001461-0090038200_03072022001739-0090038200_03072022002474-0090038200_03072022002770-0090038200_03072022002860-0090038200_03072022002957-0090038200_03072022003201;1500.0
P196394901_1;13500;2440;3000;25000;1500;0090038200_03072022000219-0090038200_03072022001461-0090038200_03072022001739-0090038200_03072022002474-0090038200_03072022002770-0090038200_03072022002860-0090038200_03072022002957-0090038200_03072022003201;1800.0
P196396001_0;13500;2440;3000;25000;1500;0090038200_03072022000759-0090038200_03072022003711;1500.0
P196396001_1;13500;2440;3000;25000;1500;0090038200_03072022000759-0090038200_03072022003711;1800.0
P196396201_0;13500;2440;3000;25000;1500;0090038200_03072022000472-0090038200_03072022000676-0090038200_03072022000967-0090038200_03072022003010;1500.0
P196396201_1;13500;2440;3000;25000;1500;0090038200_03072022000472-0090038200_03072022000676-0090038200_03072022000967-0090038200_03072022003010;1800.0
