ID;Nbr;Length;Width;Height;NestedHeight;Weight;SC;MaxStackability;Orientation;ListOfTrucks;ListOfInventoryCosts
0091017700_08062023000001;4;1200;1000;975;45;410.064;GERB--1213_1200_1000;2;none;P191648701_0-P191648701_1-P191648701_2-P188648701_0-P188648701_1-P187648701_0-P187648701_1-P186648701_0-P186648701_1;0-0-0-279-279-372-372-465-465
0091017700_08062023000002;7;1200;1000;975;45;201.73;GERB--1213_1200_1000;100;none;P195317201_0-P195317201_1-P193317201_0-P193317201_1-P192317201_0-P192317201_1;0-0-30-30-45-45
0091017700_08062023000003;3;1200;1000;975;45;268.76;GERB--1213_1200_1000;100;none;P208574801_0-P208574801_1-P208574801_2-P208574901_0-P208574901_1-P208574901_2-P208574903_0-P208574903_1-P207574801_0-P207574801_1-P207574801_2-P207574901_0-P207574901_1-P207574901_2-P207574903_0-P207574903_1-P207574903_2-P205574801_0-P205574801_1-P205574801_2-P205574901_0-P205574901_1-P205574901_2-P205574903_0-P205574903_1-P205574903_2-P202574801_0-P202574801_1-P202574801_2-P202574801_3-P202574901_0-P202574901_1-P202574901_2-P202574901_3-P202574903_0-P202574903_1-P202574903_2;0-0-0-0-0-0-0-0-9-9-9-9-9-9-9-9-9-27-27-27-27-27-27-27-27-27-54-54-54-54-54-54-54-54-54-54-54
0091017700_08062023000004;15;1200;1000;975;45;256.448;GERB--1213_1200_1000;100;none;P186574801_0-P186574801_1-P186574801_2-P186574901_0-P186574901_1-P186574901_2-P186574903_0-P186574903_1-P186574903_2-P185574801_0-P185574801_1-P185574801_2-P185574901_0-P185574901_1-P185574901_2-P185574903_0-P185574903_1-P184574801_0-P184574801_1-P184574901_0-P184574901_1-P184574903_0-P184574903_1;0-0-0-0-0-0-0-0-0-8-8-8-8-8-8-8-8-16-16-16-16-16-16
0091017700_08062023000005;5;1206;1010;1185;0;342.9;GERB--0528_1206_1010;100;none;P172317101_0-P172317101_1;0-0
0091017700_08062023000006;1;1206;1010;1185;0;213.9;GERB--0528_1206_1010;100;none;P199317001_0-P199317001_1-P195317001_0-P195317001_1-P194317001_0-P194317001_1;0-0-152-152-190-190
0091017700_08062023000007;16;1250;1100;1150;45;1590.8;GERB--1343_1250_1100;100;none;P198523207_0-P198523207_1-P196523213_0-P196523213_1-P196523213_2-P196523217_0-P196523217_1-P196523217_2-P195523205_0-P195523205_1-P195523207_0-P195523209_0-P195523213_0-P195523213_1-P195523215_0-P195523217_0-P194523205_0-P194523207_0-P194523207_1-P194523209_0-P194523213_0-P194523215_0-P194523217_0-P193523205_0-P193523205_1-P193523207_0-P193523209_0-P193523213_0-P193523213_1-P193523215_0-P193523217_0;0-0-62-62-62-62-62-62-93-93-93-93-93-93-93-93-124-124-124-124-124-124-124-155-155-155-155-155-155-155-155
0091017700_08062023000008;15;1200;1000;975;45;332.68;GERB--1213_1200_1000;2;none;P205629801_0-P205629801_1-P202629801_0-P202629801_1-P200629801_0-P200629801_1-P200629801_2;0-0-75-75-125-125-125
0091017700_08062023000009;2;1200;1000;975;45;283.032;GERB--1213_1200_1000;100;none;P177570701_0-P177570701_1-P174570701_0-P174570701_1-P174570703_0-P173570701_0-P173570701_1-P173570703_0-P173570703_1;0-0-552-552-552-736-736-736-736
0091017700_08062023000010;5;1206;1010;1185;0;597.15;GERB--0528_1206_1010;100;none;P194532907_0-P194532907_1-P194532907_2-P192532907_0-P192532907_1;0-0-0-66-66
0091017700_08062023000011;1;1200;1000;750;45;1106.6;GERB--1213_1200_1000;100;none;P200500901_0-P200500901_1-P200500903_0-P200500903_1-P200500905_0-P200500905_1-P199500901_0-P199500901_1-P199500903_0-P199500903_1-P199500905_0-P199500905_1-P199500907_0-P198500901_0-P198500901_1-P198500903_0-P198500903_1-P198500905_0-P198500907_0-P195500901_0-P195500901_1-P195500903_0-P195500903_1-P195500905_0-P195500905_1-P195500907_0-P195500907_1;0-0-0-0-0-0-25-25-25-25-25-25-25-50-50-50-50-50-50-125-125-125-125-125-125-125-125
0091017700_08062023000012;3;1206;1010;1185;0;357.9;GERB--0528_1206_1010;100;none;P194317001_0-P194317001_1-P192317001_0-P192317001_1;0-0-68-68
0091017700_08062023000013;6;1206;1010;681;0;740.9;GERB--0528_1206_1010;2;none;P170625801_0-P170625801_1;0-0
0091017700_08062023000014;2;1200;1000;975;45;395.2;GERB--1213_1200_1000;100;none;P172574801_0-P172574801_1-P172574801_2-P172574901_0-P172574901_1-P172574901_2-P172574903_0-P172574903_1-P172574903_2-P171574801_0-P171574801_1-P171574801_2-P171574901_0-P171574901_1-P171574901_2-P171574901_3-P171574903_0-P171574903_1-P171574903_2-P170574801_0-P170574801_1-P170574801_2-P170574901_0-P170574901_1-P170574901_2-P170574903_0-P170574903_1-P170574903_2-P167574801_0-P167574801_1-P167574801_2-P167574901_0-P167574901_1-P167574903_0-P167574903_1;0-0-0-0-0-0-0-0-0-25-25-25-25-25-25-25-25-25-25-50-50-50-50-50-50-50-50-50-125-125-125-125-125-125-125
0091017700_08062023000015;16;1250;1100;1150;45;1590.8;GERB--1343_1250_1100;100;none;P185523217_0-P185523217_1-P185523217_2;0-0-0
0091017700_08062023000016;3;1206;1010;1185;0;378.15;GERB--0528_1206_1010;100;none;P174636301_0-P174636301_1-P173636301_0-P173636301_1-P172636301_0-P172636301_1;0-0-187-187-374-374
0091017700_08062023000017;5;1206;1010;1185;0;267.9;GERB--0528_1206_1010;100;none;P191651901_0-P191651901_1-P188651901_0-P188651901_1-P186651901_0-P186651901_1-P184651901_0-P184651901_1;0-0-66-66-110-110-154-154
0091017700_08062023000018;1;1206;1010;879;0;351.48;GERB--0528_1206_1010;2;none;P209636101_0-P209636101_1-P208636101_0-P208636101_1-P207636101_0-P207636101_1-P207636101_2-P205636101_0-P205636101_1-P205636101_2;0-0-54-54-108-108-108-216-216-216
