ID;Nbr;Length;Width;Height;NestedHeight;Weight;SC;MaxStackability;Orientation;ListOfTrucks;ListOfInventoryCosts
0091017500_14062023000001;1;1130;970;680;0;246.98;GERB--7137_1130_970;100;none;P192633601_0-P192633601_1-P191633601_0-P191633601_1-P188633601_0-P188633601_1-P188633601_2-P187633601_0-P187633601_1-P187633601_2;0-0-102-102-408-408-408-510-510-510
0091017500_14062023000002;1;780;570;478;47;146.376;GERB--3195_780_570;4;widthwise;P187574201_0-P187574201_1-P186574201_0-P186574201_1-P186574203_0-P186574203_1-P185574201_0-P185574201_1-P185574201_2-P184574201_0-P184574201_1-P184574203_0-P184574203_1;0-0-13-13-13-13-26-26-26-39-39-39-39
0091017500_14062023000003;2;1206;1010;351;0;510.6;GERB--0528_1206_1010;100;none;P236627001_0-P236627001_1-P236627001_2;0-0-0
0091017500_14062023000004;10;800;600;634;0;87.8;GERB--3543_800_600;2;none;P191627001_0-P191627001_1-P191627001_2-P188627001_0-P188627001_1-P187627001_0-P187627001_1-P186627001_0-P186627001_1;0-0-0-96-96-128-128-160-160
0091017500_14062023000005;1;1206;1010;681;0;695.9;GERB--0528_1206_1010;100;none;P200520401_0-P200520401_1;0-0
0091017500_14062023000006;21;1600;1200;930;45;312.352;GERB--1613_1600_1200;100;lengthwise;P198633901_0-P198633901_1-P198633901_2-P195633901_0-P195633901_1-P195633901_2-P194633901_0-P194633901_1-P194633901_2-P193633901_0-P193633901_1-P193633901_2;0-0-0-36-36-36-48-48-48-60-60-60
0091017500_14062023000007;1;780;570;478;47;146.376;GERB--3195_780_570;4;widthwise;P185574201_0-P185574201_1-P185574201_2-P184574201_0-P184574201_1-P184574203_0-P184574203_1;0-0-0-13-13-13-13
0091017500_14062023000008;19;780;570;478;47;428.0;GERB--3195_780_570;4;widthwise;P200530501_0-P200530501_1;0-0
0091017500_14062023000009;7;780;570;478;47;360.4;GERB--3195_780_570;4;widthwise;P194625901_0-P194625901_1-P194625901_2-P193625901_0-P193625901_1-P191625901_0-P191625901_1-P191625901_2-P187625901_0-P187625901_1;0-0-0-8-8-24-24-24-56-56
0091017500_14062023000010;1;780;570;478;47;425.76;GERB--3195_780_570;4;widthwise;P247574201_0-P247574201_1-P247574201_2-P244574201_0-P244574201_1-P243574201_0-P243574201_1-P243574201_2-P242574201_0-P242574201_1-P242574201_2;0-0-0-63-63-84-84-84-105-105-105
0091017500_14062023000011;7;800;605;648;0;304.94;GERB--8855_800_605;100;none;P187633901_0-P187633901_1-P187633901_2-P186633901_0-P186633901_1-P186633901_2-P185633901_0-P185633901_1-P185633901_2-P184633901_0-P184633901_1-P184633901_2;0-0-0-58-58-58-116-116-116-174-174-174
0091017500_14062023000012;1;1600;1200;930;45;527.296;GERB--1613_1600_1200;100;lengthwise;P198510901_0-P198510901_1-P198510901_2-P195510901_0-P195510901_1-P194510901_0-P194510901_1-P193510901_0-P193510901_1-P191510901_0-P191510901_1-P191510901_2;0-0-0-57-57-76-76-95-95-133-133-133
0091017500_14062023000013;21;1275;1014;840;140;1106.5;GERB--0051_1275_1014;3;widthwise;P240633801_0-P240633801_1;0-0
0091017500_14062023000014;3;1206;1010;1185;0;384.9;GERB--0528_1206_1010;100;none;P192530503_0-P192530503_1-P185530503_0-P185530503_1;0-0-161-161
0091017500_14062023000015;1;1206;1010;285;0;108.7;GERB--0528_1206_1010;100;none;P195634001_0-P195634001_1-P192634001_0-P192634001_1-P192634001_2;0-0-396-396-396
0091017500_14062023000016;8;1200;1000;975;45;741.0;GERB--1213_1200_1000;100;none;P195574201_0-P195574201_1-P195574201_2-P194574201_0-P194574201_1-P194574201_2-P193574201_0-P193574201_1-P193574203_0-P193574203_1-P192574201_0-P192574201_1-P192574201_2;0-0-0-50-50-50-100-100-100-100-150-150-150
0091017500_14062023000017;37;1600;1200;930;45;314.68;GERB--1613_1600_1200;100;lengthwise;P201520301_0-P201520301_1-P201520301_2-P200520305_0-P200520305_1-P199520301_0-P199520301_1-P199520301_2-P199520305_0-P199520305_1-P198520301_0-P198520301_1-P198520305_0-P198520305_1;0-0-0-13-13-26-26-26-26-26-39-39-39-39
0091017500_14062023000018;8;1600;1200;930;45;370.0;GERB--1613_1600_1200;100;lengthwise;P174574201_0-P174574201_1-P173574201_0-P173574201_1-P172574201_0-P172574201_1-P172574203_0-P172574203_1;0-0-11-11-22-22-22-22
0091017500_14062023000019;7;800;600;634;0;250.04;GERB--3543_800_600;2;none;P201627001_0-P201627001_1-P200627001_0-P200627001_1-P198627001_0-P198627001_1-P198627001_2;0-0-26-26-78-78-78
0091017500_14062023000020;1;1206;1010;1185;0;312.9;GERB--0528_1206_1010;100;none;P181634001_0-P181634001_1-P178634001_0-P178634001_1-P178634001_2;0-0-441-441-441
0091017500_14062023000021;25;1600;1200;930;45;312.352;GERB--1613_1600_1200;100;lengthwise;P244633901_0-P244633901_1-P244633901_2-P243633901_0-P243633901_1-P243633901_2-P242633901_0-P242633901_1-P242633901_2-P241633901_0-P241633901_1-P241633901_2;0-0-0-12-12-12-24-24-24-36-36-36
0091017500_14062023000022;3;800;605;648;0;212.9;GERB--8855_800_605;100;none;P206633901_0-P206633901_1-P206633901_2-P205633901_0-P205633901_1-P205633901_2-P202633901_0-P202633901_1-P202633901_2-P201633901_0-P201633901_1-P201633901_2;0-0-0-47-47-47-188-188-188-235-235-235
0091017500_14062023000023;6;800;600;634;0;286.28;GERB--3543_800_600;2;none;P240627001_0-P240627001_1-P240627001_2-P237627001_0-P237627001_1-P236627001_0-P236627001_1-P236627001_2-P209627001_0-P209627001_1;0-0-0-114-114-152-152-152-1178-1178
0091017500_14062023000024;1;1206;1010;1185;0;492.9;GERB--0528_1206_1010;100;none;P237634001_0-P237634001_1-P209634001_0-P209634001_1;0-0-1232-1232
0091017500_14062023000025;72;1200;1000;975;45;867.0;GERB--1213_1200_1000;1;none;P194633903_0-P194633903_1-P194633903_2-P194633905_0-P194633905_1-P193633903_0-P193633903_1-P193633903_2-P193633905_0-P193633905_1-P192633903_0-P192633903_1-P192633903_2-P192633903_3-P191633903_0-P191633903_1-P191633905_0-P191633905_1;0-0-0-0-0-137-137-137-137-137-274-274-274-274-411-411-411-411
0091017500_14062023000026;9;800;600;634;0;238.28;GERB--3543_800_600;2;none;P184627001_0-P184627001_1-P184627001_2;0-0-0
0091017500_14062023000027;4;1200;1000;975;45;699.12;GERB--1213_1200_1000;100;none;P241574201_0-P241574201_1-P241574201_2-P240574201_0-P240574201_1-P240574201_2-P237574201_0-P237574201_1-P236574201_0-P236574201_1-P236574201_2;0-0-0-54-54-54-216-216-270-270-270
0091017500_14062023000028;1;1206;1010;681;0;545.9;GERB--0528_1206_1010;100;none;P194634201_0-P194634201_1-P194634201_2-P187634201_0-P187634201_1-P187634201_2;0-0-0-266-266-266
0091017500_14062023000029;31;1600;1200;930;45;314.68;GERB--1613_1600_1200;100;lengthwise;P237520305_0-P237520305_1-P236520301_0-P236520301_1-P236520301_2-P209520305_0-P209520305_1-P208520301_0-P208520301_1-P208520301_2;0-0-13-13-13-364-364-377-377-377
0091017500_14062023000030;5;800;600;634;0;197.48;GERB--3543_800_600;2;none;P198627001_0-P198627001_1-P198627001_2-P195627001_0-P195627001_1-P194627001_0-P194627001_1-P193627001_0-P193627001_1;0-0-0-102-102-136-136-170-170
0091017500_14062023000031;3;1206;1010;879;0;812.78;GERB--0528_1206_1010;100;none;P236634201_0-P236634201_1;0-0
0091017500_14062023000032;5;800;605;648;0;304.94;GERB--8855_800_605;100;none;P185633901_0-P185633901_1-P185633901_2-P184633901_0-P184633901_1-P184633901_2;0-0-0-58-58-58
0091017500_14062023000033;8;800;600;634;0;244.52;GERB--3543_800_600;2;none;P243627001_0-P243627001_1-P243627001_2-P242627001_0-P242627001_1-P240627001_0-P240627001_1-P240627001_2;0-0-0-42-42-126-126-126
0091017500_14062023000034;6;780;570;478;47;429.6;GERB--3195_780_570;4;widthwise;P201625901_0-P201625901_1-P201625901_2-P200625901_0-P200625901_1-P198625901_0-P198625901_1-P194625901_0-P194625901_1-P194625901_2;0-0-0-10-10-30-30-70-70-70
0091017500_14062023000035;7;800;600;634;0;238.28;GERB--3543_800_600;2;none;P186627001_0-P186627001_1-P184627001_0-P184627001_1-P184627001_2;0-0-64-64-64
0091017500_14062023000036;6;800;600;634;0;250.04;GERB--3543_800_600;2;none;P237627001_0-P237627001_1-P236627001_0-P236627001_1-P236627001_2-P209627001_0-P209627001_1-P208627001_0-P208627001_1;0-0-26-26-26-728-728-754-754
0091017500_14062023000037;2;1206;1010;1185;0;341.9;GERB--0528_1206_1010;100;none;P202634001_0-P202634001_1-P199634001_0-P199634001_1-P199634001_2;0-0-105-105-105
0091017500_14062023000038;30;1600;1200;930;45;314.68;GERB--1613_1600_1200;100;lengthwise;P207520305_0-P207520305_1-P206520301_0-P206520301_1-P206520301_2-P206520305_0-P206520305_1-P205520301_0-P205520301_1-P205520305_0-P205520305_1-P202520305_0-P202520305_1;0-0-13-13-13-13-13-26-26-26-26-65-65
0091017500_14062023000039;3;780;570;478;47;430.5;GERB--3195_780_570;4;widthwise;P198625901_0-P198625901_1-P194625901_0-P194625901_1-P194625901_2-P193625901_0-P193625901_1-P191625901_0-P191625901_1-P191625901_2;0-0-40-40-40-50-50-70-70-70
0091017500_14062023000040;2;1206;1010;1185;0;378.9;GERB--0528_1206_1010;100;none;P206634001_0-P206634001_1-P206634001_2-P202634001_0-P202634001_1;0-0-0-88-88
0091017500_14062023000041;1;1206;1010;681;0;545.9;GERB--0528_1206_1010;100;none;P187634201_0-P187634201_1-P187634201_2;0-0-0
0091017500_14062023000042;1;1130;970;680;0;258.32;GERB--7137_1130_970;100;none;P193633601_0-P193633601_1-P193633603_0-P193633603_1-P192633601_0-P192633601_1-P191633601_0-P191633601_1-P188633601_0-P188633601_1-P188633601_2;0-0-0-0-97-97-194-194-485-485-485
