ID;Nbr;Length;Width;Height;NestedHeight;Weight;SC;MaxStackability;Orientation;ListOfTrucks;ListOfInventoryCosts
0091017500_08062023000001;3;1130;970;680;0;246.98;GERB--7137_1130_970;100;none;P192633601_0-P192633601_1-P191633601_0-P191633601_1;0-0-510-510
0091017500_08062023000002;1;780;570;478;47;146.376;GERB--3195_780_570;4;widthwise;P187574201_0-P187574201_1-P187574201_2-P186574201_0-P186574201_1-P186574203_0-P186574203_1-P185574201_0-P185574201_1-P185574201_2-P184574201_0-P184574201_1-P184574203_0-P184574203_1;0-0-0-65-65-65-65-130-130-130-195-195-195-195
0091017500_08062023000003;1;1206;1010;351;0;510.6;GERB--0528_1206_1010;100;none;P236627001_0-P236627001_1;0-0
0091017500_08062023000004;9;800;600;634;0;87.8;GERB--3543_800_600;2;none;P191627001_0-P191627001_1-P191627001_2-P188627001_0-P188627001_1-P187627001_0-P187627001_1-P186627001_0-P186627001_1;0-0-0-480-480-640-640-800-800
0091017500_08062023000005;1;1200;1000;975;45;699.12;GERB--1213_1200_1000;100;none;P205574201_0-P205574201_1-P202574201_0-P202574201_1-P202574201_2-P201574201_0-P201574201_1-P201574201_2-P200574201_0-P200574201_1-P200574203_0-P200574203_1;0-0-810-810-810-1080-1080-1080-1350-1350-1350-1350
0091017500_08062023000006;20;1600;1200;930;45;312.352;GERB--1613_1600_1200;100;lengthwise;P198633901_0-P198633901_1-P198633901_2-P195633901_0-P195633901_1-P195633901_2-P194633901_0-P194633901_1-P194633901_2-P193633901_0-P193633901_1-P193633901_2;0-0-0-180-180-180-240-240-240-300-300-300
0091017500_08062023000007;1;780;570;478;47;146.376;GERB--3195_780_570;4;widthwise;P185574201_0-P185574201_1-P185574201_2-P184574201_0-P184574201_1-P184574203_0-P184574203_1;0-0-0-65-65-65-65
0091017500_08062023000008;19;780;570;478;47;428.0;GERB--3195_780_570;4;widthwise;P200530501_0-P200530501_1;0-0
0091017500_08062023000009;6;780;570;478;47;360.4;GERB--3195_780_570;4;widthwise;P194625901_0-P194625901_1-P194625901_2-P193625901_0-P193625901_1-P191625901_0-P191625901_1-P191625901_2-P187625901_0-P187625901_1;0-0-0-40-40-120-120-120-280-280
0091017500_08062023000010;6;800;605;648;0;304.94;GERB--8855_800_605;100;none;P187633901_0-P187633901_1-P187633901_2-P186633901_0-P186633901_1-P186633901_2-P185633901_0-P185633901_1-P185633901_2-P184633901_0-P184633901_1-P184633901_2;0-0-0-290-290-290-580-580-580-870-870-870
0091017500_08062023000011;21;1275;1014;840;140;1106.5;GERB--0051_1275_1014;3;widthwise;P240633801_0-P240633801_1;0-0
0091017500_08062023000012;2;1206;1010;1185;0;384.9;GERB--0528_1206_1010;100;none;P192530503_0-P192530503_1-P185530503_0-P185530503_1;0-0-805-805
0091017500_08062023000013;1;1206;1010;285;0;108.7;GERB--0528_1206_1010;100;none;P195634001_0-P195634001_1;0-0
0091017500_08062023000014;7;1200;1000;975;45;741.0;GERB--1213_1200_1000;100;none;P195574201_0-P195574201_1-P195574201_2-P194574201_0-P194574201_1-P194574201_2-P193574201_0-P193574201_1-P193574203_0-P193574203_1-P192574201_0-P192574201_1-P192574201_2;0-0-0-250-250-250-500-500-500-500-750-750-750
0091017500_08062023000015;36;1600;1200;930;45;314.68;GERB--1613_1600_1200;100;lengthwise;P201520301_0-P201520301_1-P201520301_2-P200520305_0-P200520305_1-P199520301_0-P199520301_1-P199520305_0-P199520305_1-P198520301_0-P198520301_1-P198520305_0-P198520305_1;0-0-0-65-65-130-130-130-130-195-195-195-195
0091017500_08062023000016;7;1600;1200;930;45;370.0;GERB--1613_1600_1200;100;lengthwise;P174574201_0-P174574201_1-P174574201_2-P173574201_0-P173574201_1-P173574201_2-P172574201_0-P172574201_1-P172574203_0-P172574203_1-P171574201_0-P171574201_1-P171574201_2;0-0-0-55-55-55-110-110-110-110-165-165-165
0091017500_08062023000017;7;800;600;634;0;250.04;GERB--3543_800_600;2;none;P201627001_0-P201627001_1-P200627001_0-P200627001_1-P198627001_0-P198627001_1-P198627001_2;0-0-130-130-390-390-390
0091017500_08062023000018;3;800;605;648;0;212.9;GERB--8855_800_605;100;none;P206633901_0-P206633901_1-P206633901_2-P205633901_0-P205633901_1-P205633901_2-P202633901_0-P202633901_1-P202633901_2-P201633901_0-P201633901_1-P201633901_2;0-0-0-235-235-235-940-940-940-1175-1175-1175
0091017500_08062023000019;6;800;600;634;0;286.28;GERB--3543_800_600;2;none;P240627001_0-P240627001_1-P240627001_2-P237627001_0-P237627001_1-P236627001_0-P236627001_1;0-0-0-570-570-760-760
0091017500_08062023000020;1;1206;1010;1185;0;492.9;GERB--0528_1206_1010;100;none;P237634001_0-P237634001_1;0-0
0091017500_08062023000021;67;1200;1000;975;45;867.0;GERB--1213_1200_1000;1;none;P194633903_0-P194633903_1-P194633903_2-P194633905_0-P194633905_1-P193633903_0-P193633903_1-P193633903_2-P193633905_0-P193633905_1-P192633903_0-P192633903_1-P192633903_2-P192633903_3;0-0-0-0-0-685-685-685-685-685-1370-1370-1370-1370
0091017500_08062023000022;9;800;600;634;0;238.28;GERB--3543_800_600;2;none;P184627001_0-P184627001_1-P184627001_2;0-0-0
0091017500_08062023000023;1;1206;1010;681;0;545.9;GERB--0528_1206_1010;100;none;P194634201_0-P194634201_1-P194634201_2-P187634201_0-P187634201_1-P187634201_2;0-0-0-1330-1330-1330
0091017500_08062023000024;30;1600;1200;930;45;314.68;GERB--1613_1600_1200;100;lengthwise;P237520305_0-P237520305_1-P236520301_0-P236520301_1-P236520301_2;0-0-65-65-65
0091017500_08062023000025;4;800;600;634;0;197.48;GERB--3543_800_600;2;none;P198627001_0-P198627001_1-P198627001_2-P195627001_0-P195627001_1-P194627001_0-P194627001_1-P193627001_0-P193627001_1;0-0-0-510-510-680-680-850-850
0091017500_08062023000026;2;1206;1010;879;0;812.78;GERB--0528_1206_1010;100;none;P236634201_0-P236634201_1;0-0
0091017500_08062023000027;5;800;605;648;0;304.94;GERB--8855_800_605;100;none;P185633901_0-P185633901_1-P185633901_2-P184633901_0-P184633901_1-P184633901_2;0-0-0-290-290-290
0091017500_08062023000028;6;780;570;478;47;429.6;GERB--3195_780_570;4;widthwise;P201625901_0-P201625901_1-P201625901_2-P200625901_0-P200625901_1-P198625901_0-P198625901_1-P198625901_2-P194625901_0-P194625901_1-P194625901_2;0-0-0-50-50-150-150-150-350-350-350
0091017500_08062023000029;5;800;600;634;0;238.28;GERB--3543_800_600;2;none;P186627001_0-P186627001_1-P184627001_0-P184627001_1-P184627001_2;0-0-320-320-320
0091017500_08062023000030;5;800;600;634;0;250.04;GERB--3543_800_600;2;none;P237627001_0-P237627001_1-P236627001_0-P236627001_1;0-0-130-130
