ID;Nbr;Length;Width;Height;NestedHeight;Weight;SC;MaxStackability;Orientation;ListOfTrucks;ListOfInventoryCosts
0090015100_03072022000001;1;1206;1010;1085;0;200.6;GERB--0528_1206_1010;100;none;P245173405_0-P245173405_1-P245173405_2-P238173405_0-P238173405_1-P238173405_2;0-0-0-1680-1680-1680
0090015100_03072022000002;2;1200;1000;975;45;393.48;GERB--1213_1200_1000;100;none;P202170801_0-P202170801_1-P199170801_0-P199170801_1-P199170801_2;0-0-270-270-270
0090015100_03072022000003;1;1206;1010;485;0;49.56;GERB--0528_1206_1010;100;none;P192070503_0-P192070503_1-P189070501_0-P189070501_1;0-0-540-540
0090015100_03072022000004;4;2400;1200;630;40;272.0;GERB--0059_2400_1200;100;none;P243356405_0-P243356405_1-P241356405_0-P241356405_1-P241356405_2;0-0-180-180-180
0090015100_03072022000005;4;1200;1200;1490;45;349.045;GERB--0041_1200_1200;100;none;P206073101_0-P206073101_1-P206073101_2-P206073101_3-P206073105_0-P206073105_1-P206073105_2-P203073101_0-P203073101_1-P203073101_2-P203073103_0-P203073103_1-P203073105_0-P203073105_1-P203073109_0-P203073109_1-P202073101_0-P202073101_1-P202073101_2-P202073103_0-P202073103_1-P202073105_0-P202073105_1-P201073101_0-P201073101_1-P201073101_2-P201073103_0-P201073103_1-P201073105_0-P201073105_1;0-0-0-0-0-0-0-90-90-90-90-90-90-90-90-90-120-120-120-120-120-120-120-150-150-150-150-150-150-150
0090015100_03072022000006;12;1605;1205;1030;45;342.664;GERB--0167_1605_1205;100;widthwise;P201174603_0-P201174603_1-P201174603_2-P200174605_0-P200174605_1-P200174605_2-P199174601_0-P199174601_1-P199174601_2;0-0-0-40-40-40-80-80-80
0090015100_03072022000007;12;1605;1205;1490;45;373.48;GERB--0167_1605_1205;100;none;P242073111_0-P242073111_1-P242073111_2-P242073111_3-P242073111_4-P241073101_0-P241073101_1-P241073101_2-P241073101_3-P241073101_4-P238073101_0-P238073101_1-P238073101_2-P238073103_0-P238073103_1-P238073105_0-P238073105_1-P238073109_0-P238073109_1-P237073101_0-P237073101_1-P237073101_2-P237073103_0-P237073103_1-P237073105_0-P237073105_1;0-0-0-0-0-60-60-60-60-60-240-240-240-240-240-240-240-240-240-300-300-300-300-300-300-300
0090015100_03072022000008;1;780;570;478;47;83.95;GERB--3195_780_570;4;widthwise;P203174611_0-P203174611_1-P203174611_2-P202171403_0-P202171403_1-P202171403_2-P201174603_0-P201174603_1-P201174603_2;0-0-0-20-20-20-40-40-40
0090015100_03072022000009;29;2280;1470;990;45;550.1;GERB--1552_2280_1470;100;none;P238170911_0-P238170911_1-P238170911_2-P237170911_0-P237170911_1-P237170911_2-P237171503_0-P237171503_1-P237171503_2-P236170905_0-P236170905_1-P236170911_0-P236170911_1-P235170903_0-P235170903_1-P235170903_2;0-0-0-200-200-200-200-200-200-400-400-400-400-600-600-600
0090015100_03072022000010;1;1206;1010;584;0;67.4;GERB--0528_1206_1010;100;none;P199070309_0-P199070309_1-P199070309_2-P199070309_3-P196070311_0-P196070311_1-P196070311_2-P194070305_0-P194070305_1-P194070305_2-P194070311_0-P194070311_1-P194070311_2;0-0-0-0-480-480-480-800-800-800-800-800-800
0090015100_03072022000011;1;1206;1010;783;0;205.568;GERB--0528_1206_1010;100;none;P207173409_0-P207173409_1;0-0
0090015100_03072022000012;15;2102;1302;950;45;159.6;GERB--2172_2102_1302;100;none;P208071101_0-P208071101_1-P206071103_0-P206071103_1;0-0-80-80
0090015100_03072022000013;2;1206;1010;1047;0;78.272;GERB--0528_1206_1010;100;none;P245356505_0-P245356505_1-P242356503_0-P242356503_1;0-0-240-240
0090015100_03072022000014;4;1170;1000;920;45;306.452;GERB--0037_1170_1000;100;none;P203072303_0-P203072303_1-P200072301_0-P200072301_1;0-0-600-600
