ID;Nbr;Length;Width;Height;NestedHeight;Weight;SC;MaxStackability;Orientation;ListOfTrucks;ListOfInventoryCosts
0090015100_26102022000001;1;1206;1010;485;0;82.075;GERB--0528_1206_1010;100;none;P353070207_0-P353070207_1-P353070207_2-P349070207_0-P349070207_1-P349070207_2;0-0-0-124-124-124
0090015100_26102022000002;1;1200;1000;445;0;45.8;GERB--3551_1200_1000;100;none;P321170603_0-P321170603_1-P321170603_2-P320171701_0-P320171701_1-P320171701_2-P318170603_0-P318170603_1-P318170603_2;0-0-0-29-29-29-87-87-87
0090015100_26102022000003;15;1600;1200;930;45;142.12;GERB--1613_1600_1200;100;none;P347349503_0-P347349503_1-P340349503_0-P340349503_1;0-0-56-56
0090015100_26102022000004;22;1200;1000;975;45;158.552;GERB--1213_1200_1000;100;none;P346222701_0-P346222701_1-P342222703_0-P342222703_1-P341222701_0-P341222701_1;0-0-12-12-15-15
0090015100_26102022000005;12;1600;1200;750;45;117.0;GERB--1613_1600_1200;100;none;P308072303_0-P308072303_1;0-0
0090015100_26102022000006;2;1600;1200;930;45;221.772;GERB--1613_1600_1200;100;none;P336173405_0-P336173405_1-P335173403_0-P335173403_1-P333173409_0-P333173409_1-P329173405_0-P329173405_1;0-0-6-6-18-18-42-42
0090015100_26102022000007;9;1600;1200;1450;45;191.5;GERB--1613_1600_1200;100;none;P321224401_0-P321224401_1-P320224401_0-P320224401_1-P319224403_0-P319224403_1-P318224407_0-P318224407_1;0-0-4-4-8-8-12-12
0090015100_26102022000008;2;1206;1010;1085;0;93.2;GERB--0528_1206_1010;100;none;P343070903_0-P343070903_1-P342070901_0-P342070901_1-P340070901_0-P340070901_1;0-0-5-5-15-15
0090015100_26102022000009;4;780;570;478;47;87.5;GERB--3195_780_570;4;widthwise;P346170801_0-P346170801_1-P342170801_0-P342170801_1;0-0-8-8
0090015100_26102022000010;1;1200;1000;445;0;40.8;GERB--3551_1200_1000;100;none;P328170603_0-P328170603_1-P328170603_2-P327171701_0-P327171701_1-P325170603_0-P325170603_1-P325170603_2;0-0-0-37-37-111-111-111
0090015100_26102022000011;2;1200;1000;750;45;279.8;GERB--1213_1200_1000;100;none;P350071701_0-P350071701_1-P350071701_2-P349071701_0-P349071701_1-P347071701_0-P347071701_1-P347071701_2-P347071701_3;0-0-0-4-4-12-12-12-12
0090015100_26102022000012;10;1200;1000;930;45;326.35;GERB--1213_1200_1000;100;none;P341251111_0-P341251111_1-P341251111_2;0-0-0
0090015100_26102022000013;1;1200;1000;750;45;170.1;GERB--1213_1200_1000;100;none;P349223803_0-P349223803_1-P348223205_0-P348223205_1-P347223207_0-P347223207_1-P346223203_0-P346223203_1;0-0-6-6-12-12-18-18
0090015100_26102022000014;1;1206;1010;1185;0;210.9;GERB--0528_1206_1010;100;none;P350231901_0-P350231901_1-P350231901_2-P350231901_3;0-0-0-0
