ID;Nbr;Length;Width;Height;NestedHeight;Weight;SC;MaxStackability;Orientation;ListOfTrucks;ListOfInventoryCosts
0090016500_08062023000001;10;1275;1014;840;140;1228.8;GERB--0051_1275_1014;3;lengthwise;P174623501_0-P174623501_1-P174623501_2-P172623501_0-P172623501_1-P172623501_2;0-0-0-56-56-56
0090016500_08062023000002;7;1200;1000;975;45;302.92;GERB--1213_1200_1000;100;none;P205525805_0-P205525805_1-P201525805_0-P201525805_1;0-0-32-32
0090016500_08062023000003;1;780;570;478;47;474.0;GERB--3195_780_570;4;widthwise;P170525803_0-P170525803_1;0-0
0090016500_08062023000004;6;1200;1000;930;45;177.515;GERB--1213_1200_1000;100;none;P181624101_0-P181624101_1-P179624101_0-P179624101_1;0-0-8-8
0090016500_08062023000005;34;1600;1200;930;45;374.02;GERB--1613_1600_1200;100;lengthwise;P198515401_0-P198515401_1-P198515403_0-P198515403_1-P198515405_0-P195515401_0-P195515401_1-P195515403_0-P195515403_1-P194515401_0-P194515401_1-P194515403_0-P194515403_1-P194515405_0-P194515405_1-P193515401_0-P193515401_1-P193515403_0-P193515403_1;0-0-0-0-0-30-30-30-30-40-40-40-40-40-40-50-50-50-50
0090016500_08062023000006;2;1206;1010;681;0;713.9;GERB--0528_1206_1010;1;none;P193623901_0-P193623901_1-P191623901_0-P191623901_1-P186623901_0-P186623901_1;0-0-140-140-490-490
0090016500_08062023000007;6;1200;1000;975;45;1114.2;GERB--1213_1200_1000;100;none;P236574403_0-P236574403_1;0-0
0090016500_08062023000008;8;1275;1014;840;140;1302.9;GERB--0051_1275_1014;3;lengthwise;P202570601_0-P202570601_1-P201570601_0-P201570601_1-P200570601_0-P200570601_1-P199570601_0-P199570601_1-P199570603_0;0-0-15-15-30-30-45-45-45
0090016500_08062023000009;5;1600;1200;930;45;374.02;GERB--1613_1600_1200;100;lengthwise;P198515403_0-P198515403_1-P198515405_0-P195515401_0-P195515401_1-P195515403_0-P195515403_1-P194515401_0-P194515401_1-P194515403_0-P194515403_1-P194515405_0-P194515405_1-P193515401_0-P193515401_1-P193515403_0-P193515403_1;0-0-0-30-30-30-30-40-40-40-40-40-40-50-50-50-50
0090016500_08062023000010;2;780;570;478;47;474.0;GERB--3195_780_570;4;widthwise;P177525803_0-P177525803_1-P177525805_0-P174525803_0-P174525803_1-P173525803_0-P173525803_1-P173525805_0-P173525805_1-P172525803_0-P172525803_1;0-0-0-24-24-32-32-32-32-40-40
0090016500_08062023000011;21;1600;1200;930;45;486.928;GERB--1613_1600_1200;100;lengthwise;P207575101_0-P207575101_1-P207575105_0-P206575103_0-P206575103_1-P205575101_0-P205575101_1-P205575105_0-P202575103_0-P202575103_1;0-0-0-16-16-32-32-32-80-80
0090016500_08062023000012;5;1600;1200;930;45;523.792;GERB--1613_1600_1200;100;lengthwise;P194525601_0-P194525601_1-P192525601_0-P192525601_1-P192525601_2-P191525601_0-P191525601_1;0-0-36-36-36-54-54
0090016500_08062023000013;3;800;600;560;42;397.12;GERB--0588_800_600;100;none;P192623401_0-P192623401_1-P191623401_0-P191623401_1-P188623401_0-P188623401_1-P187623401_0-P187623401_1-P187623401_2;0-0-10-10-40-40-50-50-50
0090016500_08062023000014;6;1275;1014;840;140;1153.8;GERB--0051_1275_1014;3;lengthwise;P205623401_0-P205623401_1-P205623401_2-P202623401_0-P202623401_1-P201623401_0-P201623401_1-P201623401_2-P200623401_0-P200623401_1;0-0-0-81-81-108-108-108-135-135
0090016500_08062023000015;1;1275;1014;840;140;1233.0;GERB--0051_1275_1014;3;lengthwise;P187623401_0-P187623401_1-P187623401_2;0-0-0
0090016500_08062023000016;3;1206;1010;1185;0;173.9;GERB--0528_1206_1010;100;none;P200575101_0-P200575101_1-P198575101_0-P198575101_1;0-0-20-20
0090016500_08062023000017;7;800;600;560;42;432.5;GERB--0588_800_600;100;none;P174525803_0-P174525803_1-P173525803_0-P173525803_1-P173525805_0-P173525805_1-P172525803_0-P172525803_1-P171525803_0-P171525803_1;0-0-10-10-10-10-20-20-30-30
0090016500_08062023000018;11;1275;1014;840;140;1302.9;GERB--0051_1275_1014;3;lengthwise;P200570601_0-P200570601_1-P199570601_0-P199570601_1-P199570603_0-P198570601_0-P198570601_1-P195570601_0-P195570601_1-P195570603_0-P195570603_1;0-0-15-15-15-30-30-75-75-75-75
