ID;Nbr;Length;Width;Height;NestedHeight;Weight;SC;MaxStackability;Orientation;ListOfTrucks;ListOfInventoryCosts
0090016800_26102022000001;1;1206;1010;1181;0;221.4;GERB--0528_1206_1010;100;none;P332409305_0-P332409305_1-P329409301_0-P329409301_1-P329409301_2;0-0-84-84-84
0090016800_26102022000002;2;1206;1010;1181;0;156.9;GERB--0528_1206_1010;100;none;P350409301_0-P350409301_1-P350409301_2-P348409303_0-P348409303_1-P348409303_2;0-0-0-42-42-42
0090016800_26102022000003;1;1206;1010;485;0;66.75;GERB--0528_1206_1010;2;none;P326408301_0-P326408301_1-P326408303_0-P325408301_0-P325408301_1-P325408301_2-P325408309_0-P325408309_1;0-0-0-15-15-15-15-15
0090016800_26102022000004;3;1206;1010;1085;0;118.7;GERB--0528_1206_1010;100;none;P322415201_0-P322415201_1-P319415201_0-P319415201_1;0-0-9-9
0090016800_26102022000005;1;1206;1010;1085;0;209.6;GERB--0528_1206_1010;100;none;P336409301_0-P336409301_1-P336409301_2;0-0-0
0090016800_26102022000006;1;1206;1010;1385;0;182.96;GERB--0528_1206_1010;2;none;P333408301_0-P333408301_1-P332408301_0-P332408301_1-P332408309_0-P332408309_1;0-0-5-5-5-5
0090016800_26102022000007;7;1600;1200;930;45;169.78;GERB--1613_1600_1200;100;none;P329408301_0-P329408301_1-P329408305_0-P329408305_1-P328408301_0-P328408301_1-P328408305_0-P328408305_1;0-0-0-0-1-1-1-1
0090016800_26102022000008;1;1206;1010;485;0;66.94;GERB--0528_1206_1010;100;none;P322448603_0-P322448603_1-P322448603_2;0-0-0
0090016800_26102022000009;1;1200;1000;930;45;1039.0;GERB--1213_1200_1000;100;none;P346403501_0-P346403501_1-P346403501_2-P346403507_0-P346403507_1-P346403507_2-P344403551_0-P344403551_1-P344403551_2-P344403551_3;0-0-0-0-0-0-40-40-40-40
0090016800_26102022000010;1;780;570;478;47;386.7;GERB--3195_780_570;4;widthwise;P320403501_0-P320403501_1-P320403501_2-P319403501_0-P319403501_1-P319403501_2-P319403501_3-P319403505_0-P319403505_1-P319403505_2;0-0-0-13-13-13-13-13-13-13
0090016800_26102022000011;2;1200;1000;930;45;422.8;GERB--1213_1200_1000;100;none;P321403501_0-P321403501_1-P321403501_2-P321403509_0-P321403509_1-P320403501_0-P320403501_1-P320403501_2;0-0-0-0-0-6-6-6
0090016800_26102022000012;1;1206;1010;1391;0;188.852;GERB--0528_1206_1010;100;none;P320448603_0-P320448603_1-P319448601_0-P319448601_1-P319448605_0-P319448605_1;0-0-21-21-21-21
0090016800_26102022000013;1;1206;1010;1085;0;107.6;GERB--0528_1206_1010;100;none;P336448603_0-P336448603_1-P336448603_2;0-0-0
0090016800_26102022000014;6;1209;1007;990;20;88.988;GERB--2034_1209_1007;100;none;P325400301_0-P325400301_1-P325400301_2-P322400301_0-P322400301_1-P322400301_2;0-0-0-12-12-12
0090016800_26102022000015;3;780;570;478;47;118.8;GERB--3195_780_570;4;widthwise;P351403551_0-P351403551_1-P351403551_2-P351403551_3-P350403503_0-P350403503_1-P350403503_2-P350403503_3;0-0-0-0-2-2-2-2
0090016800_26102022000016;1;780;570;478;47;96.0;GERB--3195_780_570;4;widthwise;P327403501_0-P327403501_1-P327403501_2-P326403501_0-P326403501_1-P326403501_2-P326403501_3-P326403505_0-P326403505_1-P326403505_2;0-0-0-2-2-2-2-2-2-2
0090016800_26102022000017;1;1140;980;1071;0;223.666;GERB--7391_1140_980;100;none;P327414801_0-P327414801_1-P326414801_0-P326414801_1-P322414801_0-P322414801_1;0-0-190-190-950-950
0090016800_26102022000018;1;1206;1010;1185;0;143.8;GERB--0528_1206_1010;2;none;P349408305_0-P349408305_1-P348408301_0-P348408301_1-P348408305_0-P348408305_1;0-0-4-4-4-4
0090016800_26102022000019;1;1206;1010;1181;0;305.4;GERB--0528_1206_1010;100;none;P322401303_0-P322401303_1-P322401303_2-P321401301_0-P321401301_1;0-0-0-20-20
0090016800_26102022000020;1;1206;1010;1382;0;124.2;GERB--0528_1206_1010;2;none;P353408309_0-P353408309_1-P351408351_0-P351408351_1;0-0-6-6
0090016800_26102022000021;9;1200;1000;930;45;380.08;GERB--1213_1200_1000;2;none;P332412701_0-P332412701_1-P332412701_2-P328412701_0-P328412701_1-P328412701_2-P327412703_0-P327412703_1-P327412703_2;0-0-0-20-20-20-25-25-25
0090016800_26102022000022;2;780;570;478;47;142.4;GERB--3195_780_570;4;widthwise;P348403501_0-P348403501_1-P348403501_2-P347403501_0-P347403501_1-P347403501_2-P347403501_3-P347403505_0-P347403505_1-P347403505_2;0-0-0-2-2-2-2-2-2-2
0090016800_26102022000023;1;1206;1010;1385;0;101.0;GERB--0528_1206_1010;2;none;P346408309_0-P346408309_1-P344408351_0-P344408351_1;0-0-12-12
0090016800_26102022000024;1;1200;1000;930;45;458.65;GERB--1213_1200_1000;100;none;P346403501_0-P346403501_1-P346403501_2-P346403507_0-P346403507_1-P346403507_2-P344403551_0-P344403551_1-P344403551_2-P344403551_3;0-0-0-0-0-0-8-8-8-8
0090016800_26102022000025;3;1206;1010;1083;0;132.44;GERB--0528_1206_1010;2;none;P328408301_0-P328408301_1-P328408305_0-P328408305_1-P327408301_0-P327408301_1-P327408305_0-P327408305_1;0-0-0-0-1-1-1-1
0090016800_26102022000026;1;1206;1010;1385;0;156.48;GERB--0528_1206_1010;2;none;P311408309_0-P311408309_1-P308408301_0-P308408301_1-P308408305_0-P308408305_1;0-0-15-15-15-15
0090016800_26102022000027;1;1206;1010;1085;0;67.55;GERB--0528_1206_1010;100;none;P353416601_0-P353416601_1-P349416601_0-P349416601_1;0-0-24-24
0090016800_26102022000028;1;1140;980;1071;0;212.047;GERB--7391_1140_980;100;none;P315414801_0-P315414801_1-P313414801_0-P313414801_1;0-0-1520-1520
0090016800_26102022000029;1;1206;1010;1385;0;173.6;GERB--0528_1206_1010;2;none;P308408305_0-P308408305_1-P307408301_0-P307408301_1-P307408305_0-P307408305_1;0-0-5-5-5-5
0090016800_26102022000030;1;780;570;478;47;117.0;GERB--3195_780_570;4;widthwise;P328403501_0-P328403501_1-P328403501_2-P327403501_0-P327403501_1-P327403501_2;0-0-0-3-3-3
0090016800_26102022000031;1;1206;1010;485;0;94.2;GERB--0528_1206_1010;100;none;P342419105_0-P342419105_1-P339419105_0-P339419105_1;0-0-60-60
0090016800_26102022000032;1;1206;1010;485;0;83.005;GERB--0528_1206_1010;100;none;P336448603_0-P336448603_1-P336448603_2;0-0-0
0090016800_26102022000033;1;1206;1010;285;0;62.888;GERB--0528_1206_1010;100;none;P307442705_0-P307442705_1-P307442705_2;0-0-0
0090016800_26102022000034;1;1206;1010;485;0;86.6;GERB--0528_1206_1010;100;none;P340448601_0-P340448601_1-P340448605_0-P340448605_1-P339448601_0-P339448601_1-P339448601_2;0-0-0-0-36-36-36
