ID;Length;Width;Height;Weight;Density;ListOfItems;TruckCost
P016706601_0;12420;2460;2660;48000;1500;0090018000_26102022000342-0090018000_26102022000752-0090018000_26102022001123-0090018000_26102022001473-0090018000_26102022001634-0090018000_26102022002443-0090018000_26102022003018-0090018000_26102022003240;1500.0
P016706601_1;12420;2460;2660;48000;1500;0090018000_26102022000342-0090018000_26102022000752-0090018000_26102022001123-0090018000_26102022001473-0090018000_26102022001634-0090018000_26102022002443-0090018000_26102022003018-0090018000_26102022003240;1800.0
P016708201_0;14940;2500;2950;24000;1500;0090018000_26102022000272-0090018000_26102022000279-0090018000_26102022000303-0090018000_26102022000578-0090018000_26102022000878-0090018000_26102022001110-0090018000_26102022001691-0090018000_26102022001696-0090018000_26102022002126-0090018000_26102022002407-0090018000_26102022002907-0090018000_26102022003364-0090018000_26102022003587;1500.0
P016708201_1;14940;2500;2950;24000;1500;0090018000_26102022000272-0090018000_26102022000279-0090018000_26102022000303-0090018000_26102022000578-0090018000_26102022000878-0090018000_26102022001110-0090018000_26102022001691-0090018000_26102022001696-0090018000_26102022002126-0090018000_26102022002407-0090018000_26102022002907-0090018000_26102022003364-0090018000_26102022003587;1800.0
P016709601_0;14940;2500;2950;24000;1500;0090018000_26102022000435-0090018000_26102022000514-0090018000_26102022000534-0090018000_26102022000865-0090018000_26102022000940-0090018000_26102022001315-0090018000_26102022001382-0090018000_26102022001399-0090018000_26102022001508-0090018000_26102022002284-0090018000_26102022003124-0090018000_26102022003354;1500.0
P016709601_1;14940;2500;2950;24000;1500;0090018000_26102022000435-0090018000_26102022000514-0090018000_26102022000534-0090018000_26102022000865-0090018000_26102022000940-0090018000_26102022001315-0090018000_26102022001382-0090018000_26102022001399-0090018000_26102022001508-0090018000_26102022002284-0090018000_26102022003124-0090018000_26102022003354;1800.0
P016711301_0;14500;2400;2800;30000;1500;0090018000_26102022000081-0090018000_26102022000127-0090018000_26102022000150-0090018000_26102022000158-0090018000_26102022000205-0090018000_26102022000217-0090018000_26102022000221-0090018000_26102022000222-0090018000_26102022000254-0090018000_26102022000262-0090018000_26102022000284-0090018000_26102022000290-0090018000_26102022000343-0090018000_26102022000348-0090018000_26102022000388-0090018000_26102022000444-0090018000_26102022000470-0090018000_26102022000488-0090018000_26102022000494-0090018000_26102022000504-0090018000_26102022000527-0090018000_26102022000554-0090018000_26102022000639-0090018000_26102022000652-0090018000_26102022000708-0090018000_26102022000719-0090018000_26102022000732-0090018000_26102022000740-0090018000_26102022000748-0090018000_26102022000751-0090018000_26102022000844-0090018000_26102022000847-0090018000_26102022000871-0090018000_26102022000994-0090018000_26102022001053-0090018000_26102022001067-0090018000_26102022001072-0090018000_26102022001109-0090018000_26102022001160-0090018000_26102022001169-0090018000_26102022001192-0090018000_26102022001219-0090018000_26102022001261-0090018000_26102022001273-0090018000_26102022001322-0090018000_26102022001341-0090018000_26102022001358-0090018000_26102022001372-0090018000_26102022001390-0090018000_26102022001402-0090018000_26102022001435-0090018000_26102022001454-0090018000_26102022001499-0090018000_26102022001513-0090018000_26102022001531-0090018000_26102022001570-0090018000_26102022001599-0090018000_26102022001609-0090018000_26102022001627-0090018000_26102022001633-0090018000_26102022001824-0090018000_26102022001828-0090018000_26102022001867-0090018000_26102022001891-0090018000_26102022001949-0090018000_26102022002021-0090018000_26102022002084-0090018000_26102022002148-0090018000_26102022002162-0090018000_26102022002200-0090018000_26102022002259-0090018000_26102022002275-0090018000_26102022002298-0090018000_26102022002332-0090018000_26102022002427-0090018000_26102022002432-0090018000_26102022002435-0090018000_26102022002448-0090018000_26102022002461-0090018000_26102022002465-0090018000_26102022002498-0090018000_26102022002537-0090018000_26102022002571-0090018000_26102022002744-0090018000_26102022002745-0090018000_26102022002778-0090018000_26102022002785-0090018000_26102022002816-0090018000_26102022002919-0090018000_26102022002958-0090018000_26102022002961-0090018000_26102022002979-0090018000_26102022002996-0090018000_26102022002998-0090018000_26102022003030-0090018000_26102022003036-0090018000_26102022003045-0090018000_26102022003123-0090018000_26102022003139-0090018000_26102022003187-0090018000_26102022003193-0090018000_26102022003213-0090018000_26102022003220-0090018000_26102022003231-0090018000_26102022003299-0090018000_26102022003330-0090018000_26102022003334-0090018000_26102022003406-0090018000_26102022003423-0090018000_26102022003433-0090018000_26102022003447-0090018000_26102022003450-0090018000_26102022003503;1500.0
P016711301_1;14500;2400;2800;30000;1500;0090018000_26102022000081-0090018000_26102022000127-0090018000_26102022000150-0090018000_26102022000158-0090018000_26102022000205-0090018000_26102022000217-0090018000_26102022000221-0090018000_26102022000222-0090018000_26102022000254-0090018000_26102022000262-0090018000_26102022000284-0090018000_26102022000290-0090018000_26102022000343-0090018000_26102022000348-0090018000_26102022000388-0090018000_26102022000444-0090018000_26102022000470-0090018000_26102022000488-0090018000_26102022000494-0090018000_26102022000504-0090018000_26102022000527-0090018000_26102022000554-0090018000_26102022000639-0090018000_26102022000652-0090018000_26102022000708-0090018000_26102022000719-0090018000_26102022000732-0090018000_26102022000740-0090018000_26102022000748-0090018000_26102022000751-0090018000_26102022000844-0090018000_26102022000847-0090018000_26102022000871-0090018000_26102022000994-0090018000_26102022001053-0090018000_26102022001067-0090018000_26102022001072-0090018000_26102022001109-0090018000_26102022001160-0090018000_26102022001169-0090018000_26102022001192-0090018000_26102022001219-0090018000_26102022001261-0090018000_26102022001273-0090018000_26102022001322-0090018000_26102022001341-0090018000_26102022001358-0090018000_26102022001372-0090018000_26102022001390-0090018000_26102022001402-0090018000_26102022001435-0090018000_26102022001454-0090018000_26102022001499-0090018000_26102022001513-0090018000_26102022001531-0090018000_26102022001570-0090018000_26102022001599-0090018000_26102022001609-0090018000_26102022001627-0090018000_26102022001633-0090018000_26102022001824-0090018000_26102022001828-0090018000_26102022001867-0090018000_26102022001891-0090018000_26102022001949-0090018000_26102022002021-0090018000_26102022002084-0090018000_26102022002148-0090018000_26102022002162-0090018000_26102022002200-0090018000_26102022002259-0090018000_26102022002275-0090018000_26102022002298-0090018000_26102022002332-0090018000_26102022002427-0090018000_26102022002432-0090018000_26102022002435-0090018000_26102022002448-0090018000_26102022002461-0090018000_26102022002465-0090018000_26102022002498-0090018000_26102022002537-0090018000_26102022002571-0090018000_26102022002744-0090018000_26102022002745-0090018000_26102022002778-0090018000_26102022002785-0090018000_26102022002816-0090018000_26102022002919-0090018000_26102022002958-0090018000_26102022002961-0090018000_26102022002979-0090018000_26102022002996-0090018000_26102022002998-0090018000_26102022003030-0090018000_26102022003036-0090018000_26102022003045-0090018000_26102022003123-0090018000_26102022003139-0090018000_26102022003187-0090018000_26102022003193-0090018000_26102022003213-0090018000_26102022003220-0090018000_26102022003231-0090018000_26102022003299-0090018000_26102022003330-0090018000_26102022003334-0090018000_26102022003406-0090018000_26102022003423-0090018000_26102022003433-0090018000_26102022003447-0090018000_26102022003450-0090018000_26102022003503;1800.0
P016714201_0;14940;2500;2950;24000;1500;0090018000_26102022000753-0090018000_26102022001640-0090018000_26102022002063-0090018000_26102022002954-0090018000_26102022003083-0090018000_26102022003247;1500.0
P016714201_1;14940;2500;2950;24000;1500;0090018000_26102022000753-0090018000_26102022001640-0090018000_26102022002063-0090018000_26102022002954-0090018000_26102022003083-0090018000_26102022003247;1800.0
