ID;Length;Width;Height;Weight;Density;ListOfItems;TruckCost
P065590903_0;13500;2440;2600;24000;1300;0091017600_28022023000012-0091017600_28022023000028-0091017600_28022023000117-0091017600_28022023000128-0091017600_28022023000188-0091017600_28022023000210-0091017600_28022023000283-0091017600_28022023000356-0091017600_28022023000401-0091017600_28022023000495-0091017600_28022023000565-0091017600_28022023000890-0091017600_28022023000971-0091017600_28022023001114-0091017600_28022023001170;1500.0
P066590903_0;13500;2440;2600;24000;1300;0091017600_28022023000012-0091017600_28022023000028-0091017600_28022023000117-0091017600_28022023000128-0091017600_28022023000188-0091017600_28022023000210-0091017600_28022023000283-0091017600_28022023000356-0091017600_28022023000401-0091017600_28022023000495-0091017600_28022023000565-0091017600_28022023000890-0091017600_28022023000971-0091017600_28022023001114-0091017600_28022023001170;1500.0
P066590903_1;13500;2440;2600;24000;1300;0091017600_28022023000012-0091017600_28022023000028-0091017600_28022023000117-0091017600_28022023000128-0091017600_28022023000188-0091017600_28022023000210-0091017600_28022023000283-0091017600_28022023000356-0091017600_28022023000401-0091017600_28022023000495-0091017600_28022023000565-0091017600_28022023000890-0091017600_28022023000971-0091017600_28022023001114-0091017600_28022023001170;1800.0
P068532609_0;13500;2440;2900;24000;1130;0091017600_28022023000106-0091017600_28022023000175-0091017600_28022023001010-0091017600_28022023001415;1500.0
P068532609_1;13500;2440;2900;24000;1130;0091017600_28022023000106-0091017600_28022023000175-0091017600_28022023001010-0091017600_28022023001415;1800.0
P068550301_0;13500;2440;2800;24500;1300;0091017600_28022023000080-0091017600_28022023000947-0091017600_28022023001234;1500.0
P068590903_0;13500;2440;2600;24000;1300;0091017600_28022023000004-0091017600_28022023000012-0091017600_28022023000016-0091017600_28022023000019-0091017600_28022023000028-0091017600_28022023000054-0091017600_28022023000079-0091017600_28022023000131-0091017600_28022023000188-0091017600_28022023000191-0091017600_28022023000210-0091017600_28022023000275-0091017600_28022023000283-0091017600_28022023000356-0091017600_28022023000401-0091017600_28022023000411-0091017600_28022023000462-0091017600_28022023000483-0091017600_28022023000495-0091017600_28022023000512-0091017600_28022023000519-0091017600_28022023000526-0091017600_28022023000536-0091017600_28022023000547-0091017600_28022023000560-0091017600_28022023000564-0091017600_28022023000603-0091017600_28022023000682-0091017600_28022023000684-0091017600_28022023000745-0091017600_28022023000843-0091017600_28022023000883-0091017600_28022023000907-0091017600_28022023000925-0091017600_28022023000946-0091017600_28022023000956-0091017600_28022023000969-0091017600_28022023000985-0091017600_28022023000998-0091017600_28022023001024-0091017600_28022023001036-0091017600_28022023001097-0091017600_28022023001109-0091017600_28022023001114-0091017600_28022023001142-0091017600_28022023001177-0091017600_28022023001202-0091017600_28022023001227-0091017600_28022023001257-0091017600_28022023001324-0091017600_28022023001383-0091017600_28022023001389-0091017600_28022023001422-0091017600_28022023001436-0091017600_28022023001462;1500.0
P068590903_1;13500;2440;2600;24000;1300;0091017600_28022023000004-0091017600_28022023000012-0091017600_28022023000016-0091017600_28022023000019-0091017600_28022023000028-0091017600_28022023000054-0091017600_28022023000079-0091017600_28022023000131-0091017600_28022023000188-0091017600_28022023000191-0091017600_28022023000210-0091017600_28022023000275-0091017600_28022023000283-0091017600_28022023000356-0091017600_28022023000401-0091017600_28022023000411-0091017600_28022023000462-0091017600_28022023000483-0091017600_28022023000495-0091017600_28022023000512-0091017600_28022023000519-0091017600_28022023000526-0091017600_28022023000536-0091017600_28022023000547-0091017600_28022023000560-0091017600_28022023000564-0091017600_28022023000603-0091017600_28022023000682-0091017600_28022023000684-0091017600_28022023000745-0091017600_28022023000843-0091017600_28022023000883-0091017600_28022023000907-0091017600_28022023000925-0091017600_28022023000946-0091017600_28022023000956-0091017600_28022023000969-0091017600_28022023000985-0091017600_28022023000998-0091017600_28022023001024-0091017600_28022023001036-0091017600_28022023001097-0091017600_28022023001109-0091017600_28022023001114-0091017600_28022023001142-0091017600_28022023001177-0091017600_28022023001202-0091017600_28022023001227-0091017600_28022023001257-0091017600_28022023001324-0091017600_28022023001383-0091017600_28022023001389-0091017600_28022023001422-0091017600_28022023001436-0091017600_28022023001462;1800.0
P068590903_2;13500;2440;2600;24000;1300;0091017600_28022023000004-0091017600_28022023000012-0091017600_28022023000016-0091017600_28022023000019-0091017600_28022023000028-0091017600_28022023000054-0091017600_28022023000079-0091017600_28022023000131-0091017600_28022023000188-0091017600_28022023000191-0091017600_28022023000210-0091017600_28022023000275-0091017600_28022023000283-0091017600_28022023000356-0091017600_28022023000401-0091017600_28022023000411-0091017600_28022023000462-0091017600_28022023000483-0091017600_28022023000495-0091017600_28022023000512-0091017600_28022023000519-0091017600_28022023000526-0091017600_28022023000536-0091017600_28022023000547-0091017600_28022023000560-0091017600_28022023000564-0091017600_28022023000603-0091017600_28022023000682-0091017600_28022023000684-0091017600_28022023000745-0091017600_28022023000843-0091017600_28022023000883-0091017600_28022023000907-0091017600_28022023000925-0091017600_28022023000946-0091017600_28022023000956-0091017600_28022023000969-0091017600_28022023000985-0091017600_28022023000998-0091017600_28022023001024-0091017600_28022023001036-0091017600_28022023001097-0091017600_28022023001109-0091017600_28022023001114-0091017600_28022023001142-0091017600_28022023001177-0091017600_28022023001202-0091017600_28022023001227-0091017600_28022023001257-0091017600_28022023001324-0091017600_28022023001383-0091017600_28022023001389-0091017600_28022023001422-0091017600_28022023001436-0091017600_28022023001462;1800.0
P072590903_0;13500;2440;2600;24000;1300;0091017600_28022023000016-0091017600_28022023000019-0091017600_28022023000079-0091017600_28022023000107-0091017600_28022023000131-0091017600_28022023000204-0091017600_28022023000231-0091017600_28022023000275-0091017600_28022023000289-0091017600_28022023000383-0091017600_28022023000411-0091017600_28022023000462-0091017600_28022023000483-0091017600_28022023000512-0091017600_28022023000519-0091017600_28022023000526-0091017600_28022023000536-0091017600_28022023000547-0091017600_28022023000560-0091017600_28022023000603-0091017600_28022023000682-0091017600_28022023000684-0091017600_28022023000762-0091017600_28022023000796-0091017600_28022023000843-0091017600_28022023000853-0091017600_28022023000871-0091017600_28022023000883-0091017600_28022023000886-0091017600_28022023000907-0091017600_28022023000925-0091017600_28022023000929-0091017600_28022023000939-0091017600_28022023000946-0091017600_28022023000956-0091017600_28022023000965-0091017600_28022023000969-0091017600_28022023000978-0091017600_28022023001106-0091017600_28022023001109-0091017600_28022023001142-0091017600_28022023001196-0091017600_28022023001202-0091017600_28022023001206-0091017600_28022023001210-0091017600_28022023001246-0091017600_28022023001257-0091017600_28022023001264-0091017600_28022023001324-0091017600_28022023001383-0091017600_28022023001389-0091017600_28022023001436-0091017600_28022023001456-0091017600_28022023001462;1500.0
