ID;Nbr;Length;Width;Height;NestedHeight;Weight;SC;MaxStackability;Orientation;ListOfTrucks;ListOfInventoryCosts
0091017600_26102022000001;3;1200;1000;750;45;282.7;GERB--1213_1200_1000;100;none;P349652001_0-P349652001_1-P348652001_0-P348652001_1-P348652005_0-P348652005_1-P347652001_0-P347652001_1-P346652001_0-P346652001_1-P346652005_0;0-0-30-30-30-30-60-60-90-90-90
0091017600_26102022000002;59;1200;1000;975;45;189.96;GERB--1213_1200_1000;100;none;P347354601_0-P347354601_1-P346354601_0-P346354601_1-P341354601_0-P341354601_1-P341354601_2;0-0-50-50-300-300-300
0091017600_26102022000003;3;1200;1000;975;45;367.776;GERB--1213_1200_1000;100;none;P326652001_0-P326652001_1-P325652001_0-P325652001_1-P322652001_0-P322652001_1-P322652001_2-P321652001_0-P321652001_1;0-0-20-20-80-80-80-100-100
0091017600_26102022000004;1;1200;800;950;0;130.24;GERB--3737_1200_800;100;none;P328590903_0-P328590903_1-P328590903_2-P326590903_0-P326590903_1-P325590903_0-P325590903_1;0-0-0-1050-1050-1575-1575
0091017600_26102022000005;1;780;570;478;47;67.0;GERB--3195_780_570;4;widthwise;P348652003_0-P348652003_1-P348652003_2-P347652003_0-P347652003_1-P347652003_2-P346652003_0-P346652003_1-P346652003_2-P343652003_0-P343652003_1-P343652003_2;0-0-0-5-5-5-10-10-10-25-25-25
0091017600_26102022000006;7;1200;1000;975;45;184.968;GERB--1213_1200_1000;100;none;P320652003_0-P320652003_1;0-0
0091017600_26102022000007;6;1206;1010;1382;0;155.8;GERB--0528_1206_1010;100;none;P335540101_0-P335540101_1-P333540101_0-P333540101_1-P328540101_0-P328540101_1;0-0-240-240-840-840
0091017600_26102022000008;1;780;570;478;47;110.0;GERB--3195_780_570;4;widthwise;P332652003_0-P332652003_1-P332652003_2-P329652003_0-P329652003_1-P329652003_2-P328652003_0-P328652003_1-P328652003_2-P327652003_0-P327652003_1-P327652003_2;0-0-0-45-45-45-60-60-60-75-75-75
0091017600_26102022000009;2;780;570;478;47;193.05;GERB--3195_780_570;4;widthwise;P341652001_0-P341652001_1-P339652001_0-P339652001_1-P336652001_0-P336652001_1-P335652001_0-P335652001_1;0-0-30-30-75-75-90-90
0091017600_26102022000010;8;1600;1200;930;45;281.034;GERB--1613_1600_1200;100;widthwise;P326652001_0-P326652001_1-P325652001_0-P325652001_1-P325652005_0-P325652005_1-P322652001_0-P322652001_1-P322652001_2-P321652001_0-P321652001_1;0-0-30-30-30-30-120-120-120-150-150
0091017600_26102022000011;3;1200;1000;975;45;347.552;GERB--1213_1200_1000;100;none;P336652001_0-P336652001_1-P335652001_0-P335652001_1-P334652001_0-P334652001_1-P334652005_0-P334652005_1-P333652001_0-P333652001_1;0-0-40-40-80-80-80-80-120-120
0091017600_26102022000012;25;1206;1010;385;0;34.95;GERB--0528_1206_1010;100;none;P336652003_0-P336652003_1-P336652003_2-P335652003_0-P335652003_1-P335652003_2-P334652003_0-P334652003_1-P334652003_2-P333652003_0-P333652003_1-P333652003_2;0-0-0-5-5-5-10-10-10-15-15-15
0091017600_26102022000013;2;800;600;560;42;143.84;GERB--0588_800_600;100;widthwise;P327652001_0-P327652001_1-P326652001_0-P326652001_1-P325652001_0-P325652001_1-P322652001_0-P322652001_1-P322652001_2;0-0-15-15-30-30-75-75-75
0091017600_26102022000014;3;800;600;560;42;158.0;GERB--0588_800_600;100;widthwise;P355652001_0-P355652001_1-P354652001_0-P354652001_1-P353652001_0-P353652001_1-P350652001_0-P350652001_1;0-0-10-10-20-20-50-50
0091017600_26102022000015;5;1600;1200;930;45;285.542;GERB--1613_1600_1200;100;widthwise;P354652001_0-P354652001_1-P353652001_0-P353652001_1-P353652005_0-P353652005_1-P350652001_0-P350652001_1-P349652001_0-P349652001_1;0-0-35-35-35-35-140-140-175-175
0091017600_26102022000016;23;1206;1010;385;0;34.95;GERB--0528_1206_1010;100;none;P350652003_0-P350652003_1-P350652003_2-P349652003_0-P349652003_1-P349652003_2-P348652003_0-P348652003_1-P348652003_2-P347652003_0-P347652003_1-P347652003_2;0-0-0-5-5-5-10-10-10-15-15-15
0091017600_26102022000017;1;800;600;560;42;180.56;GERB--0588_800_600;100;widthwise;P350652001_0-P350652001_1-P349652001_0-P349652001_1-P348652001_0-P348652001_1-P347652001_0-P347652001_1;0-0-15-15-30-30-45-45
