ID;Length;Width;Height;Weight;Density;ListOfItems;TruckCost
P065501803_0;13500;2440;2900;25430;1250;0091017700_28022023000027-0091017700_28022023000266-0091017700_28022023000366-0091017700_28022023000422-0091017700_28022023000752-0091017700_28022023000807-0091017700_28022023001139-0091017700_28022023001313-0091017700_28022023001380-0091017700_28022023001495-0091017700_28022023001584-0091017700_28022023001589-0091017700_28022023001800-0091017700_28022023001806-0091017700_28022023002175-0091017700_28022023002296-0091017700_28022023002838-0091017700_28022023003070-0091017700_28022023003110-0091017700_28022023003144-0091017700_28022023003328-0091017700_28022023003678-0091017700_28022023003855-0091017700_28022023004148-0091017700_28022023004247-0091017700_28022023004413-0091017700_28022023004648-0091017700_28022023004897-0091017700_28022023004910-0091017700_28022023005670-0091017700_28022023005759-0091017700_28022023005802-0091017700_28022023006466;1500.0
P065501803_1;13500;2440;2900;25430;1250;0091017700_28022023000027-0091017700_28022023000266-0091017700_28022023000366-0091017700_28022023000422-0091017700_28022023000752-0091017700_28022023000807-0091017700_28022023001139-0091017700_28022023001313-0091017700_28022023001380-0091017700_28022023001495-0091017700_28022023001584-0091017700_28022023001589-0091017700_28022023001800-0091017700_28022023001806-0091017700_28022023002175-0091017700_28022023002296-0091017700_28022023002838-0091017700_28022023003070-0091017700_28022023003110-0091017700_28022023003144-0091017700_28022023003328-0091017700_28022023003678-0091017700_28022023003855-0091017700_28022023004148-0091017700_28022023004247-0091017700_28022023004413-0091017700_28022023004648-0091017700_28022023004897-0091017700_28022023004910-0091017700_28022023005670-0091017700_28022023005759-0091017700_28022023005802-0091017700_28022023006466;1800.0
P065501805_0;13500;2440;2900;25430;1250;0091017700_28022023000027-0091017700_28022023000266-0091017700_28022023000366-0091017700_28022023000422-0091017700_28022023000752-0091017700_28022023000807-0091017700_28022023001313-0091017700_28022023001380-0091017700_28022023001495-0091017700_28022023001589-0091017700_28022023001800-0091017700_28022023001806-0091017700_28022023002175-0091017700_28022023002838-0091017700_28022023003070-0091017700_28022023003110-0091017700_28022023003144-0091017700_28022023003328-0091017700_28022023003678-0091017700_28022023003855-0091017700_28022023004148-0091017700_28022023004247-0091017700_28022023004413-0091017700_28022023004897-0091017700_28022023004910-0091017700_28022023005670-0091017700_28022023005759-0091017700_28022023005802-0091017700_28022023006466;1500.0
P065501805_1;13500;2440;2900;25430;1250;0091017700_28022023000027-0091017700_28022023000266-0091017700_28022023000366-0091017700_28022023000422-0091017700_28022023000752-0091017700_28022023000807-0091017700_28022023001313-0091017700_28022023001380-0091017700_28022023001495-0091017700_28022023001589-0091017700_28022023001800-0091017700_28022023001806-0091017700_28022023002175-0091017700_28022023002838-0091017700_28022023003070-0091017700_28022023003110-0091017700_28022023003144-0091017700_28022023003328-0091017700_28022023003678-0091017700_28022023003855-0091017700_28022023004148-0091017700_28022023004247-0091017700_28022023004413-0091017700_28022023004897-0091017700_28022023004910-0091017700_28022023005670-0091017700_28022023005759-0091017700_28022023005802-0091017700_28022023006466;1800.0
P065523407_0;13500;2440;2900;25000;1250;0091017700_28022023000452-0091017700_28022023000535-0091017700_28022023000553-0091017700_28022023000562-0091017700_28022023000677-0091017700_28022023000712-0091017700_28022023001173-0091017700_28022023001213-0091017700_28022023001321-0091017700_28022023001447-0091017700_28022023001519-0091017700_28022023001652-0091017700_28022023001930-0091017700_28022023002221-0091017700_28022023002398-0091017700_28022023002614-0091017700_28022023002641-0091017700_28022023002667-0091017700_28022023003044-0091017700_28022023003273-0091017700_28022023003419-0091017700_28022023003430-0091017700_28022023003483-0091017700_28022023003580-0091017700_28022023003707-0091017700_28022023003774-0091017700_28022023003811-0091017700_28022023003958-0091017700_28022023003961-0091017700_28022023003963-0091017700_28022023003979-0091017700_28022023004041-0091017700_28022023004107-0091017700_28022023004117-0091017700_28022023004143-0091017700_28022023004216-0091017700_28022023004432-0091017700_28022023004580-0091017700_28022023004606-0091017700_28022023004640-0091017700_28022023004776-0091017700_28022023004782-0091017700_28022023004786-0091017700_28022023005212-0091017700_28022023005254-0091017700_28022023005358-0091017700_28022023005428-0091017700_28022023005518-0091017700_28022023005786-0091017700_28022023005865-0091017700_28022023005980-0091017700_28022023006005-0091017700_28022023006098-0091017700_28022023006339-0091017700_28022023006361-0091017700_28022023006401;1500.0
P065523407_1;13500;2440;2900;25000;1250;0091017700_28022023000452-0091017700_28022023000535-0091017700_28022023000553-0091017700_28022023000562-0091017700_28022023000677-0091017700_28022023000712-0091017700_28022023001173-0091017700_28022023001213-0091017700_28022023001321-0091017700_28022023001447-0091017700_28022023001519-0091017700_28022023001652-0091017700_28022023001930-0091017700_28022023002221-0091017700_28022023002398-0091017700_28022023002614-0091017700_28022023002641-0091017700_28022023002667-0091017700_28022023003044-0091017700_28022023003273-0091017700_28022023003419-0091017700_28022023003430-0091017700_28022023003483-0091017700_28022023003580-0091017700_28022023003707-0091017700_28022023003774-0091017700_28022023003811-0091017700_28022023003958-0091017700_28022023003961-0091017700_28022023003963-0091017700_28022023003979-0091017700_28022023004041-0091017700_28022023004107-0091017700_28022023004117-0091017700_28022023004143-0091017700_28022023004216-0091017700_28022023004432-0091017700_28022023004580-0091017700_28022023004606-0091017700_28022023004640-0091017700_28022023004776-0091017700_28022023004782-0091017700_28022023004786-0091017700_28022023005212-0091017700_28022023005254-0091017700_28022023005358-0091017700_28022023005428-0091017700_28022023005518-0091017700_28022023005786-0091017700_28022023005865-0091017700_28022023005980-0091017700_28022023006005-0091017700_28022023006098-0091017700_28022023006339-0091017700_28022023006361-0091017700_28022023006401;1800.0
P065574801_0;13500;2440;3000;24500;1250;0091017700_28022023000495-0091017700_28022023000661-0091017700_28022023001829-0091017700_28022023003233-0091017700_28022023003467-0091017700_28022023004522-0091017700_28022023004679-0091017700_28022023004779-0091017700_28022023005036-0091017700_28022023005413-0091017700_28022023005567-0091017700_28022023005985-0091017700_28022023006244;1500.0
P065574801_1;13500;2440;3000;24500;1250;0091017700_28022023000495-0091017700_28022023000661-0091017700_28022023001829-0091017700_28022023003233-0091017700_28022023003467-0091017700_28022023004522-0091017700_28022023004679-0091017700_28022023004779-0091017700_28022023005036-0091017700_28022023005413-0091017700_28022023005567-0091017700_28022023005985-0091017700_28022023006244;1800.0
P066500401_0;13500;2440;2900;24000;1250;0091017700_28022023000208-0091017700_28022023000626-0091017700_28022023000914-0091017700_28022023001330-0091017700_28022023001526-0091017700_28022023002375-0091017700_28022023002507-0091017700_28022023002830-0091017700_28022023003915-0091017700_28022023004701-0091017700_28022023005268-0091017700_28022023006270;1500.0
P066500401_1;13500;2440;2900;24000;1250;0091017700_28022023000208-0091017700_28022023000626-0091017700_28022023000914-0091017700_28022023001330-0091017700_28022023001526-0091017700_28022023002375-0091017700_28022023002507-0091017700_28022023002830-0091017700_28022023003915-0091017700_28022023004701-0091017700_28022023005268-0091017700_28022023006270;1800.0
P066501801_0;13500;2440;2900;25430;1250;0091017700_28022023000027-0091017700_28022023000266-0091017700_28022023000352-0091017700_28022023000358-0091017700_28022023000366-0091017700_28022023000422-0091017700_28022023000752-0091017700_28022023000807-0091017700_28022023001313-0091017700_28022023001495-0091017700_28022023001800-0091017700_28022023001806-0091017700_28022023002175-0091017700_28022023002838-0091017700_28022023003070-0091017700_28022023003110-0091017700_28022023003144-0091017700_28022023003571-0091017700_28022023003601-0091017700_28022023003678-0091017700_28022023003860-0091017700_28022023004148-0091017700_28022023004247-0091017700_28022023004413-0091017700_28022023004471-0091017700_28022023004897-0091017700_28022023004910-0091017700_28022023004914-0091017700_28022023004944-0091017700_28022023005321-0091017700_28022023005759-0091017700_28022023005802-0091017700_28022023006384-0091017700_28022023006466;1500.0
P066501801_1;13500;2440;2900;25430;1250;0091017700_28022023000027-0091017700_28022023000266-0091017700_28022023000352-0091017700_28022023000358-0091017700_28022023000366-0091017700_28022023000422-0091017700_28022023000752-0091017700_28022023000807-0091017700_28022023001313-0091017700_28022023001495-0091017700_28022023001800-0091017700_28022023001806-0091017700_28022023002175-0091017700_28022023002838-0091017700_28022023003070-0091017700_28022023003110-0091017700_28022023003144-0091017700_28022023003571-0091017700_28022023003601-0091017700_28022023003678-0091017700_28022023003860-0091017700_28022023004148-0091017700_28022023004247-0091017700_28022023004413-0091017700_28022023004471-0091017700_28022023004897-0091017700_28022023004910-0091017700_28022023004914-0091017700_28022023004944-0091017700_28022023005321-0091017700_28022023005759-0091017700_28022023005802-0091017700_28022023006384-0091017700_28022023006466;1800.0
P066501805_0;13500;2440;2900;25430;1250;0091017700_28022023000027-0091017700_28022023000266-0091017700_28022023000352-0091017700_28022023000358-0091017700_28022023000366-0091017700_28022023000422-0091017700_28022023000752-0091017700_28022023000807-0091017700_28022023001313-0091017700_28022023001495-0091017700_28022023001800-0091017700_28022023001806-0091017700_28022023002838-0091017700_28022023003070-0091017700_28022023003110-0091017700_28022023003144-0091017700_28022023003571-0091017700_28022023003601-0091017700_28022023003678-0091017700_28022023003860-0091017700_28022023004413-0091017700_28022023004471-0091017700_28022023004897-0091017700_28022023004910-0091017700_28022023004914-0091017700_28022023004944-0091017700_28022023005321-0091017700_28022023005759-0091017700_28022023006466;1500.0
