ID;Length;Width;Height;Weight;Density;ListOfItems;TruckCost
P306549701_0;13500;2440;3000;24000;1300;0091017600_26102022000334-0091017600_26102022000385-0091017600_26102022000405-0091017600_26102022000425-0091017600_26102022000903-0091017600_26102022000977-0091017600_26102022001021-0091017600_26102022001556-0091017600_26102022001616-0091017600_26102022001723-0091017600_26102022001800;1500.0
P306549701_1;13500;2440;3000;24000;1300;0091017600_26102022000334-0091017600_26102022000385-0091017600_26102022000405-0091017600_26102022000425-0091017600_26102022000903-0091017600_26102022000977-0091017600_26102022001021-0091017600_26102022001556-0091017600_26102022001616-0091017600_26102022001723-0091017600_26102022001800;1800.0
P307532609_0;13500;2440;2900;24000;1130;0091017600_26102022000155-0091017600_26102022001741-0091017600_26102022001765-0091017600_26102022001922;1500.0
P307532609_1;13500;2440;2900;24000;1130;0091017600_26102022000155-0091017600_26102022001741-0091017600_26102022001765-0091017600_26102022001922;1800.0
P307540101_0;13500;2440;2800;24000;1200;0091017600_26102022000109-0091017600_26102022000218-0091017600_26102022000226-0091017600_26102022000342-0091017600_26102022000572-0091017600_26102022000803-0091017600_26102022000805-0091017600_26102022001263-0091017600_26102022001419-0091017600_26102022001664-0091017600_26102022001722-0091017600_26102022002054;1500.0
P307540101_1;13500;2440;2800;24000;1200;0091017600_26102022000109-0091017600_26102022000218-0091017600_26102022000226-0091017600_26102022000342-0091017600_26102022000572-0091017600_26102022000803-0091017600_26102022000805-0091017600_26102022001263-0091017600_26102022001419-0091017600_26102022001664-0091017600_26102022001722-0091017600_26102022002054;1800.0
P307541403_0;13500;2440;3000;24500;1300;0091017600_26102022000032-0091017600_26102022000516-0091017600_26102022000726-0091017600_26102022001294-0091017600_26102022001440-0091017600_26102022001811-0091017600_26102022002007;1500.0
P307541403_1;13500;2440;3000;24500;1300;0091017600_26102022000032-0091017600_26102022000516-0091017600_26102022000726-0091017600_26102022001294-0091017600_26102022001440-0091017600_26102022001811-0091017600_26102022002007;1800.0
P307549701_0;13500;2440;3000;24000;1300;0091017600_26102022000027-0091017600_26102022000064-0091017600_26102022000350-0091017600_26102022000385-0091017600_26102022000405-0091017600_26102022000425-0091017600_26102022000604-0091017600_26102022000668-0091017600_26102022000903-0091017600_26102022000977-0091017600_26102022001021-0091017600_26102022001268-0091017600_26102022001328-0091017600_26102022001380-0091017600_26102022001556-0091017600_26102022001615-0091017600_26102022001616-0091017600_26102022001723-0091017600_26102022001780-0091017600_26102022001800-0091017600_26102022001839-0091017600_26102022001854-0091017600_26102022002124;1500.0
P307549701_1;13500;2440;3000;24000;1300;0091017600_26102022000027-0091017600_26102022000064-0091017600_26102022000350-0091017600_26102022000385-0091017600_26102022000405-0091017600_26102022000425-0091017600_26102022000604-0091017600_26102022000668-0091017600_26102022000903-0091017600_26102022000977-0091017600_26102022001021-0091017600_26102022001268-0091017600_26102022001328-0091017600_26102022001380-0091017600_26102022001556-0091017600_26102022001615-0091017600_26102022001616-0091017600_26102022001723-0091017600_26102022001780-0091017600_26102022001800-0091017600_26102022001839-0091017600_26102022001854-0091017600_26102022002124;1800.0
